QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150714_007088	Untuk memberitahumu tepatnya.{nl} Hm... Aku akan menandainya di peta.
QUEST_LV_0100_20150714_007089	Terima kasih telah membantu Aku.{nl} Seharus ini efektif sehingga apa yang Kamu lakukan tidaklah sia-sia dan sangat berharga.
QUEST_LV_0100_20150714_007090	Apakah Kamu tahu tentang Tilenis Prince yang hilang saat melarikan diri ke Klaipeda? {nl} Mayor pergi keluar untuk menyambutnya, tetapi mereka semua menghilang.{nl}
QUEST_LV_0100_20150714_007091	Namun baru-baru ini, bros dari mayor telah ditemukan.{nl} Namun, kita tidak bisa menyelidiki secara terbuka... Dapatkah Kamu menyelidikinya untuk kami?
QUEST_LV_0100_20150714_007092	Tempat bros itu ditemukan disebut Sidabra Rest Area di Veya Valleys. {nl} Dan terimalah ini.{nl}
QUEST_LV_0100_20150714_007093	Ini adalah mata dari para spirit yang diciptakan dengan meminta kepada Bokor Master.{nl} Mereka membuat apapun terlihat. Mereka akan sangat membantu.
QUEST_LV_0100_20150714_007094	Spirit of Klaipeda Mayor
QUEST_LV_0100_20150714_007095	Aku ... baik-baik saja{nl} Dia bertarung lagi.. Prince…
QUEST_LV_0100_20150714_007096	Sebagian besar dari mereka meninggal ketika kembali bersama rekan-rekan prince. {nl} Namun, mereka tidak ada yang memandu bahkan setelah kematian mereka.{nl}
QUEST_LV_0100_20150714_007097	Ketika mereka menyadari bahwa mereka terus bertarung.{nl} Orang-orang yang melayani pepohonan... mereka menculik prince.
QUEST_LV_0100_20150714_007098	Aku tidak bisa berhenti bertarung.{nl} Tolong selamatkan prince…
QUEST_LV_0100_20150714_007099	Mayor... ia telah meninggal.{nl} Tapi, prince mungkin masih hidup.{nl}
QUEST_LV_0100_20150714_007100	Orang-orang yang melayani pepohonan. Aku rasa Aku harus menyelidikinya sedikit lagi.{nl} Terima kasih telah membantu Aku.
QUEST_LV_0100_20150714_007101	Aku baik-baik saja bahkan jika Aku tidak mendapatkan panduan.{nl}Tolong bimbing prince…
QUEST_LV_0100_20150714_007102	Penduduk desa dari andail Village yang terbantai oleh demon... {nl}Aku yakin mereka merasa ketakutan. Mereka pasti memiliki penyesalan.{nl}
QUEST_LV_0100_20150714_007103	Kami ingin berkabung untuk orang-orang yang telah meninggal.{nl} Tidakkah Kamu ingin bersamaku.
QUEST_LV_0100_20150714_007104	Kebencian penduduk desa dari andail Village melayang ke sekitarnya sebagai energi negatif.{nl} Isi beads ini, Aku akan memberikan kepadamu dengan essences of Tini, serap kebencian mereka dan bawakan kepada Aku.
QUEST_LV_0100_20150714_007105	Mereka memiliki begitu banyak rasa sakit dan merasa tidak adil.{nl} ini tidak boleh terjadi lagi
QUEST_LV_0100_20150714_007106	Dengan bantuan Kamu, pertarungan dengan Bramble telah berakhir. {Nl} Tapi, thorny vines miliknya menyebar dengan energi setan. {Nl}
QUEST_LV_0100_20150714_007107	Jika kita biarkan begitu saja, seluruh hutan akan ditutupi dengan thorny vines.{nl} Tapi, karena kekuatan Aku belum pulih kembali... Aku ingin meminta bantuan pada Kamu.
QUEST_LV_0100_20150714_007108	Kamu harus melenyapkan thorny vines yang berada di jalan menuju Gate Route.{nl} Jika kita tidak memblokir disini, Siaulai Forest juga akan ditutupi dengan thorny vines.
QUEST_LV_0100_20150714_007109	Energi jahat yang menyembur keluar dari thorny vines sangat berbahaya bagi manusia.{nl} Aku harap Kamu akan baik-baik saja.
QUEST_LV_0100_20150714_007110	Ini hanya sedikit bagiannya.{nl} Jika kita tidak melenyapkan Thorny Forest sepenuhnya, thorny vines akan terus menyebar.
QUEST_LV_0100_20150714_007111	Sumber dari semua thorny vines adalah Bramble... dan Sirudgellar Forest di mana ia dulu pernah tinggal.{nl} Untuk memurnikan hutan, tolong cari kristal yang memiliki kekuatan Aku di dalamnya.
QUEST_LV_0100_20150714_007112	Aku minta maaf bila Aku memberikan beban yang berat di pundak Kamu.{nl} Namun, Kamu pasti akan dapat melakukannya.
QUEST_LV_0100_20150714_007113	Terima kasih atas usaha Kamu.{nl} Aku akan tetap tinggal di sini sampai Thorny Forest pulih dan kembali seperti semula.
QUEST_LV_0100_20150714_007114	Substansi yang tak terlihat... Maksudku spirit.{nl} Aku meneliti tentang hubungan antara spirit dengan kekuatan magis.
QUEST_LV_0100_20150714_007115	Aku hanya tidak punya waktu untuk mendapatkan essences yang diperlukan untuk eksperimen. {nl} Aku rasa Kamu akan dapat membantu Aku.
QUEST_LV_0100_20150714_007116	Bawa essence of chill ini.{nl} Bila Kamu menggunakan ini kepada monster di Poslinkis Forest, para spirit akan membeku.{nl}
QUEST_LV_0100_20150714_007117	Ketika Kamu mengalahkan monster itu, Kamu akan dapat memperoleh frozen spirit fragments. {nl} Masukan itu kedalam magical power condenser. Aku telah menggunakannya sejak lama, tetapi beberapa dari mereka seharusnya masih ada.
QUEST_LV_0100_20150714_007118	Aku sudah menggunakannya sejak lama jadi itu dapat menunjukkan beberapa hasil yang aneh.{nl} Itu sebabnya Aku membutuhkan bantuan Kamu.
QUEST_LV_0100_20150714_007119	Innocent essence of chill ini... Ini seperti yang Aku duga.{nl} Ah, kau hampir menghadapi kematian. Itu sebabnya Aku memanggil Kamu.
QUEST_LV_0100_20150714_007120	Saat Aku sedang merapikan benda-benda milik kakak Aku, beads yang aneh keluar.{nl} Ini tertulis pada memo bahwa beads yang ada dapat menemukan benda disembunyikan olehnya dengan mudah.{nl}
QUEST_LV_0100_20150714_007121	Tapi manualnya... Ini akan menjadi sulit bagi Aku.{nl} Jadi bagaimana Kamu akan mendapatkannya?
QUEST_LV_0100_20150714_007122	Maksudku. Mereka mengatakan kepada Aku untuk mengalahkan para monster didekat bead ini.{nl} Kemudian kekuatan magis dari para monster akan mengisi bead ini. Ini terlalu sulit bagi Aku.
QUEST_LV_0100_20150714_007123	Aku tahu ini menyedihkan, tapi kami harus hidup.{nl} Aku tidak bisa terus bersedih ketika Aku memikirkan adik Aku.
QUEST_LV_0100_20150714_007124	Apakah pengisian sudah cukup?{nl} Aku kembali merasa sedih karena Aku melihat bead itu lagi.
QUEST_LV_0100_20150714_007125	Bead akan memberitahu kita di mana benda yang disembunyikan oleh saudara Aku berada.{nl} Aku tidak tahu apa yang akan muncul, tapi tolong pergunakan dengan baik.
QUEST_LV_0100_20150714_007126	Jika Aku tidak bisa memilikinya, Aku berharap itu akan digunakan untuk tujuan yang baik.{nl} Aku yakin saudara Aku juga akan berpikir seperti itu.
QUEST_LV_0100_20150714_007127	Muridku menciptakan magic summon field, tapi ada sesuatu yang salah.{nlMungkin... itu terhubung ke dunia yang berbeda. {nl}
QUEST_LV_0100_20150714_007128	Jika terjadi kesalahan, demon akan datang ke dunia ini.{nl}Tolong. Aku akan menghentikan summon ritual sini jadi tolong hancurkan magic field di Aqueduct region.
QUEST_LV_0100_20150714_007129	Aku tidak bisa berbuat apa-apa jika portalnya sepenuhnya terbuka.{nl} Apa yang terjadi di Aqueduct region?
QUEST_LV_0100_20150714_007130	Berhasil?{nl} Aku rasa ada sesuatu yang menghubungkan ke dunia lain di Aqueduct Region.{nl} Apa-apaan itu…
QUEST_LV_0100_20150714_007131	Disciple Ramelie
QUEST_LV_0100_20150714_007132	Menara yang disegel dan dilindungi oleh Savior kembali diserang.{nl} Tapi, itu tidak dapat dilindungi oleh kami dan penduduk desa.
QUEST_LV_0100_20150714_007133	Seal pertama dari sealed tower sudah hancur oleh serangan dari para demon. {nl} seal kedua masih ada, namun Aku tidak tahu berapa lama kita bisa menahannya.
QUEST_LV_0100_20150714_007134	Goddess meminta kami untuk melindungi seal ini. {nl} Sekarang, hanya satu yang bisa kami percaya itu adalah Kamu, Savior.
QUEST_LV_0100_20150714_007135	Apakah sealnya baik-baik saja?{nl} Aku tidak tahu berapa kali Aku berdoa untuk keselamatan Kamu.
QUEST_LV_0100_20150714_007136	Sekarang adalah waktunya untuk memulihkan seal pertama.{nl} Aku tahu itu akan sulit, namun Aku tidak bisa mencari bantuan untuk ini.
QUEST_LV_0100_20150714_007137	Apakah Kamu benar-benar akan membantu? Syukurlah... {nl} Pertama isi crest of Austeja Goddess  dengan energi suci dekat altar.{nl}
QUEST_LV_0100_20150714_007138	Bila Kamu meletakkan crest of the Goddess  di sealed tower, maka sealnya akan pulih kembali.{nl}
QUEST_LV_0100_20150714_007139	Bahkan jika Kamu sudah meletakkannya, Kamu tidak dapat menyegel energi jahat sepenuhnya.{nl} Serangan ini tidak akan menjadi yang terakhir. Aku berharap Goddess kembali dengan cepat.
QUEST_LV_0100_20150714_007140	Kita tidak bisa hanya mengandalkan segala sesuatunya kepada Goddess{nl}. Namun, Aku tidak tahu apakah kita bisa bertahan lagi.
QUEST_LV_0100_20150714_007141	Aku sangat bersyukur karena Kamu membantu kami dengan pemulihan seal.{nl} Tapi, Aku tidak tahu berapa lama seal ini akan bertahan... Aku berharap Austeja segera kembali.
QUEST_LV_0100_20150714_007142	Aku akan menghiburnya. {nl}
QUEST_LV_0100_20150714_007143	Rasa sakit, kebencian, kemarahan dan kesedihan mereka... {nl} Aku harap mereka semua melupakannya di pelukan sang Goddess.
QUEST_LV_0100_20150714_007144	Chapparitions mengambil banyak nyawa di Esanchiu village.{Nl} Kalahkan mereka dengan nama Goddess.
QUEST_LV_0100_20150714_007145	Maaf... tapi,{nl} Dapatkah Kamu membakar oration ini di depan epitaph di Nepatogu Fields dari Rukas Plateau?{nl} Kamu telah mengeksplorasi berbagai wilayah valley. Aku rasa Kamu yang lebih pantas untuk menghibur soul mereka.
QUEST_LV_0100_20150714_007146	 key untuk memeriksa peta# 7
QUEST_LV_0100_20150714_007147	Notice/!/box muncul!{nl} Periksa isi box selagi menghindari serangan para monster!#7
QUEST_LV_0100_20150714_007148	Notice/Kamu gagal untuk mendapatkan treasure of the stonemason's family!{nl} Pipoti telah menghilang, tetapi Kamu akan bertemu lagi dengannya suatu saat nanti!
QUEST_LV_0100_20150714_007149	Notice/Mendapatkan buku harian Varkis{nl} Ayo bawa itu kembali ke Varkis!
QUEST_LV_0100_20150714_007150	Notice/Selamatkan Varkis dari serangan! Kalahan Ritorex dan selamatkan ia!#5
QUEST_LV_0100_20150714_007151	Notice/Sayangnya, Varkis telah meninggal.{nl} Tapi, jika Kamu pergi ke camp Varkis, tinggalkan buku hariannya#5
QUEST_LV_0100_20150714_007152	Pergi
QUEST_LV_0100_20150714_007153	Mencari dokumen Varkis
QUEST_LV_0100_20150714_007154	Mencari dokumen yang Varkis sembunyikan/#SITGROPESET2/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150714_007155	Notice/Itu Tertulis bahwa dokumen berikutnya tersembunyi di Apati Cliff#5
QUEST_LV_0100_20150714_007156	Recording
QUEST_LV_0100_20150714_007157	Menyiapkan Firewoods
QUEST_LV_0100_20150714_007158	Notice/!/Beberapa bagian dari Purifier menghilang!{nl} Cari bagian-bagian yang menghilang dari para Vubbes yang bertKamu tanya!#5
QUEST_LV_0100_20150714_007159	Notice/Perbaikan selesai!{nl} Entrance Purifier telah diaktifkan kembali!#5
QUEST_LV_0100_20150714_007160	Notice/Perbaikan selesai!{nl} Entrance Purifier telah diaktifkan kembali!#5
QUEST_LV_0100_20150714_007161	Notice/Alat pembersih penting telah rusak.{nl}Gunakan Compass untuk menemukan part penggantinya #5
QUEST_LV_0100_20150714_007162	Notice/Mine compass mengarah ke 4th area.{nl} Pergi ke 4th area dan temukan spare parts#5
QUEST_LV_0100_20150714_007163	Notice/Memperbaiki Central Purifier!{nl} Ini sekarang bekerja!#5
QUEST_LV_0100_20150714_007164	Notice/Part penting yang hilang{nl} Gunakan Mine Compass untuk mencari part#5
QUEST_LV_0100_20150714_007165	Notice/Compass menunjuk ke Area 6. {nl} Cari part di 6th Area#5
QUEST_LV_0100_20150714_007166	Notice/Compass menunjuk ke Area 6.{nl} Pergi ke Area 6 untuk mencari part#5
QUEST_LV_0100_20150714_007167	Notice/!/Compass ini menunjuk ke Specter Monarch!{nl}Kalahkan Specter Monarch dan ambil partnya!#5
QUEST_LV_0100_20150714_007168	Notice/!/Kamu telah menemukan parts-nya!{nl} Kembali ke purifier di hall dan perbaiki!#5
QUEST_LV_0100_20150714_007169	Memperbaiki purifier
QUEST_LV_0100_20150714_007170	Notice/Kamu telah membaiki purifier di hall!{nl} purifier telah diaktifkan!#5
QUEST_LV_0100_20150714_007171	Notice/Tampaknya ada masalah dengan purifier pipe{nl} Periksa pipe di 3rd area#5
QUEST_LV_0100_20150714_007172	Memeriksa purifier pipe
QUEST_LV_0100_20150714_007173	Notice/!/Kamu membuka katup yang tertutup{nl} Sekarang kembali ke circulating purifier#5
QUEST_LV_0100_20150714_007174	Notice/!/Circulating purifier masih belum aktif{nl} Periksa purifier pipe di 2nd area#5
QUEST_LV_0100_20150714_007175	Notice/Kamu telah mengalahkan Carapace yang mengganggumu{nl} Periksa purifier pipe di 2nd area#5
QUEST_LV_0100_20150714_007176	Notice/Kamu telah membuka katup purifier pipe{nl} Kembali ke circulating purifier dan aktifkan kembali#5
QUEST_LV_0100_20150714_007177	Notice/Circulating purifier bekerja kembali!
QUEST_LV_0100_20150714_007178	Notice/Power supply tidak bekerja dengan benar.{nl} Mencoba Mine Compass#5
QUEST_LV_0100_20150714_007179	Notice/Mine Compass mengarah ke District 4.{nl} Periksa magic supply device di Distrik 4.#5
QUEST_LV_0100_20150714_007180	Notice/Device ini berkarat dan tidak bekerja.{nl} Gunakan compass untuk menemukan cara untuk menghilangkan karat.#5
QUEST_LV_0100_20150714_007181	Notice/Mine Compass masih mengarah ke District 4.{nl} Pergi ke sekitar District 4 untuk menemukan cara menghilangkan karat.#5
QUEST_LV_0100_20150714_007182	Notice/Magic supply device telah diperbaiki.{nl} Coba jalankan secondary purifier.#5
QUEST_LV_0100_20150714_007183	Mengaktifkan purification device
QUEST_LV_0100_20150714_007184	Notice/Secondary Purifier bekerja kembali.#5
QUEST_LV_0100_20150714_007185	Notice/Beberapa parts dari purifier tampaknya telah menghilang.{nl} Cari parts menggunakan Mine Compass.#5
QUEST_LV_0100_20150714_007186	Notice/Mine compass mengarah ke area keenam.{nl} Coba cari parts di 6th area#5
QUEST_LV_0100_20150714_007187	Notice/!/Peroleh kembali parts purifier!{nl} Perbaiki Main Purifier dan aktifkan#5
QUEST_LV_0100_20150714_007188	Notice/Berhasil memperbaiki Main Purifier!{nl} Main Purifier sekarang sudah bekerja!
QUEST_LV_0100_20150714_007189	Notice/Bonfire dinyalakan.#3
QUEST_LV_0100_20150714_007190	Melihat ke stone
QUEST_LV_0100_20150714_007191	Notice/new stone pole telah muncul.{nl} Hancurkan stone pole dalam waktu tertentu dan dapatkan artefak.#7
QUEST_LV_0100_20150714_007192	Notice/!/Kamu butuh poison para monster untuk memperkuat energi spiritual dari stone!#8
QUEST_LV_0100_20150714_007193	Mengatur stones
QUEST_LV_0100_20150714_007194	Melepaskan seal
QUEST_LV_0100_20150714_007195	Menerangkan lokasi dari Healer Girl
QUEST_LV_0100_20150714_007196	Notice/!/Berhasil mengalahkan Gray Golem!#8
QUEST_LV_0100_20150714_007197	Mengatur umpan
QUEST_LV_0100_20150714_007198	Notice/Aku bisa merasakan getaran yang besar!#4
QUEST_LV_0100_20150714_007199	Notice/!/Kalahkan Beowulf ini yang tampaknya telah menyebabkan pemilik dari barang ini mati!#5
QUEST_LV_0100_20150714_007200	Tekan tombol untuk memeriksa skills.#7
QUEST_LV_0100_20150714_007201	Notice/!/Biteregina muncul setelah melepas hivecomb tersebut.{nl} Singkirkan Biteregina!
QUEST_LV_0100_20150714_007202	Notice/Kamu memulihkan Ruklys memorial stone dan memperoleh warisan Ruklys.{nl} Kamu mendapatkan 1 stat poin.
QUEST_LV_0100_20150714_007203	Notice/Kamu membaca Lydia Schaffen's tombstone dan memperoleh pencerahan.{nl} Kamu mendapatkan 1 stat point!
QUEST_LV_0100_20150714_007204	Notice/Hentikan para guardian untuk menghancurkan Mausoleum!
QUEST_LV_0100_20150714_007205	Notice/Tomb tampaknya seperti akan segera runtuh. Hentikan para Guardian untuk merusaknya!#7
QUEST_LV_0100_20150714_007206	Notice/Ada suara seseorang sedang menangis!#5
QUEST_LV_0100_20150714_007207	Mengatur pot
QUEST_LV_0100_20150714_007208	Menyalakan api (2)
QUEST_LV_0100_20150714_007209	Notice/Royal guardian telah membuka mulutnya untuk mantra.#7
QUEST_LV_0100_20150714_007210	Periksa lampu
QUEST_LV_0100_20150714_007211	Notice/Hancurkan contaminated stone lanterns!
QUEST_LV_0100_20150714_007212	Notice/Ini bukan satu-satunya contaminated lanterns.{nl} Cari dan hancurkan contaminated lanterns lainnya.#5
QUEST_LV_0100_20150714_007213	Notice/Wheelen strong force melaipisi seluruh tubuh#5
QUEST_LV_0100_20150714_007214	Periksa Mausoleum
QUEST_LV_0100_20150714_007215	Notice/!/Selagi Grita melihat magical circle, bunuh para monster yang mengganggu!#5
QUEST_LV_0100_20150714_007216	Mengontrol
QUEST_LV_0100_20150714_007217	Aktifkan Magicians Tower Lock Device
QUEST_LV_0100_20150714_007218	Notice/!/Gunakan prominence detecting stick untuk mendeteksi para monster dengan api dan kalahkan mereka!
QUEST_LV_0100_20150714_007219	Notice/!/Device ini menekan mantra dari tower.{nl} Lebih baik menghancurkannya dengan cepat.#5
QUEST_LV_0100_20150714_007220	Notice/Tiba di entrance Katyn Forest yang Goddess Gabija bicarakan.#3
QUEST_LV_0100_20150714_007221	Memeriksa altar
QUEST_LV_0100_20150714_007222	Revelation dari Hidden Sanctuary(1)
QUEST_LV_0100_20150714_007223	Memeriksa
QUEST_LV_0100_20150714_007224	Notice/ Singkirkan Royal guardians yang menerobos masuk!
QUEST_LV_0100_20150714_007225	Notice/!/ Ini adalah perangkap. Singkirkan para monster yang berkerumun!#7
QUEST_LV_0100_20150714_007226	Melihat ke pole
QUEST_LV_0100_20150714_007227	Lewati mendengarkan penjelasan
QUEST_LV_0100_20150714_007228	Meletakkan Amulet
QUEST_LV_0100_20150714_007229	Mengenai keadaan sekarang
QUEST_LV_0100_20150714_007230	Memeriksa bookshelf
QUEST_LV_0100_20150714_007231	Notice/Pergi ke atas dan temukan Goddess Gabija #5
QUEST_LV_0100_20150714_007232	Membuatnya kotor
QUEST_LV_0100_20150714_007233	Membelai
QUEST_LV_0100_20150714_007234	Mencari
QUEST_LV_0100_20150714_007235	Menstimulasi
QUEST_LV_0100_20150714_007236	Menyentuh
QUEST_LV_0100_20150714_007237	Notice/Gunakan portal dan pindah ke gateway of the Great King#5
QUEST_LV_0100_20150714_007238	Notice/Scroll/Gunakan gondola dan pergi menyeberang ke Zvelgian #8
QUEST_LV_0100_20150714_007239	Notice/!/Portal is tidak bekerja.
QUEST_LV_0100_20150714_007240	Notice/Kalahkan monster yang mengelilingi sumber kontaminasi dan hilangkan sumber kontaminasinya!
QUEST_LV_0100_20150714_007241	Membuka seal dari broken seal Pasaga Cliff di Pillar Canyon
QUEST_LV_0100_20150714_007242	Notice/Kembali ke Klaipeda dan bicara ke Knight Commander Uska
QUEST_LV_0100_20150714_007243	Aku akan berpikir tentang hal ini sedikit lebih
QUEST_LV_0100_20150714_007244	Notice/GetItem/Monsters tiba-tiba mencium sesuatu dan muncul!#5
QUEST_LV_0100_20150714_007245	Notice/!/Mushwort Muncul! ia pasti yang merusak Owl Statue!#5
QUEST_LV_0100_20150714_007246	Mencari Oil
QUEST_LV_0100_20150714_007247	Notice/!/Apinya meredup.{nl} Curi anak panah dari High Vubbe archer dan buang itu ke dalam api!#5
QUEST_LV_0100_20150714_007248	Membuat sebuah rubber copy
QUEST_LV_0100_20150714_007249	Notice/Kamu membaca tombstone pertama Lydia Schaffen.{nl} Ayo baca tombstone lainnya juga!
QUEST_LV_0100_20150714_007250	Notice/Kamu memeriksa tombstone keempat Lydia Schaffen. {nl} Ayo pergi memeriksa tombstone terakhir.
QUEST_LV_0100_20150714_007251	Notice/Kamu telah mengalahkan Chapparition yang menghalangimu untuk membaca tombstone. {nl} Ayo periksa tombstone terakhir Lydia Schaffen.
QUEST_LV_0100_20150714_007252	Notice/Kamu sudah membaca tombstone Agailla Flurry. {nl} Ayo baca sisa tombstone untuk mendapatkan warisan Flurry.
QUEST_LV_0100_20150714_007253	Notice/!/Parts lainnya rusak dan tidak dapat terbaca.#3
QUEST_LV_0100_20150714_007254	Notice/Kamu sudah membaca tombstone Agailla Flurry.{nl} Ayo baca sisa tombstone untuk mendapatkan warisan Flurry.
QUEST_LV_0100_20150714_007255	Notice/Kamu sudah membaca semua epitaphs dari Agailla Flurry{nl} Stat Kamu telah meningkat sebesar 1!
QUEST_LV_0100_20150714_007256	Berdoa untuk Goddess
QUEST_LV_0100_20150714_007257	Melihat kedalam saku
QUEST_LV_0100_20150714_007258	Notice/scroll/Kalahkan Zolem dan Kumpulkan Zolem Demon Stones
QUEST_LV_0100_20150714_007259	Mengambil Firewoods
QUEST_LV_0100_20150714_007260	Membakar Thorny Gate Route
QUEST_LV_0100_20150714_007261	Melihat kedalam saku
QUEST_LV_0100_20150714_007262	Menggabungkan
QUEST_LV_0100_20150714_007263	Purifying/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150714_007264	Aku Savior dan akan membantumu
QUEST_LV_0100_20150714_007265	Serangan dari Infroholder Speller
QUEST_LV_0100_20150714_007266	Notice/Kalahkan Merogg dan Chaferer yang mengikuti Bronews!
QUEST_LV_0100_20150714_007267	Notice/Berhasil mengaktifkan altar purification!#3
QUEST_LV_0100_20150714_007268	Notice/Kumpulkan semua tree sap.{nl}Pergi ke Ershike Altar dan Gabungkan bahan-bahannya!#5
QUEST_LV_0100_20150714_007269	Notice/Dye selesai!{nl} Dapatkan dye dari altar.#5
QUEST_LV_0100_20150714_007270	Memulihkan Obelisk
QUEST_LV_0100_20150714_007271	Mengatur bombs
QUEST_LV_0100_20150714_007272	Notice/Pindah ke Giliai Courtyard!#5
QUEST_LV_0100_20150714_007273	Unseperable Spirit
QUEST_LV_0100_20150714_007274	Mintalah ia untuk menceritakan kisah tersebut
QUEST_LV_0100_20150714_007275	Cara (1)
QUEST_LV_0100_20150714_007276	Katakan padanya untuk menemukan cara mengalahkan Akorn bersama-sama
QUEST_LV_0100_20150714_007277	Aku akan berpikir sebentar
QUEST_LV_0100_20150714_007278	Cara (2)
QUEST_LV_0100_20150714_007279	Bertanya apakah ada cara untuk mendapatkan kekuatan magis Valius
QUEST_LV_0100_20150714_007280	Katakan padanya untuk menemukan cara lain
QUEST_LV_0100_20150714_007281	Cara (3)
QUEST_LV_0100_20150714_007282	Aku akan pergi ke room of senses
QUEST_LV_0100_20150714_007283	Aku perlu mempersiapkannya
QUEST_LV_0100_20150714_007284	Cara (4)
QUEST_LV_0100_20150714_007285	Aku akan pergi ke room of rituals
QUEST_LV_0100_20150714_007286	Aku butuh waktu untuk berpikir
QUEST_LV_0100_20150714_007287	Apa salahnya untuk waspada (1)
QUEST_LV_0100_20150714_007288	Tanyakan ia apakah ada hal lain yang perlu dipersiapkan
QUEST_LV_0100_20150714_007289	Minta ia untuk memberi lebih banyak waktu untuk mempersiapkannya
QUEST_LV_0100_20150714_007290	Apa salahnya untuk waspada (2)
QUEST_LV_0100_20150714_007291	Berhenti
QUEST_LV_0100_20150714_007292	The revelation of the hidden sanctum(2)
QUEST_LV_0100_20150714_007293	Notice/!/Beberapa strange essence keluar dari magic field.{nl} Singkirkan strange essence.#5
QUEST_LV_0100_20150714_007294	Notice/Magic circle diperkuat ketika Kamu melepaskan 4 kristal!!#5
QUEST_LV_0100_20150714_007295	Notice/!/Kamu harus mengumpulkan spell of monsters ke dalam pot dan menguburnya di depan magic circle.#5
QUEST_LV_0100_20150714_007296	Menunggu para monster
QUEST_LV_0100_20150714_007297	Notice/!/Kembali ke Rimas dan Laporkan kepadanya mengenai magic field.#5
QUEST_LV_0100_20150714_007298	Notice/!/Sepertinya itu kepala sculpturenya.{nl} Menggali itu dari tanah.#5
QUEST_LV_0100_20150714_007299	Menggali kepala sculpture
QUEST_LV_0100_20150714_007300	Notice/!/Jika Kamu membukanya sembarangan, benda di dalamnya bisa rusak.{nl} Kamu lebih baik membuat wooden hammer yang dapat membuka alcohol container!#5
QUEST_LV_0100_20150714_007301	Notice/!/Jika Kamu membukanya sembarangan, benda di dalamnya bisa rusak.{nl}Tolong buat wooden hammer yang dapat membuka alcohol container!#5
QUEST_LV_0100_20150714_007302	Notice/Bagian bawah badannya muncul setelah menghancurkan containernya!#5
QUEST_LV_0100_20150714_007303	Menendang pagar
QUEST_LV_0100_20150714_007304	Gold Spoon Life (1)
QUEST_LV_0100_20150714_007305	Gold Spoon Life (2)
QUEST_LV_0100_20150714_007306	Ayo pergi ke tombstone di Gritis Hall.
QUEST_LV_0100_20150714_007307	Death of Death (1)
QUEST_LV_0100_20150714_007308	Mintalah ia untuk mendapatkan Crout Grass juice.
QUEST_LV_0100_20150714_007309	Katakan padanya bahwa ramalan yang tersisa tidak berarti.
QUEST_LV_0100_20150714_007310	Mengenai ramalan yang berarti
QUEST_LV_0100_20150714_007311	Death of Death (2)
QUEST_LV_0100_20150714_007312	Rubbing grass juice/LOOK/4/TRACK_BEFORE/None
QUEST_LV_0100_20150714_007313	Membuat sebuah rubber copy/READ/2/TRACK_AFTER/None
QUEST_LV_0100_20150714_007314	Notice/!/Rubber copy tidak selesai dengan baik {nl} Katakan ini pada Adrijus#5
QUEST_LV_0100_20150714_007315	Death of Death (3)
QUEST_LV_0100_20150714_007316	Katakan padanya untuk kembali dengan selamat
QUEST_LV_0100_20150714_007317	Katakan padanya bahwa hal itu tidak akan efektif
QUEST_LV_0100_20150714_007318	Death of Death (4)
QUEST_LV_0100_20150714_007319	Aku akan pergi ke Vegio Cliffs
QUEST_LV_0100_20150714_007320	Aku tidak akan membantu lagi
QUEST_LV_0100_20150714_007321	Notice/Kamu telah berhasil rubber copy!#5
QUEST_LV_0100_20150714_007322	Lokasi dari Metal Plate (1)
QUEST_LV_0100_20150714_007323	Mengambil Metal Plate
QUEST_LV_0100_20150714_007324	Lokasi dari Metal Plate (2)
QUEST_LV_0100_20150714_007325	Aku akan menariknya keluar
QUEST_LV_0100_20150714_007326	Alasan mengapa Metal Plate berada dalam sumur
QUEST_LV_0100_20150714_007327	Notice/Kamu telah memperoleh Metal Plate!#5
QUEST_LV_0100_20150714_007328	Lokasi dari Metal Plate (3)
QUEST_LV_0100_20150714_007329	Rust Remover (1)
QUEST_LV_0100_20150714_007330	Tanyakan padanya bagaimana Kamu dapat membantu
QUEST_LV_0100_20150714_007331	Alasan untuk menghilangkan korosi itu
QUEST_LV_0100_20150714_007332	Rust Remover (2)
QUEST_LV_0100_20150714_007333	Metal Plate Mendidih
QUEST_LV_0100_20150714_007334	Aku akan mencari Metal Plate
QUEST_LV_0100_20150714_007335	Alasan untuk sendirian di sini
QUEST_LV_0100_20150714_007336	Tarik keluar Metal Plate
QUEST_LV_0100_20150714_007337	Alasan bahwa Kamu bisa menemukan Metal Plate dengan mudah
QUEST_LV_0100_20150714_007338	Memotong tanaman merambat
QUEST_LV_0100_20150714_007339	Notice/!/Para monster bergegas masuk!{nl} Setelah mengalahkan monster, tampaknya Kamu harus memotong tanaman merambat itu!#5
QUEST_LV_0100_20150714_007340	Cari Metal Plate (1)
QUEST_LV_0100_20150714_007341	Cari Metal Plate
QUEST_LV_0100_20150714_007342	Katakan padanya tidak akan ada lagi
QUEST_LV_0100_20150714_007343	Notice/!/Gunakan detection stick untuk menemukan tempat di mana metal plate tertanam!#5
QUEST_LV_0100_20150714_007344	Aku akan mengumpulkan semua penelitian
QUEST_LV_0100_20150714_007345	 dan menyerahkannya kepada Justas
