ETC_20150317_000001	Kepa
ETC_20150317_008838	Party Tip
ETC_20150317_008839	Press F6 to view your party.
ETC_20150317_008840	Party Request Tip
ETC_20150317_008841	Right-click on another player to send a party request. When a request is accepted, you can play together in a party.
ETC_20150317_008842	Public Party List Tip
ETC_20150317_008843	Click on Public Party List in the party window to view the current parties in the game.
ETC_20150317_008844	Friends List Tip
ETC_20150317_008845	Press F7 to view your Friends List.
ETC_20150317_008846	Pose Tip
ETC_20150317_008847	Press F8 to register a gesture or a macro. Or both!
ETC_20150317_008848	Companion Info Tip
ETC_20150317_008849	Press F9 to view info of your companion.
ETC_20150317_008850	Help Tip
ETC_20150317_008851	Press F10 to view the Help List.
ETC_20150317_008852	Companion Tip
ETC_20150317_008853	You can adopt and train companions through the Companion Trader NPC.
ETC_20150317_008854	Player Trading Tip
ETC_20150317_008855	Right-click on another player to send trade requests.
ETC_20150317_008856	Area Map Tip
ETC_20150317_008857	Press M to view the current area map.
ETC_20150317_008858	World Map Tip
ETC_20150317_008859	Press N to view the World Map.
ETC_20150317_008860	Resurrection Tip
ETC_20150317_008861	The durability of an equipped item decreases once the character becomes incapable of combat.
ETC_20150317_008862	Advancement Tip
ETC_20150317_008863	Upon reaching a class level of 15, you may advance to the same class or an entire new class.
ETC_20150317_008864	Mission Tip
ETC_20150317_008865	Visit the Mercenary Post in Fedimian to take on special missions. 
ETC_20150317_008866	Field Boss Tip
ETC_20150317_008867	A field boss can sometimes appear in certain areas.
ETC_20150317_008868	Elemental Properties Tip
ETC_20150317_008869	Monsters have 1 of the 6 elemental properties: Fire, Ice, Earth, Dark, Poison, or Lightning.
ETC_20150317_008870	Resistance Tip
ETC_20150317_008871	Attacking with countering properties on monsters can cause more damage.
ETC_20150317_008872	Archer Tip
ETC_20150317_008873	Press and hold the attack button to continuously attack a targeted enemy. You can also move while attacking using the arrow keys.
ETC_20150317_008874	The attacks of the Archer has a maximum range. Higher damage can be dealt when shooting from afar.
ETC_20150317_008875	Accuracy and evasion increases when an Archer-type class gains a level.
ETC_20150317_008876	An Archer's basic attack can cause more damage to Flying-type monsters.
ETC_20150317_008877	Wizard Tip
ETC_20150317_008878	When a Wizard-type class is attacked during skill casting, the skill can be canceled.
ETC_20150317_008879	Magic defense increases when a Wizard-type class gains a level.
ETC_20150317_008880	Swordsman Tip
ETC_20150317_008881	Physical defense increases when a Swordsman-type class gains a level.
ETC_20150317_008882	Cleric Tip
ETC_20150317_008883	The placed magic circles on the ground from a Cleric-type class may not be effective on Flying-type monsters.
ETC_20150317_008884	SP and SP recovery rate increases when a Cleric-type class gains a level.
ETC_20150317_008885	Press the CTRL key to lock a target.
ETC_20150317_008886	Press the Alt key to stop movement immediately.
ETC_20150317_008887	Press the Space bar key during a battle to face your current target.
ETC_20150317_008888	Your character's stats increases in proportion to the companion's stats when mounting it.
ETC_20150317_008889	Card Synthesis (Coming Soon)
ETC_20150317_008890	Arrow Crafting attribute required.
ETC_20150317_008891	Set the current equipment level.
ETC_20150317_008892	Adds 2 item quality levels
ETC_20150317_008893	Search for a particular level
ETC_20150317_008894	Cheat starting settings
ETC_20150317_008895	Search for NPC coordinates
ETC_20150317_008896	Search Player
ETC_20150317_008897	Search NPC
ETC_20150317_008898	(null) NPC (1)
ETC_20150317_008899	Change Layer
ETC_20150317_008900	Layer Value
ETC_20150317_008901	Check current layer
ETC_20150317_008902	Lock Skill off
ETC_20150317_008903	Search
ETC_20150317_008904	Change Quest Progress
ETC_20150317_008905	Quest Recommended Level
ETC_20150317_008906	Quest Status
ETC_20150317_008907	Quest ClassName
ETC_20150317_008908	Base level up
ETC_20150317_008909	Target Level
ETC_20150317_008910	Go to test_zonemove.xml coordinates
ETC_20150317_008911	ClassName Xml
ETC_20150317_008912	Open All UI
ETC_20150317_008913	Press Enter to Close Dialog
ETC_20150317_008914	Check Main Session properties
ETC_20150317_008915	Property Name
ETC_20150317_008916	Check the properties of a particular session.
ETC_20150317_008917	Session Name
ETC_20150317_008918	Edit Main Session properties
ETC_20150317_008919	Modify Value
ETC_20150317_008920	Edit Properties of a particular session
ETC_20150317_008921	Distance between the coordinates
ETC_20150317_008922	Propagation direction between the coordinates
ETC_20150317_008923	Remove Group Buff
ETC_20150317_008924	Show FPS
ETC_20150317_008925	PvP Mode
ETC_20150317_008926	Delete inventory items
ETC_20150317_008927	Field Events
ETC_20150317_008928	Event Type
ETC_20150317_008929	Start Field Events
ETC_20150317_008930	Reset Field Event conditions
ETC_20150317_008931	Skill Point Up
ETC_20150317_008932	Learn Skills
ETC_20150317_008933	Reset Raid Party time
ETC_20150317_008934	Remove monsters
ETC_20150317_008935	Toggle NPC Hide
ETC_20150317_008936	NPC Function Name
ETC_20150317_008937	Test Quest Tracking
ETC_20150317_008938	Quest
ETC_20150317_008939	Go to NPC Quest Track
ETC_20150317_008940	Reset the smart gen previous place
ETC_20150317_008941	Smart Gen Test
ETC_20150317_008942	ZoneClassName
ETC_20150317_008943	SmartGen Infinite Creation in current place
ETC_20150317_008944	Test Effects
ETC_20150317_008945	Effect Name
ETC_20150317_008946	Stat Initialization
ETC_20150317_008947	Test Party Track (forced)
ETC_20150317_008948	Change PC Quest Progress
ETC_20150317_008949	Search Quest
ETC_20150317_008950	Grass
ETC_20150317_008951	Soil
ETC_20150317_008952	Gravel
ETC_20150317_008953	Sand
ETC_20150317_008954	Iron
ETC_20150317_008955	Ice
ETC_20150317_008956	Lava
ETC_20150317_008957	Poison Pot
ETC_20150317_008958	Resistance
ETC_20150317_008959	Threat
ETC_20150317_008960	Critical Rate
ETC_20150317_008961	Movement Speed
ETC_20150317_008962	Range
ETC_20150317_008963	Critical Attack
ETC_20150317_008964	Critical Defense
ETC_20150317_008965	HP Regeneration
ETC_20150317_008966	SP Regeneration
ETC_20150317_008967	Max HP
ETC_20150317_008968	Max SP
ETC_20150317_008969	Description
ETC_20150317_008970	Skill type
ETC_20150317_008971	For skill type
ETC_20150317_008972	Offensive Skill
ETC_20150317_008973	{#00ff06}Recovery
ETC_20150317_008974	{#000cff}Defense
ETC_20150317_008975	{#Fcff00}Collection
ETC_20150317_008976	{#Fcff00}Buff
ETC_20150317_008977	For buff
ETC_20150317_008978	{#050505}Skill of giving harmful effects
ETC_20150317_008979	{#050505}Skill of giving good buffs
ETC_20150317_008980	Range [Value]
ETC_20150317_008981	Output of Min ~ Max Range
ETC_20150317_008982	Output of Max Range
ETC_20150317_008983	{#050505}Attack {#050505}
ETC_20150317_008984	{#050505}Recovery Rate{#050505}
ETC_20150317_008985	{#050505}Defense {#050505}
ETC_20150317_008986	{#050505}Increase Attack {#050505}
ETC_20150317_008987	Range
ETC_20150317_008988	Range [Value]
ETC_20150317_008989	Splash Output
ETC_20150317_008990	Self
ETC_20150317_008991	Front
ETC_20150317_008992	Radius
ETC_20150317_008993	Apply
ETC_20150317_008994	within m
ETC_20150317_008995	, add target [Arg] player
ETC_20150317_008996	Dash Attack to Forward
ETC_20150317_008997	Width[arg3]m x front[Value]m[arg5]
ETC_20150317_008998	My Radius
ETC_20150317_008999	All Objects
ETC_20150317_009000	[Arg] Player
ETC_20150317_009001	Apply Objects
ETC_20150317_009002	Apply [Value]
ETC_20150317_009003	Output of apply objects
ETC_20150317_009004	All Objects
ETC_20150317_009005	{#050505}Self
ETC_20150317_009006	{#050505}Enemies
ETC_20150317_009007	{#050505}Friendly Forces
ETC_20150317_009008	{#050505}Neutral Forces
ETC_20150317_009009	Cooldown
ETC_20150317_009010	Cooldown: [Value]
ETC_20150317_009011	HP Consumption
ETC_20150317_009012	HP Consumption: [Value]
ETC_20150317_009013	SP Consumption: [Value]
ETC_20150317_009014	Special Effects
ETC_20150317_009015	Special Effects: [Value]
ETC_20150317_009016	Target to Friendly Forces
ETC_20150317_009017	Mark of Friendly Forces Probability
ETC_20150317_009018	[arg1]%% as probability
ETC_20150317_009019	Target Enemies
ETC_20150317_009020	Special Effect 2
ETC_20150317_009021	[Value1] during seconds [Value2] [Value3]
ETC_20150317_009022	Application Time
ETC_20150317_009023	{#050505} yourself
ETC_20150317_009024	{#050505} For enemies
ETC_20150317_009025	Applying Buff
ETC_20150317_009026	Buff Tooltip
ETC_20150317_009027	{#ff3300}Attack
ETC_20150317_009028	Range: [Value]
ETC_20150317_009029	Range: [Value]
ETC_20150317_009030	[arg2] [arg3] within m, [arg5]
ETC_20150317_009031	Width [arg3] mx front [Value] m, [arg5]
ETC_20150317_009032	Attack: [Value]
ETC_20150317_009033	Special Effects: [Value2] chance for [Value3] [Value5]
ETC_20150317_009034	Buff
ETC_20150317_009035	Debuff
ETC_20150317_009036	sec.
ETC_20150317_009037	{#0006ff} to me
ETC_20150317_009038	{#ff3300} to enemies
ETC_20150317_009039	Self Effects
ETC_20150317_009040	Special Effects: [Value2] [Value3]
ETC_20150317_009041	Type of items
ETC_20150317_009042	Type: [Value]
ETC_20150317_009043	Wear parts
ETC_20150317_009044	Wear parts: [Value]
ETC_20150317_009045	Back
ETC_20150317_009046	Mask
ETC_20150317_009047	Armor parts 1
ETC_20150317_009048	Armor parts 2
ETC_20150317_009049	Armor parts 3
ETC_20150317_009050	Armor parts 4
ETC_20150317_009051	Earring
ETC_20150317_009052	Brief description
ETC_20150317_009053	Model set
ETC_20150317_009054	Size
ETC_20150317_009055	Equipment Merchant
ETC_20150317_009056	Accessory Merchant
ETC_20150317_009057	Announcement (Great Cathedral ad)
ETC_20150317_009058	Ladies excited
ETC_20150317_009059	Manage the hide and seek
ETC_20150317_009060	Highlander Master Room
ETC_20150317_009061	Pyromancer Master Room
ETC_20150317_009062	Advancement Quest Trigger of Cryomancer
ETC_20150317_009063	Holiday Guide
ETC_20150317_009064	Mercenary Post Manager Rota
ETC_20150317_009065	Hoplite 4th Advancement
ETC_20150317_009066	Small Cathedral Ground First Floor
ETC_20150317_009067	Paladin Master Follower (A)
ETC_20150317_009068	Paladin Master Follower (B)
ETC_20150317_009069	Paladin Master Follower (D)
ETC_20150317_009070	Basement Temple Central Barrier
ETC_20150317_009071	Lv2 Treasure Chest
ETC_20150317_009072	Small Cathedral Underground Second Floor
ETC_20150317_009073	Small Cathedral Ground Second Floor
ETC_20150317_009074	Central Barrier
ETC_20150317_009075	Paladin Master Follower (F)
ETC_20150317_009076	Reading Desk illegible
ETC_20150317_009077	Reading Desk
ETC_20150317_009078	Dragon Ascent
ETC_20150317_009079	Strange Paper
ETC_20150317_009080	Invisible Trigger
ETC_20150317_009081	Suspicious Wheels
ETC_20150317_009082	Lv3 Treasure Chest
ETC_20150317_009083	Hauberk
ETC_20150317_009084	1st Spell Power Suppressor
ETC_20150317_009085	2nd Spell Power Suppressor
ETC_20150317_009086	3rd Spell Power Suppressor
ETC_20150317_009087	4th Spell Power Suppressor
ETC_20150317_009088	1 Follower
ETC_20150317_009089	Attract Place of Chafer
ETC_20150317_009090	Thorn Gate 1(no obb)
ETC_20150317_009091	Thorn Gate 2(no obb)
ETC_20150317_009092	Thorn Gate 3(no obb)
ETC_20150317_009093	Charging Spell Power
ETC_20150317_009094	No field creation
ETC_20150317_009095	1st Thorn Gate Pillar_1
ETC_20150317_009096	2st Thorn Gate Pillar_1
ETC_20150317_009097	3rd Thorn Gate Pillar
ETC_20150317_009098	1st Thorn Gate Pillar_2
ETC_20150317_009099	2st Thorn Gate Pillar_2
ETC_20150317_009100	Lv1 Treasure Chest
ETC_20150317_009101	Jibyu Griba
ETC_20150317_009102	Alan
ETC_20150317_009103	Wise
ETC_20150317_009104	The First Examiner Owl Statue
ETC_20150317_009105	The Second Examiner Owl Statue
ETC_20150317_009106	A Third Examiner Owl Statue
ETC_20150317_009107	Gaigalas Summoning Area
ETC_20150317_009108	Useless Report Trigger
ETC_20150317_009109	Blame Trigger of Commander
ETC_20150317_009110	Royal Guard 1
ETC_20150317_009111	NPC of Hidden Quest
ETC_20150317_009112	Ludas Mini Griba
ETC_20150317_009113	Magic Pot
ETC_20150317_009114	Philcass Raffly
ETC_20150317_009115	Jibyu Raffly
ETC_20150317_009116	Ludas Rafflesia
ETC_20150317_009117	Paladin Master's Follower
ETC_20150317_009118	Grass Dummy
ETC_20150317_009119	Peteurisi
ETC_20150317_009120	Trigger of Hidden Shop Creation
ETC_20150317_009121	Jibyu Ridimed
ETC_20150317_009122	invisible NPC
ETC_20150317_009123	Jibyu Zigri
ETC_20150317_009124	Ludas Puragi
ETC_20150317_009125	Jibyu Sakmoli
ETC_20150317_009126	Mutated Desmodus
ETC_20150317_009127	Ludas Fisherman
ETC_20150317_009128	Jibyu Bushipider
ETC_20150317_009129	Zalias Puragi
ETC_20150317_009130	Stones
ETC_20150317_009131	Dead of Bishop
ETC_20150317_009132	Melinas Puragi
ETC_20150317_009133	Ludas Meduza
ETC_20150317_009134	Secret Box
ETC_20150317_009135	Blank NPC
ETC_20150317_009136	Jonas
ETC_20150317_009137	Tontus Smart Gen ROKAS24_SQ_03
ETC_20150317_009138	Adventurer Varkis
ETC_20150317_009139	Adventurer's Bag
ETC_20150317_009140	Adventurer Varkis' Spirit
ETC_20150317_009141	Hogma Combat Boss Smart Gen
ETC_20150317_009142	Seven Valley 58_3
ETC_20150317_009143	Weaver(Smart Gen)
ETC_20150317_009144	Supplies Box
ETC_20150317_009145	Smart Gen_ Chupacabra
ETC_20150317_009146	Wild Kepa
ETC_20150317_009147	Melinas Jukopus
ETC_20150317_009148	Jukopus Smart Gen SOUT_Q_08
ETC_20150317_009149	Vubbe Thief Smart Gen SOUT_Q_10
ETC_20150317_009150	Work Rule
ETC_20150317_009151	Naglis
ETC_20150317_009152	Laimonas 1 Trigger
ETC_20150317_009153	Laimonas 2 Trigger
ETC_20150317_009154	Chase Trigger of Hanaming
ETC_20150317_009155	Unexpected Accident 1
ETC_20150317_009156	Golem track
ETC_20150317_009157	Large Kepa Trigger
ETC_20150317_009158	Wagon Manager
ETC_20150317_009159	Leaf Bugv2
ETC_20150317_009160	Candle Spiderv2
ETC_20150317_009161	Maggotv3
ETC_20150317_009162	Corpse Flowerv3
ETC_20150317_009163	Root molev3
ETC_20150317_009164	Kepa Hunter
ETC_20150317_009165	Haming Hunter
ETC_20150317_009166	Chinency Hunter
ETC_20150317_009167	Popolion Hunter
ETC_20150317_009168	Chupacabra Hunter
ETC_20150317_009169	Vubbe Hunter
ETC_20150317_009170	Mitris Eye Hunter
ETC_20150317_009171	Ghost Armor Hunter
ETC_20150317_009172	Specter Hunter
ETC_20150317_009173	Equipment Trade Point Shop
ETC_20150317_009174	Soul Peak_1_2
ETC_20150317_009175	[Rodelero Master]{nl} Kamiya
ETC_20150317_009176	[Squire Master]{nl} Justina Legwyn
ETC_20150317_009177	[Thaumaturge Master]{nl} Larisa
ETC_20150317_009178	[Elementalist Master]{nl} Wican Celestic
ETC_20150317_009179	[Scout Master]{nl} Recon Rimgaile
ETC_20150317_009180	[Sadhu Master]{nl} Agota Hanska
ETC_20150317_009181	[Wugushi Master]{nl} Wor Pat
ETC_20150317_009182	[Rogue Master]{nl}         Gema
ETC_20150317_009183	[Item Merchant]{nl}            Anna
ETC_20150317_009184	[Equipment Merchant]{nl}                   Yorgis
ETC_20150317_009185	[Hackapell Master]{nl} Flint Boulder
ETC_20150317_009186	[Druid Master]{nl}   Gina Greene
ETC_20150317_009187	[Officer]{nl} Dalrine
ETC_20150317_009188	[Pyromancer Master]{nl} Abreh Melinn
ETC_20150317_009189	[Highlander Master]{nl}       Douglas Black
ETC_20150317_009190	Highlander Hidden Quest
ETC_20150317_009191	Practice Post (Fire)
ETC_20150317_009192	Practice Post (Poison)
ETC_20150317_009193	Practice Post (Lightning)
ETC_20150317_009194	Practice Post (Earth)
ETC_20150317_009195	[Item Merchant]{nl}         Mirina
ETC_20150317_009196	[Equipment Merchant]{nl}                 Dunkel
ETC_20150317_009197	[Accessory Merchant]{nl}                Ronesa
ETC_20150317_009198	Klaipeda Goddess Statue
ETC_20150317_009199	[Blacksmith]{nl}       Zaras
ETC_20150317_009200	[Peltasta Master]{nl}     Maria Leed
ETC_20150317_009201	[Cryomancer Master]{nl}    Aleister Crowley
ETC_20150317_009202	[Quarrel Shooter Master]{nl}              Ream Toiler
ETC_20150317_009203	[Ranger Master]{nl}       Nemoken
ETC_20150317_009204	[Swordsman Master]{nl}              Rashua
ETC_20150317_009205	[Wizard Master]{nl}        Lucia
ETC_20150317_009206	[Archer Master]{nl} Edmundas Tiller
ETC_20150317_009207	[Cleric Master]{nl}       Rozalija
ETC_20150317_009208	[Priest Master]{nl}       Boruble
ETC_20150317_009209	[Krivis Master]{nl}       Herkus
ETC_20150317_009210	[Auctioneer]{nl} Demares
ETC_20150317_009211	[Market Manager]{nl}             Logi
ETC_20150317_009212	[Companion Trader]{nl}            Christina
ETC_20150317_009213	[Officer]{nl} Dortina
ETC_20150317_009214	[Wings of Vibora]{nl}            Lena
ETC_20150317_009215	[Klaipeda's Magic Association]{nl}                              Henrika
ETC_20150317_009216	[Bokor Master]{nl}Mama Marie Lavoie
ETC_20150317_009217	Scripture of Prediction
ETC_20150317_009218	Scripture of Earth
ETC_20150317_009219	Scripture of Rest
ETC_20150317_009220	Scripture of Eternity
ETC_20150317_009221	Scripture of Purification
ETC_20150317_009222	Scripture of Praise
ETC_20150317_009223	Meile Oratorium Platform
ETC_20150317_009224	Priest Benedict
ETC_20150317_009225	Priest Aden
ETC_20150317_009226	Old Altar
ETC_20150317_009227	Priest4
ETC_20150317_009228	Priest4after
ETC_20150317_009229	Foothold
ETC_20150317_009230	Books dropped on the floor
ETC_20150317_009231	Underground Central Altar
ETC_20150317_009232	Demon Army Barrier
ETC_20150317_009233	Field Gen x
ETC_20150317_009234	Destroyed Altar Fragment
ETC_20150317_009235	Wording written on the altar
ETC_20150317_009236	Destroyed Middle Barrier
ETC_20150317_009237	Central Pillar 1
ETC_20150317_009238	Central Pillar 2
ETC_20150317_009239	Central Pillar 3
ETC_20150317_009240	Central Pillar 4
ETC_20150317_009241	Central Pillar 5
ETC_20150317_009242	Central Pillar 6
ETC_20150317_009243	Central Pillar 7
ETC_20150317_009244	Central Pillar 8
ETC_20150317_009245	2F
ETC_20150317_009246	[Alchemist Master]{nl}            Vaidotas
ETC_20150317_009247	Entrance Purifier
ETC_20150317_009248	Central Purifier
ETC_20150317_009249	Passage Purifier
ETC_20150317_009250	Trap Case
ETC_20150317_009251	JOB_HIGHLANDER4_3_Transferred Quest
ETC_20150317_009252	Entrance Purifier Parts
ETC_20150317_009253	Spare Purifier
ETC_20150317_009254	1F
ETC_20150317_009255	3F
ETC_20150317_009256	Circulation Purifier
ETC_20150317_009257	Auxiliary Purifier
ETC_20150317_009258	Main Purifier
ETC_20150317_009259	Foods left
ETC_20150317_009260	Wine Cask 
ETC_20150317_009261	District 3 Purifier Pipe
ETC_20150317_009262	District 2 Purifier Pipe
ETC_20150317_009263	Magic Supply Device
ETC_20150317_009264	Closed Area
ETC_20150317_009265	Outside the Closed Area
ETC_20150317_009266	(Temporary)Crystal Mine 3rd Defense
ETC_20150317_009267	Presences of Mystery
ETC_20150317_009268	2nd Transport Magic Circle
ETC_20150317_009269	Closure Devices of Top of Wizard
ETC_20150317_009270	1st Transport Magic Circle
ETC_20150317_009271	No Field Gen
ETC_20150317_009272	Suspicious Book
ETC_20150317_009273	Suspicious Woods
ETC_20150317_009274	Flame Safe Magic Circle
ETC_20150317_009275	Altar of Harmony
ETC_20150317_009276	The Second Gateway (1) Trigger
ETC_20150317_009277	Beholder Track
ETC_20150317_009278	Believer Donata
ETC_20150317_009279	Advancement Quest Trigger
ETC_20150317_009280	The equipment of the soldier
ETC_20150317_009281	Broken Demon Summon Field
ETC_20150317_009282	Sunset Flag Forest
ETC_20150317_009283	Pile of Branches
ETC_20150317_009284	Camping Place
ETC_20150317_009285	THORN22_Q_14 trigger
ETC_20150317_009286	THORN22_Q_16 trigger
ETC_20150317_009287	THORN22_Q_18 trigger
ETC_20150317_009288	Location to set the firewood
ETC_20150317_009289	THORN_23_HQ01 Soldiers Trigger
ETC_20150317_009290	Kupole Audra
ETC_20150317_009291	Kupole Zydrone
ETC_20150317_009292	Kupole Norgaile
ETC_20150317_009293	Kupole Aldona
ETC_20150317_009294	Kupole Daiva
ETC_20150317_009295	Kupole Sigita
ETC_20150317_009296	Goddess Vakarine
ETC_20150317_009297	Sleeping Boowok
ETC_20150317_009298	Power Source Consecration Container
ETC_20150317_009299	Instructions to use the defensive box
ETC_20150317_009300	Gate Guardian's Role
ETC_20150317_009301	Royal Mausoleum Guard Cube
ETC_20150317_009302	Hidden Chest
ETC_20150317_009303	Hidden Sanctum Seal
ETC_20150317_009304	Royal Mausoleum Magic Regulator
ETC_20150317_009305	Royal Mausoleum 3F
ETC_20150317_009306	Guardian's Energy
ETC_20150317_009307	Byway
ETC_20150317_009308	Magic Vessel
ETC_20150317_009309	Royal Secret Document
ETC_20150317_009310	Pot with Magic Source
ETC_20150317_009311	Corrupted Core
ETC_20150317_009312	Hidden Quest NPC Summon
ETC_20150317_009313	Charged Royal Mausoleum Cube
ETC_20150317_009314	Installation Site of Completed Magic Jar
ETC_20150317_009315	Petrified Stolen Goods
ETC_20150317_009316	Faint Petrifying Frost
ETC_20150317_009317	Rambear(Quest)
ETC_20150317_009318	Wild Flower
ETC_20150317_009319	Rebel Army Records
ETC_20150317_009320	Petrified Guard
ETC_20150317_009321	Fortress of the Land Warp Portal
ETC_20150317_009322	Dico Tomb Thieves
ETC_20150317_009323	Box for Trap
ETC_20150317_009324	Victim of the Petrifying Frost
ETC_20150317_009325	Petrified Books
ETC_20150317_009326	Elevator Manager
ETC_20150317_009327	Floating Petrified Records
ETC_20150317_009328	Damaged Propaganda
ETC_20150317_009329	Lemur (Quest)
ETC_20150317_009330	Knight of Kaliss Member
ETC_20150317_009331	Dead Guard
ETC_20150317_009332	Petrified Grave Robber
ETC_20150317_009333	Brazier
ETC_20150317_009334	Petrifying Monster
ETC_20150317_009335	Mission of Paladin Master Q
ETC_20150317_009336	Tree Guard Post Barrier
ETC_20150317_009337	Pumpura Hill Barrier
ETC_20150317_009338	[Paladin Master] {nl} Valentinas Naimon
ETC_20150317_009339	Tenet Church First Floor
ETC_20150317_009340	Romuva Altar
ETC_20150317_009341	Romuva Altar Place
ETC_20150317_009342	Summoning Magic Circle
ETC_20150317_009343	Small Hive
ETC_20150317_009344	Source of Corruption
ETC_20150317_009345	HUEVILLAGE_58_3_MQ04_Trigger for return
ETC_20150317_009346	[Dievdirbys Master]{nl}      Sculptor Tesla
ETC_20150317_009347	Wood Sap Container
ETC_20150317_009348	Sleeping Upent
ETC_20150317_009349	Barrel of Explosives
ETC_20150317_009350	Suspicious Greenery
ETC_20150317_009351	Old Well
ETC_20150317_009352	Old Tent
ETC_20150317_009353	Master Altar Barrier
ETC_20150317_009354	Demon Barrier
ETC_20150317_009355	For effects of Circle Arrested
ETC_20150317_009356	Owl Track
ETC_20150317_009357	District 4 owl 01_HID
ETC_20150317_009358	Blue Soul Stones
ETC_20150317_009359	Many Foolish Guard Soul
ETC_20150317_009360	Scholar Soul with much regret
ETC_20150317_009361	Pilgrim Memorial Stone
ETC_20150317_009362	Square Boss Track
ETC_20150317_009363	The Specter of Cartin Forest
ETC_20150317_009364	Trigger Defeat Phantom Quest
ETC_20150317_009365	Captain Owl's Favor
ETC_20150317_009366	ThaumaturgeElementalist5thAdvancementTrigger
ETC_20150317_009367	npc_paladin_follower3_2/Wandering Merchant/HIDDENSHOP_KATYN13/2130/238/-613/315
ETC_20150317_009368	Caved Area
ETC_20150317_009369	The quest for the hidden trigger(for skill checks)
ETC_20150317_009370	Sword Master
ETC_20150317_009371	Dead Corpsman
ETC_20150317_009372	Scattered Supplies
ETC_20150317_009373	For summon an owl
ETC_20150317_009374	Starving Demons' Road
ETC_20150317_009375	Abandoned Urn Boxes
ETC_20150317_009376	Use the fragment of statue
ETC_20150317_009377	Soul Trap
ETC_20150317_009378	The key of the Goddess Shape
ETC_20150317_009379	Faint Grave
ETC_20150317_009380	Middle Boss Trigger
ETC_20150317_009381	Position Trigger of Commander Vacenin
ETC_20150317_009382	Bait Install Place
ETC_20150317_009383	Wide leaves' bushes
ETC_20150317_009384	Place to set the baits
ETC_20150317_009385	4th_ClericAdvancementQuest
ETC_20150317_009386	In order of Age of Nicotia
ETC_20150317_009387	Trigger 4th Advancement of Pardoner
ETC_20150317_009388	For the 4th Necromancer Advancement
ETC_20150317_009389	Evil Aura
ETC_20150317_009390	Pilgrim Julius turned into a Drapeliun!
ETC_20150317_009391	Making a grave for Liliya
ETC_20150317_009392	Grave of Pilgrim Mathas*
ETC_20150317_009393	You are slowed by a lazy aura emanating from a Tree Root Crystal!{nl}Remove the Tree Root Crystal at Nederlingas Highway to remove this curse!
ETC_20150317_009394	Variant Laziness Tree Root Crystal*
ETC_20150317_009395	Traces of Pollution
ETC_20150317_009396	Scattered Tree Root Crystal Core
ETC_20150317_009397	Summoned transformed Tree Root Crystals*
ETC_20150317_009398	Purple Tree Fault Forest
ETC_20150317_009399	Pilgrim's Way Gate
ETC_20150317_009400	Pilgrim Grachius
ETC_20150317_009401	Soul restrained to the altar
ETC_20150317_009402	The soul of the pilgrim that was bonded to the altar*
ETC_20150317_009403	Sign of Scripture with blood small
ETC_20150317_009404	The soul of the pilgrim that was bonded to the altar*
ETC_20150317_009405	Merge-bound Soul*
ETC_20150317_009406	Decoy Altar
ETC_20150317_009407	Milky Dust Stack
ETC_20150317_009408	Stepping Stone
ETC_20150317_009409	Tree Root Crystal
ETC_20150317_009410	Purple Tree Forest Reeds
ETC_20150317_009411	Flower
ETC_20150317_009412	The container for the map
ETC_20150317_009413	Pilgrim Theophilus
ETC_20150317_009414	Pilgrim Witas
ETC_20150317_009415	Tree of Truth
ETC_20150317_009416	Pot Settling Area
ETC_20150317_009417	Witas' Grave
ETC_20150317_009418	Disciple's Grave
ETC_20150317_009419	Disciple's Corpse
ETC_20150317_009420	Pilgrim's Way Grass
ETC_20150317_009421	Dead Disciple
ETC_20150317_009422	Ruklys Memorial Stone
ETC_20150317_009423	[Cataphract Master]{nl}    Memet Culag
ETC_20150317_009424	Pile of Firewood
ETC_20150317_009425	Unique Lithograph
ETC_20150317_009426	Buried Remains
ETC_20150317_009427	Sorcerer, Chronomancer 5th Advancement trigger
ETC_20150317_009428	Jar of Sacrifice
ETC_20150317_009429	Destroyed inscription wreckage
ETC_20150317_009430	Military Backpack
ETC_20150317_009431	[Fletcher Master]{nl}Visvaldas Black
ETC_20150317_009432	Abandoned Luggage
ETC_20150317_009433	Abandoned Bag
ETC_20150317_009434	Old Chest
ETC_20150317_009435	[Pardoner Master]{nl}Mistes Goldmund
ETC_20150317_009436	[Sorcerer Master]{nl}Dame Circe
ETC_20150317_009437	For the 4th Pardoner Advancement
ETC_20150317_009438	For the 4th Sorcerer Advancement
ETC_20150317_009439	Eyes of the Great King
ETC_20150317_009440	Gorge Area Device
ETC_20150317_009441	Historian Gorath
ETC_20150317_009442	Historian Badat
ETC_20150317_009443	Tree Sap Pot
ETC_20150317_009444	Canyon Amalas
ETC_20150317_009445	1st Disciple of Gustas
ETC_20150317_009446	2nd Disciple of Gustas
ETC_20150317_009447	Device
ETC_20150317_009448	Abandoned Graverobbing Equipment
ETC_20150317_009449	Place to install the stone
ETC_20150317_009450	Suspicious Chasm
ETC_20150317_009451	Canyon Barrier Device
ETC_20150317_009452	Western Barrier
ETC_20150317_009453	Eastern Barrier
ETC_20150317_009454	Northern Barrier
ETC_20150317_009455	Field Regen not possible
ETC_20150317_009456	Broken device
ETC_20150317_009457	Trap-setting Area
ETC_20150317_009458	Mural
ETC_20150317_009459	Runaway Adelaide (1)
ETC_20150317_009460	Seal Device
ETC_20150317_009461	Adventurer's Bag
ETC_20150317_009462	Adventurer Varkis' Spirit
