SKILL_20150317_000001	Attack
SKILL_20150406_003575	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Meledakkan lingkarang sihir dan instalasi untuk damage musuh.
SKILL_20150406_003576	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Api yang berasap dan memberikan damage.
SKILL_20150406_003577	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Memasang bomb disekitar target. Bomb meledak ketika menyentuh musuh.
SKILL_20150406_003578	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menembakkan flash arrows pada tanah. Cahaya terbentuk dan menembak percikan pada musuh disekitar.
SKILL_20150406_003579	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menggunakan serangan ini untuk meledakkan musuh ketika terbunuh. Strength dari anggota party sementara akan meningkat.
SKILL_20150406_003580	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Melempar gas air mata. Target akan terkena efek Blind.
SKILL_20150406_003581	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Lingkara Zombie disekitar pada area tertentu. Musuh yang menyentuh zombie akan terdorong dan menerima damage.
SKILL_20150406_003582	{#993399}{ol}[Magic]{/}{/}{nl}Meledakkan Zombie pada Area tertentu dan damage pada musuh.
SKILL_20150406_003583	Attack Power #{SkillAtkAdd}#{nl}Dubutuhkan Summone zombie{nl}Max. ledakan #{SkillSR}#
SKILL_20150406_003584	Statue of Goddess Ausrine
SKILL_20150406_003585	Ausrine
SKILL_20150406_003586	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Memukul kebawah secara kuat.
SKILL_20150406_003587	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Mengulirkan musuh untuk menyerang musuh disekitar dan menyebabkan damage.
SKILL_20150406_003588	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Punce target dua kali.
SKILL_20150406_003589	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menggunakan pukulan untuk mendorong musuh.
SKILL_20150406_003590	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Memukul musuh dengan pisau tangan.
SKILL_20150406_003591	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Membuat peregangan singkat untuk mendorong musuh dan memakan SP nya. Target akan terkena damage secara berulang.
SKILL_20150406_003592	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Mengumpulkan tenaga dan memukul kedepan. Targets akan terdorong dan menerima damage..
SKILL_20150406_003593	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Melempar coin pada target. Max. SP dari target yang terkena serangan sementara akan berkurang.
SKILL_20150406_003594	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}menyembuhkan target dan anggota party ketika menyerang musuh.
SKILL_20150406_003595	Attack Power #{SkillAtkAdd}#{nl}Attack #{CaptionRatio}# musuh{nl}menyembuhkan semua anggota party{nl}Heal #{CaptionRatio}# allies{nl}
SKILL_20150406_003596	Membalikkan serangan jarak dekat.
SKILL_20150406_003597	Secara bertahap menurun maksimum HP.
SKILL_20150406_003598	Membatalkan semua serangan
SKILL_20150406_003599	Menggunakan Pedang ketika bergerak kedepan
SKILL_20150406_003600	[Pardoner] Membuat despeller
SKILL_20150406_003601	Craft Anti-Magic
SKILL_20150406_003602	[Pardoner] Membuat anti sihir
SKILL_20150414_003603	Shovelling
SKILL_20150414_003604	Detect metal
SKILL_20150414_003605	Water spray
SKILL_20150414_003606	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Mendorong titik kekuatan senjatamu kearah musuh, menciptakan serangan piercing yang kuat
SKILL_20150414_003607	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Memberikan damage ke musuh dengan kekuatan penuh.
SKILL_20150414_003608	Memutuskan untuk meningkatkan seranganmu sementara waktu, sementara mengurangi pertahananmu.
SKILL_20150414_003609	Meningkatkan damage seranganmu.
SKILL_20150414_003610	Mengurangi jumlah max HP, tetapi seranganmu memiliki kemungkinan yang tinggi untuk memberikan Stun pada musuh.
SKILL_20150414_003611	Chance Stun Enemy: #{CaptionRatio}#%{nl}Maximum HP: -#{CaptionRatio2}# {nl}Durasi: #{CaptionTime}# detik
SKILL_20150414_003612	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menyerang musuh dengan bagian gagang pedang.{nl}Memberikan tambahan damage pada monster yang terkena stun, dan mengabaikan defense dari musuh berukuran kecil dan medium.
SKILL_20150414_003613	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menggunakan benturan dari shield untuk menyerang musuh. Block memberikan damage tambahan pada musuh yang terkena stagger.
SKILL_20150414_003614	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menggunakan ujung shield untuk menyerang musuh. Memberikan damage tambahan pada musuh yang terkena petrified dan frozen.
SKILL_20150414_003615	Memukul shield kamu untuk menarik perhatian musuh disekitar agar mengejarmu.
SKILL_20150414_003616	Meningkatkan pertahananmu sekaligus mengurangi attack kamu. Tidak dapat digunakan bersamaan dengan Gung Ho.
SKILL_20150414_003617	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Melempar tameng untuk memukul. Tameng yang terjatuh ke tanah akan menghilang apabila tidak diambil pada waktu tertentu.
SKILL_20150414_003618	Mengubah postur aktif dengan memposisikan shield di depan. Block meningkat sementara attack dan critical menurun.
SKILL_20150414_003619	Block: +#{CaptionRatio}# {nl}Attack: -#{CaptionTime}#% {nl}Kemungkinan kritikal: -#{CaptionRatio2}#
SKILL_20150414_003620	{#DD5500}{ol}[Physical] - [Strike] - [Slash]{/}{/}{nl}Menggunakan perisai dan pedang untuk menyerang musuh dengan serangan beruntun.
SKILL_20150414_003621	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Mengayunkan senjatamu keatas dan melemparkan musuh.
SKILL_20150414_003622	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Memukulkan senjatamu ke kepala target. Mengurangi INT dan SPR target sementara waktu.
SKILL_20150414_003623	Mengambil posisi bertahan dengan menggunakan senjatamu untuk memblok. Musuh yang berhasil di blok akan menjadi rentan terkena serangan Pierce
SKILL_20150414_003624	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Mengayunkan pedang kesekitar dan memberikan damage berturut-turut.
SKILL_20150414_003625	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Memukul dan mendorong musuh kesamping menggunakan sisi pedangmu. Musuh akan terkena [Armor Break].
SKILL_20150414_003626	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Secara berulang menancap musuh dengan tombakmu.
SKILL_20150414_003627	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Serangan menusuk musuh menggunakan tombak. Semakin besar musuh jumlah hit bertambah.
SKILL_20150414_003628	Mengubah formasi jendela pada serangan aktif. Kemungkinan kritikal meningkat tapi evasion berkurang.
SKILL_20150414_003629	{#DD5500}{ol}[Physical] - [Pierce] - [Strike]{/}{/}{nl}Menggunakan tombak dan tameng untuk menyerang musuh. Memberikan  damage tambahan ketika serangan di counter.
SKILL_20150414_003630	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Melempar tombak pada musuh. Tombak yang jatuh pada tanah akan menghilang jika tidak diambil pada waktu tertentu.
SKILL_20150414_003631	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menggunakan tameng dan mendorong musuh. Musuh akan jatuh ketika diserang.
SKILL_20150414_003632	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Secara kuat menyerang bagian bawah musuh dan memberikan kemungkinan paralyze
SKILL_20150414_003633	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menggunakan perisaimu untuk memberikan damage kepada musuh dengan cara membenturkannya. Memberikan kemungkinan [Blind] kepada musuh.
SKILL_20150414_003634	Attack Power #{SkillAtkAdd}#{nl}Defense -#{CaptionRatio}# {nl}{#339999}{ol}[Unbalance]{/}{/} Durasi 5 detik
SKILL_20150414_003635	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Menahan key untuk membungkuk dan maju kedepan. Evasion meningkat terhadap serangan musuh dan menyerang musuh setelah berhenti bergerak.
SKILL_20150414_003636	{#DD5500}{ol}[Physical] - [Pierce] - [Strike]{/}{/}{nl}Menggunakan pedang dan tameng untuk menyerang musuh berulang.
SKILL_20150414_003637	{#DD5500}{ol}[Pierce]{/}{/}{nl}Menusuk monster tipe small atau medium dengan tombak. Hal ini dimungkinkan untuk menyerang musuh lainnya dengan musuh ditusuk
SKILL_20150414_003638	Meningkatkan Movement Speed saat mengendarai companion.
SKILL_20150414_003639	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menimbulkan kerusakan hebat dengan bergerak maju ke depan musuhmu.
SKILL_20150414_003640	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Mengumpulkan kekuatan dan menusuk musuh dengan ujung tombak yang sangat kuat.
SKILL_20150414_003641	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Memutar tombak diatas kepala untuk menyerang musuh.
SKILL_20150414_003642	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}menarik sekitar dan memukul musuh.
SKILL_20150414_003643	Meningkatkan seranganmu ketika menahan serangan berulang dari target musuh.
SKILL_20150414_003644	Serangan target memiliki kemungkinan kritikan dan evasion kritikal berkurang?
SKILL_20150414_003645	Sementara membuat Pierce Attack yang memberikan serangan berulang.
SKILL_20150414_003646	Sementara mengurangi Defense musuh dan menambah sama dengan jumlah attack.
SKILL_20150414_003647	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Melangkah di atas musuh sementara di udara atau melompat.
SKILL_20150414_003648	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Charge kedepan saat menebas, menyerang musuh apapun yang menghalangi jalanmu.
SKILL_20150414_003649	Giant Swing
SKILL_20150414_003650	Gunakan gaya sentrifugal untuk melempar musuh.
SKILL_20150414_003651	Membuka toko untuk memperbaiki senjata dan sementara meningkatkan performa.
SKILL_20150414_003652	Membuka toko untuk memperbaiki senjata dan sementara meningkatkan performa. Defensi fisik ditambahkan. Perbaikan hanya dapat dilakukan untuk Top, Pants dan Tameng.
SKILL_20150414_003653	Membuka toko untuk memperbaiki item. Item yang diperbaiki memiliki tingkat durability lebih tinggi dari Max. durability.
SKILL_20150414_003654	Mengikat semua musuh, termasuk monster bos, untuk mencegah mereka dari bergerak.
SKILL_20150414_003655	Memasang Basecamp dari anggota party. Anggota party dapat menggunakan basecamp dapat menggunakan storage atau teleport.
SKILL_20150414_003656	Durasi: #{CaptionRatio}# Jam{nl}Durasi dari food effect minimal 30 menit
SKILL_20150414_003657	Memasang Meja Refreshment untuk mempersiapkan makanan yang secara sementara meningkatkan kekuatan untuk anggota party. Meja Refreshment hanya dapat dibuat mendekati basecamp, dan jika camp dihancurkan maka meja refreshment akan dihilangkan juga.
SKILL_20150414_003658	Ping a flag that boosts pirates' abilities. Kill enemies repeatedly near the flag for combo attack.
SKILL_20150414_003659	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Menarik dan menyeret musuh yang tertangkap menggunakan iron hook. Musuh menerima damage setiap ditarik.
SKILL_20150414_003660	Bisa menggunakan dagger{nl}Tanpa delay setelah serangan normal{nl}Durasi: #{CaptionTime}# detik
SKILL_20150414_003661	Serangan memiliki kemungkinan mencuri item musuh.
SKILL_20150414_003662	Membuat formasi untuk memanggil pasukan.
SKILL_20150414_003663	Berubah menjadi Formasi Phalanx. Konsentrasi untuk menahan skill dari semua pasukan di depan barisan.
SKILL_20150414_003664	Berubah menjadi Formasi Tersio. Defense baris terdepan meningkat dan memancing musuh.
SKILL_20150414_003665	Formasi Winged
SKILL_20150414_003666	Berubah menjadi Formasi Crane Wing. Berlari kedepan target dan defense musuh menjadi berkurang.
SKILL_20150414_003667	Berubah menjadi Wedge formation.
SKILL_20150414_003668	Berubah menjadi formasi Schiltron. Semua Pasukan berhenti dan mengangkat senjata untuk menahan musuh.
SKILL_20150414_003669	Berubah menjadi Formasi Testudo. Meningkatkan Defense dan Block dari semua pasukan dan bergerak lambat.
SKILL_20150414_003670	Meluruskan kembali arah dari pandangan pemimpin.
SKILL_20150414_003671	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Memegang pedang mundur dan menggunakan pegangan untuk memukul jatuh musuh.
SKILL_20150414_003672	Double Exp kamu dan hadiah ketika kamu mengalahkan musuh dengan sejumlah attack. Kamu menerima 3x damage ketika efek aktif dan mengurangi banyak durability ketika kamu tidak mampu bertempur.
SKILL_20150414_003673	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Menggunakan gaya sentrifugal dan terus menerus menyerang musuh.
SKILL_20150414_003674	{#993399}{ol}[Magic]{/}{/}{nl}Mengumpulkan energi magic yang kuat untuk dilepaskan kepada musuh. Meningkatkan damage yang diciptakan tergantung dari jumlah energi yang terkumpul.
SKILL_20150414_003675	Membuat musuh lemah.
SKILL_20150414_003676	Membuat musuh jatuh tertidur. Musuh akan terbangun ketika kamu mencapai batas serangan.
SKILL_20150414_003677	Menciptakan perisai pelindung yang dapat membalikkan dan melipatgandakan damage kepada musuh.
SKILL_20150414_003678	{#993399}{ol}[Magic]{/}{/}{nl}Serangan berulang pada musuh dengan magic bullet.
SKILL_20150414_003679	Mengurangi waktu casting skill 
SKILL_20150414_003680	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Memanggil Bola Api. Musuh yang tersentuh bola api akan menerima damage api secara berulang.
SKILL_20150414_003681	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Menciptakan tembok api yang dapat memberikan damage berulang mendekati musuh.
SKILL_20150414_003682	Maningkatkan Fire property untuk mu dan anggota party sementara.
SKILL_20150414_003683	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Memberikan damage dengan kemungkinan meledak yang membakar musuh.
SKILL_20150414_003684	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Memanggil Pillar api untuk memberikan damage ke musuh.
SKILL_20150414_003685	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Serangan api yang menyembur secara terus menerus. Memberikan damage api ke musuh.
SKILL_20150414_003686	{#993399}{ol}[Magic] - [Ice] - [Pierce]{/}{/}{nl}Meluncurkan Ice Bolt kemusuh untuk menciptakan damage dan memiliki kemungkinan membekukan musuh.
SKILL_20150414_003687	{#993399}{ol}[Magic] - [Ice] - [Pierce]{/}{/}}{nl}Es Duri dan attack musuh di depan dengan kemungkinan membekukan.
SKILL_20150414_003688	Menciptakan tembok es untuk menjebak musuh dengan kemungkinan membekukan musuh disekitar.
SKILL_20150414_003689	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Memukul musuh yang membeku di depan. Dapat membekukan satu musuh lagi disekitar.
SKILL_20150414_003690	Menciptakan tenda es untuk menahan dan membekukan musuh.
SKILL_20150414_003691	Menciptakan angin kuat untuk mendorong target. Menggunakan musuh yang beku untuk menyerang musuh.
SKILL_20150414_003692	{#993399}{ol}[Magic] - [Ice] - [Strike]{/}{/}{nl}Menaiki Bola Salju besar untuk memukul musuh.
SKILL_20150414_003693	{#993399}{ol}[Magic]{/}{/}{nl}Berkonsentrasi pada ujung tangan Kamu untuk menimbulkan kerusakan terus menerus dengan psikokinesis.
SKILL_20150414_003694	{#993399}{ol}[Magic]{/}{/}{nl}Gunakan psikokinesis untuk menangkap target di depan dan membuangnya di sekitar.{nl}Memberikan damage dengan cara melempar target yang tertangkap menggunakan arah key.
SKILL_20150414_003695	Bertukar posisi kamu dengan musuhmu.
SKILL_20150414_003696	Teleport ke lokasi acak.
SKILL_20150414_003697	{#993399}{ol}[Magic]{/}{/}{nl}Memberikan damagae pada beberapa musuh dengan menarik dan membuat mereka saling bertabrakan dalam wilayah yang ditargetkan.
SKILL_20150414_003698	Mengangkat musuh terdekat ke udara. Musuh di udara untuk sementara terdeteksi sebagai Flight-type.
SKILL_20150414_003699	Membuat gaya gravitasi garis lurus yang menarik musuh.
SKILL_20150414_003700	Menghubungkan musuh, sehingga mereka akan berbagi damage yang diterima.
SKILL_20150414_003701	Mengumpulkan musuh yang terhubung pada satu tempat dan membuat mereka bertabrakan satu sama lain.
SKILL_20150414_003702	Menghubungkan dengan anggota party untuk berbagi Buff.
SKILL_20150414_003703	Life line
SKILL_20150414_003704	Menggunakan kemampuan yang lebih tinggi diantara kamu dan anggota yang terhubung.
SKILL_20150414_003705	Memperbesar ukuran tangan kamu dan anggota party untuk meningkatkan damage.
SKILL_20150414_003706	Mengecilkan ukuran target. Target memiliki kemungkinan menghilang bila digunakan pada monster berukuran kecil
SKILL_20150414_003707	Memperbesar ukuran target. Target memiliki kemungkinan meledak bila digunakan pada monster yang terlalu besar
SKILL_20150414_003708	Mengubah INT dan CON Kamu.
SKILL_20150414_003709	Mengendalikan Magic circle musuh.
SKILL_20150414_003710	Memperbesar ukuran tangan kamu dan anggota party yang memegang perisai dan sub weapon untuk meningkatkan pertahanan
SKILL_20150414_003711	Memperbesar ukuran kepala kamu dan anggota party untuk meningkatkan INT
SKILL_20150414_003712	{#993399}{ol}[Magic] - [Electric]{/}{/}{nl}Melepaskan gelombang listrik terus menerus untuk menyerang musuh.
SKILL_20150414_003713	Membuat musuh petrify sementara waktu
SKILL_20150414_003714	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Menjatuhkan potongan es dan menimbulkan demage ke musuh terus-menerus. 
SKILL_20150414_003715	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Summon Prominence. Prominence akan bergerak secara acak dan menimbulkan damage pada target. 
SKILL_20150414_003716	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Jatuhkan meteor pada target area untuk menimbulkan damage. 
SKILL_20150414_003717	Summon the devil of card dimasukkan di Grimore. Grimore hanya dapat menggunakan Devil jenis monster card.
SKILL_20150414_003718	Memerintahkan Devil Summon dari Grimoire untuk bergerak dan menyerang pada area target.
SKILL_20150414_003719	Mengendalikan Devil Summon dengan menaikinya
SKILL_20150414_003720	Memindahkan Summon Demon dari Grimoire yang telah dilengkapi dari Slot Card cadangan di Grimoire dengan tetap mempertahankan status sebelumnya.
SKILL_20150414_003721	Memerintahkan Demon Summon untuk menunggu dan menjaga area target
SKILL_20150414_003722	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summon Familiar. Spirit Rush untuk musuh saat karakter menyerang atau diserang, kemudian meledak dengan sendirinya.
SKILL_20150414_003723	Summon Fire Demon Salamion. Mengikuti Master dan menyerang musuh
SKILL_20150414_003724	Salamion Level #{CaptionRatio}#
SKILL_20150414_003725	Summon Servant. Servant akan mengikuti Masternya dan memberikan efek yang baik.
SKILL_20150414_003726	Servant HP #{CaptionRatio}#
SKILL_20150414_003727	Kontrol waktu dan sementara tingkatkan attack speed dari diri sendiri atau 1 sekutu di depan
SKILL_20150414_003728	Kontrol waktu dan buat monster tersebut muncul lagi di mana ia terbunuh
SKILL_20150414_003729	Hentikan waktu dari monster dalam area target. Musuh tidak menerima demage ketika waktu dihentikan
SKILL_20150414_003730	Mengontrol waktu untuk menurunkan Movement Speed pada musuh.
SKILL_20150414_003731	Kontrol waktu dan tingkatkan kecepatan gerak diri sendiri atau 1 sekutu di depan
SKILL_20150414_003732	Mengontrol waktu disekitar area, sementara waktu mengubah kembali pada kondisi sebelumnya.
SKILL_20150414_003733	{#993399}{ol}[Magic]{/}{/}{nl}Mengumpulkan mayat musuh
SKILL_20150414_003734	Attack Power #{SkillAtkAdd}#{nl}Kumpulkan mayat dari setiap jenis
SKILL_20150414_003735	Membuat Shogos dibentuk setelah kartu dimasukkan di Necronomicon. Necronomicon dapat melengkapi Animal, Plant, and Mutant type cards
SKILL_20150414_003736	Gunakan #{CaptionRatio}# setiap {nl}Plant, Beast, Mutant corpse
SKILL_20150414_003737	{#993399}{ol}[Magic]{/}{/}{nl}Membuang bagian mayat ke target yang dituju dan menyerang musuh terdekat
SKILL_20150414_003738	Attack Power #{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}Use #{CaptionRatio}# setiap{nl}Plant, Beast. Mutant mayat monster
SKILL_20150414_003739	{#993399}{ol}[Magic]{/}{/}{nl}Membuat lingkaran pada karakter dengan menggunakan potongan mayat dan menyerang musuh disekitarnya.
SKILL_20150414_003740	Attack Power #{SkillAtkAdd}#{nl}Durasi 15 detik{nl}Gunakan #{CaptionRatio}# Mutant corpse
SKILL_20150414_003741	Membuat dinding mayat dan memblok serangan musuh. Musuh yang menyerang akan terkena damage.
SKILL_20150414_003742	Dirty Wall #{CaptionRatio}#{nl}Dirty Wall Durasi 15 detik{nl}{#339999}{ol}[Decompose]{/}{/} Durasi #{CaptionTime}# detik{nl}{nl}Gunakan #{CaptionRatio2}# setiap {nl}Plant, Beast, Mutant corpse
SKILL_20150414_003743	Mengumpulkan corps dari musuh yang telah mati.
SKILL_20150414_003744	{#993399}{ol}[Magic]{/}{/}{nl}Meledakkan item kamu di tanah untuk menyerang musuh
SKILL_20150414_003745	Menggali tanah dan dapatkan ore untuk alchemy
SKILL_20150414_003746	Membuka sebuah toko untuk meramu dan meningkatkan nilai Gems. Mengurangi denda pada saat Enhance Gem.
SKILL_20150414_003747	Menggabungkan dua item untuk mengubah item abilities. Item kehilangan potensi dan ability dapat menjadi lebih baik atau lebih buruk.
SKILL_20150414_003748	Ekstrak cairan dari ramuan untuk membuat ramuan yang berbeda.
SKILL_20150414_003749	Menggunakan Pluvial of Alchemy untuk membuat sebuah item baru.
SKILL_20150414_003750	Bertempur di dimensi lain untuk awaken Potential dari Item. Kamu mendapatkan hidden option dari Item setelah kamu memenangkan pertarungan, namun Potential akan berkurang.
SKILL_20150414_003751	Setiap senjata memiliki dungeon yang berbeda{nl}dan efek potensial{nl}Level 1 Master
SKILL_20150414_003752	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Dengan cepat menembakkan beberapa arrow sekaligus. 
SKILL_20150414_003753	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Menarik bow dengan kuat dan menembakkan arrow lurus ke musuh. Target dapat terkena status Skewed bila ada musuh lain disekitar.
SKILL_20150414_003754	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Berlutut untuk meningkatkan focus. Attack Power dan range bertambah. 
SKILL_20150414_003755	Attack dan movement speed bertambah sementara.
SKILL_20150414_003756	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Panah memantul attacking satu musuh lagi.
SKILL_20150414_003757	Heavy Shot
SKILL_20150414_003758	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Tarik busur dengan kuat untuk menembak dan target terdorong jauh.
SKILL_20150414_003759	Twin Arrow
SKILL_20150414_003760	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Menembak dua panah sekaligus.
SKILL_20150414_003761	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Gunakan ujung panah untuk membidik target dan tembus langsung.
SKILL_20150414_003762	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Menembak panah dengan tingginya tingkat dari critical.
SKILL_20150414_003763	Kecepatan menyerang menurun dan kekuatan menyerang meningkat
SKILL_20150414_003764	{#DD5500}{ol}[Physical] - [Hit]{/}{/}{nl}Panah berapi dengan bom. Panah meledak setelah mengenai musuh.
SKILL_20150414_003765	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Panah dibagi jadi beberapa potong dan memantul attack musuh di sekitar.
SKILL_20150414_003766	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Berjalan mundur dan menembak beberapa anak panah ke depan.
SKILL_20150414_003767	Membuat spiral panah yang menembus musuh. Tembakan memberi 1 serangan tambahan.
SKILL_20150414_003768	Buat standing shield untuk memblokir musuh dan enemy range attack
SKILL_20150414_003769	Mengumpulkan stones bullets untuk digunakan pada Stone Shot. Tidak dapat diperoleh di kota-kota.
SKILL_20150414_003770	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Charge Crossbow dengan beberapa anak panah dan tembak ke arah musuh.
SKILL_20150414_003771	{#DD5500}{ol}[Physical] - [Hit]{/}{/}{nl}Menghancurkan objek yang berada di depan dan memberikan damage ke musuh disekitar.
SKILL_20150414_003772	Bergerak cepat saat menggunakan catapault attacks.
SKILL_20150414_003773	{#DD5500}{ol}[Physical] - [Hit]{/}{/}{nl}Memasang perangkap yang berputar, menyapu dan menimbulkan damage pada musuh dalam radius.
SKILL_20150414_003774	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Memasang perangkap yang mengeluarkan ledakan. Aktifkan tombol skill 2 kali untuk meledakkan.
SKILL_20150414_003775	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Pasang perangkap yang memantul dari musuh ketika menginjak.
SKILL_20150414_003776	{#DD5500}{ol}[Physical] - [Hit]{/}{/}{nl}Ledakan sekutu magic circle dan timbulkan demage kepada musuh.
SKILL_20150414_003777	Menyembunyikan perangkap yang dipasang dari musuh.
SKILL_20150414_003778	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Memasang perangkap yang dapat menembakkan anak panah ketika musuh menyentuh kawat.
SKILL_20150414_003779	{#DD5500}{ol}[Physical] - [Hit]{/}{/}{nl}Menempelkan bom pada musuh. Akan meledak saat musuh saling bersentuhan.
SKILL_20150414_003780	Companion speed +#{CaptionRatio}#% {nl}Durasi #{CaptionTime}# detik
SKILL_20150414_003781	Companionmu mengintimidasi musuh dan menghalanginya agar tidak mendekat. Musuh dapat jatuh dalam ketakutan
SKILL_20150414_003782	Rush Dog
SKILL_20150414_003783	Membuat pendamping Rush maju untuk menyerang.
SKILL_20150414_003784	Menyembuhkan sekutu yang keracunan. Racun dengan tingkat yang lebih tinggi dari pada Detox tidak dapat disembuhkan tetapi menurunkan durasi.
SKILL_20150414_003785	{#DD5500}{ol}[Physical] - [Poison] - [Pierce]{/}{/}{nl}Blow toxic arrow and inflict continuous damage. 
SKILL_20150414_003786	{#DD5500}{ol}[Physical] - [Poison] - [Pierce]{/}{/}{nl}Lemparkan botol racun untuk membuat genangan beracun. Musuh menjadi kecanduan ketika menginjak genangan air.
SKILL_20150414_003787	{#DD5500}{ol}[Physical] - [Poison] - [Pierce]{/}{/}{nl}Lemparkan jepit rambut untuk parasit pada musuh. Serangga berbisa lahir ketika tuan rumah dibunuh.
SKILL_20150414_003788	Menyembunyikan diri dalam sebuah wadah yang kosong. Blok terhadap beberapa physical attacks
SKILL_20150414_003789	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Tembakan panah yang membuat kebisingan. Musuh di sekitar berada di bawah rasa takut.
SKILL_20150414_003790	Sementara menyembunyikan diri dari visi musuh. Kamu menjadi terkena ketika melompat atau menyerang.
SKILL_20150414_003791	Mendistorsi arti jarak dan membuat serangan sekutu mungkin di luar jangkauan.
SKILL_20150414_003792	Tampilkan item atau musuh yang tersembunyi dalam jangkauan.
SKILL_20150414_003793	Sementara meningkatkan kesempatan critical ketika menyerang dari belakang musuh.
SKILL_20150414_003794	Trick musuh untuk menurunkan penjaga mereka. Evasion musuh di depan Menurun.
SKILL_20150414_003795	Sembunyikan di tanah. Kamu dapat menyerang tetapi tidak bisa bergerak.
SKILL_20150414_003796	Mencuri perangkap musuh dan magic circle. Kamu dapat gunakan nanti ketika Kamu membutuhkannya.
SKILL_20150414_003797	{#DD5500}{ol}[Physical] - [Hit]{/}{/}{nl}Musuh meledak saat dibunuh dengan serangan ini dan party strength Kamu sementara meningkat. 
SKILL_20150414_003798	{#DD5500}{ol}[Physical] - [Hit]{/}{/}{nl}Melemparkan gas air mata pada area target. Musuh jatuh di bawah [Dark].
