QUEST_LV_0400_20161005_000001	Kedoran Alliance Merchant Alta
QUEST_LV_0400_20161214_001421	Did you find the Prophecy Tome?
QUEST_LV_0400_20161214_001422	The Tome was made by the power of Goddess Laima.{nl}Therefore, it can only be seen through the power of fate.{nl}
QUEST_LV_0400_20161214_001423	Her power is imbued in the Orb of Fate located in Rechimas Way.{nl}You must first receive the power of the Orb in order to read the Prophecy Tome.{nl}
QUEST_LV_0400_20161214_001424	All I can do from here is wait for you to acquire the treaty and return.{nl}Everything you need to know will be written in the Prophecy Tome. I will be waiting at the Yudejan Altar.
QUEST_LV_0400_20161214_001425	The demons have started to wander around Yudejan Forest.{nl}They covet the treaty that's hidden here.
QUEST_LV_0400_20161214_001426	{nl}They must not want the Savior to obtain it.{nl}Goddess Laima did make provisions for this moment, but still...
QUEST_LV_0400_20161214_001427	{nl}If you cross paths with a demon, eliminating it would be the wisest thing to do.
QUEST_LV_0400_20161214_001428	My role is to merely relay unto you the words of Goddess Laima and look over the developments.{nl}All else is dependent on you alone.
QUEST_LV_0400_20161214_001429	I can only tell you to beware of the demons that covet the treaty.
QUEST_LV_0400_20161214_001430	You have obtained the treaties and the slate.
QUEST_LV_0400_20161214_001431	Now you must read the contents of the treaty.{nl}You can do so at the Yudejan Altar.{nl}
QUEST_LV_0400_20161214_001432	Place the treaty slate in the Yudejan Altar, then set the goddess treaty and the demon treaty.{nl}The contents of the treaty should then be revealed.
QUEST_LV_0400_20161214_001433	I know neither its contents nor what they will mean to you.{nl}But if it was Laima's will to pass onto you this message through Her prophecy, surely they are important.
QUEST_LV_0400_20161214_001434	The treaty was signed a thousand... No, more than a thousand years ago, by both demons and goddesses.{nl}Perhaps you already knew this, or perhaps you're surprised to hear it for the first time.{nl}
QUEST_LV_0400_20161214_001435	All I'm certain of is that you must know the contents of the treaty.{nl}That is what Goddess Laima prepared for you.
QUEST_LV_0400_20161214_001436	I wonder if things would have been different had we listened to Laima.{nl}It's too late for that, I suppose.
QUEST_LV_0400_20161214_001437	Did you read the treaty?{nl}
QUEST_LV_0400_20161214_001438	I know not what meaning the treaty will have to you.{nl}I was simply told that it was meant for the eyes of the Savior.
QUEST_LV_0400_20161214_001439	The future depends on you now.{nl}Every choice you make shall be a step towards the salvation of our world.{nl}
QUEST_LV_0400_20161214_001440	May your path be blessed, Savior...
QUEST_LV_0400_20161214_001443	The Nobreer Epidemic
QUEST_LV_0400_20161214_001444	Alright, I'll take your medicine.
QUEST_LV_0400_20161214_001445	That's absolute nonsense.
QUEST_LV_0400_20161214_001446	Finding a Cure for the Epidemic (1)
QUEST_LV_0400_20161214_001447	I'll help you in place of Cicas.
QUEST_LV_0400_20161214_001448	That's too bad.
QUEST_LV_0400_20161214_001449	Finding a Cure for the Epidemic (2)
QUEST_LV_0400_20161214_001450	Let's do something else instead.
QUEST_LV_0400_20161214_001451	Finding a Cure for the Epidemic (3)
QUEST_LV_0400_20161214_001452	I'll collect the plant samples.
QUEST_LV_0400_20161214_001453	We should get some rest first.
QUEST_LV_0400_20161214_001454	You have found the sample collecting tools.{nl}Go to Nobreer Falls and collect plant samples.
QUEST_LV_0400_20161214_001455	Finding a Cure for the Epidemic (4)
QUEST_LV_0400_20161214_001456	Finding a Cure for the Epidemic (5)
QUEST_LV_0400_20161214_001457	I'll collect the monster samples.
QUEST_LV_0400_20161214_001458	Are you completely out of your mind?
QUEST_LV_0400_20161214_001459	You have found the tools for collecting monster samples.{nl}Go to the Upper Shipping Station and spray the monsters with the special solution before collecting samples.
QUEST_LV_0400_20161214_001460	Finding a Cure for the Epidemic (6)
QUEST_LV_0400_20161214_001461	The Truth Behind the Epidemic (1)
QUEST_LV_0400_20161214_001462	I'll go get the epidemic detectors.
QUEST_LV_0400_20161214_001463	I'm afraid it's time for me to say goodbye.
QUEST_LV_0400_20161214_001464	The Truth Behind the Epidemic (2)
QUEST_LV_0400_20161214_001465	Nobreer Demonic Plague
QUEST_LV_0400_20161214_001466	I'll go and check, don't worry.
QUEST_LV_0400_20161214_001467	I say we keep our hands off the situation now.
QUEST_LV_0400_20161214_001468	Laima's Prophecy Tome (1)
QUEST_LV_0400_20161214_001469	I'll find the treaty.
QUEST_LV_0400_20161214_001470	We should focus on the present instead of dwelling on the past.
QUEST_LV_0400_20161214_001471	Laima's Prophecy Tome (2)
QUEST_LV_0400_20161214_001472	That sounds like too much for me already.
QUEST_LV_0400_20161214_001473	Demon Treaty (1)
QUEST_LV_0400_20161214_001474	Using the power of fate...
QUEST_LV_0400_20161214_001475	The magic barrier was disabled and the treaty revealed itself.{nl}To obtain the demon treaty, collect the Impure Blood of Yudejan.
QUEST_LV_0400_20161214_001476	Demon Treaty (2)
QUEST_LV_0400_20161214_001477	You have collected the Impure Blood of Yudejan.{nl}Go to the Red Magic Circle in Tamsus Way.
QUEST_LV_0400_20161214_001478	Demon Treaty (3)
QUEST_LV_0400_20161214_001479	The evil energy became stronger with the impure Blood of Yudejan.{nl}Go to Tamsus Ikeitimas and find the token of the Demon Treaty.
QUEST_LV_0400_20161214_001480	Demon Treaty (4)
QUEST_LV_0400_20161214_001481	Adding evil energy...
QUEST_LV_0400_20161214_001482	Acquiring the Demon Treaty...
QUEST_LV_0400_20161214_001483	The Demon Treaty is now in your hands.{nl}Return to the site of the treaty seal.
QUEST_LV_0400_20161214_001484	Goddess Treaty (1)
QUEST_LV_0400_20161214_001485	Opening the demon seal...
QUEST_LV_0400_20161214_001486	You have released the demon seal.{nl}As told by the Prophecy Tome, go to Sviesos Way and find the Goddess' Stone of Faith.
QUEST_LV_0400_20161214_001487	You have found the Goddess' Stone of Faith.{nl}Go to Tamsus Ikeitimas and obtain the token of the Goddess Treaty.
QUEST_LV_0400_20161214_001488	Goddess Treaty (1)
QUEST_LV_0400_20161214_001489	Acquiring the goddess treaty...
QUEST_LV_0400_20161214_001490	The goddess treaty is now in your hands.{nl}Return to the site of the treaty seal.
QUEST_LV_0400_20161214_001491	A Story of Demons and Goddesses (1)
QUEST_LV_0400_20161214_001492	Opening the treaty seal...
QUEST_LV_0400_20161214_001493	You have released the treaty seal and obtained the key.{nl}Find the box in the Yudejan Altar.
QUEST_LV_0400_20161214_001494	A Story of Demons and Goddesses (2)
QUEST_LV_0400_20161214_001495	A Story of Demons and Goddesses (3)
QUEST_LV_0400_20161214_001496	I will go and see the treaty now.
QUEST_LV_0400_20161214_001497	Reading the treaty...
QUEST_LV_0400_20161214_001498	Talk to Plague Doctor Jugrinas
QUEST_LV_0400_20161214_001499	Plague Doctor Jugrinas is looking after patients. Ask him about what happened.
QUEST_LV_0400_20161214_001500	Take the Medicine Against the Nobreer Epidemic
QUEST_LV_0400_20161214_001501	Take the medicine against the Nobreer epidemic Jugrinas has given you.
QUEST_LV_0400_20161214_001502	Talk to Jugrinas
QUEST_LV_0400_20161214_001503	You have taken the medicine. Talk to Jugrinas.
QUEST_LV_0400_20161214_001504	Finding a Cure for the Epidemic
QUEST_LV_0400_20161214_001505	Ask Jugrinas about what happened at Nobreer Forest.
QUEST_LV_0400_20161214_001506	Retrieve Jugrinas' Testing Solution
QUEST_LV_0400_20161214_001507	Collect some testing solution from the containers Jugrinas left at the entrance of Emmet Forest.
QUEST_LV_0400_20161214_001508	Deliver to Jugrinas
QUEST_LV_0400_20161214_001509	You have collected the testing solution. Bring it to Jugrinas.
QUEST_LV_0400_20161214_001510	Ask Jugrinas if he found something from the testing solution you brought.
QUEST_LV_0400_20161214_001511	Set the Epidemic Detectors on Nobreer Intersection
QUEST_LV_0400_20161214_001512	Jugrinas wants to obtain clues from the epidemic detectors. Go to Nobreer Intersection and set up the epidemic detectors.
QUEST_LV_0400_20161214_001513	Report to Jugrinas
QUEST_LV_0400_20161214_001514	You have set up the epidemic detectors. Report back to Jugrinas.
QUEST_LV_0400_20161214_001515	Now that the detectors are set up, ask Jugrinas about what to do next.
QUEST_LV_0400_20161214_001516	Find the Sample Collecting Tools at the Lower Shipping Station
QUEST_LV_0400_20161214_001517	Jugrinas wants to get started on something else while he waits for the detectors to react. Go to the Lower Shipping Station and find the sample collecting tools.
QUEST_LV_0400_20161214_001518	Collect Plant Samples at Nobreer Falls
QUEST_LV_0400_20161214_001519	Go to Nobreer Falls and collect a few samples from local plants.
QUEST_LV_0400_20161214_001520	You have collected the plant samples. Bring them to Jugrinas.
QUEST_LV_0400_20161214_001521	Talk to Jugrinas.
QUEST_LV_0400_20161214_001522	Find Cicas' Tools at Big Tree Footbridge
QUEST_LV_0400_20161214_001523	Jugrinas wants you to collect monster samples while he analyses the plant samples. Go to Big Tree Footbridge and find Jugrinas' special solution and sample containers.
QUEST_LV_0400_20161214_001524	Spray Monsters with the Special Solution and Defeat Them
QUEST_LV_0400_20161214_001525	Use Jugrinas' special solution on the monsters and defeat them to collect samples.
QUEST_LV_0400_20161214_001526	You have collected sufficient monster samples. Return to Jugrinas.
QUEST_LV_0400_20161214_001527	Use the Special Solution and Defeat %s
QUEST_LV_0400_20161214_001528	The Truth Behind the Epidemic
QUEST_LV_0400_20161214_001529	Now that you've collected enough samples, ask Jugrinas about what he wants to do.
QUEST_LV_0400_20161214_001530	Check the Epidemic Detectors in Nobreer Intersection
QUEST_LV_0400_20161214_001531	Go to Nobreer Intersection and check the epidemic detectors installed there.
QUEST_LV_0400_20161214_001532	Collect the Epidemic Detectors at Nobreer Intersection
QUEST_LV_0400_20161214_001533	Retrieve all the epidemic detectors installed at Nobreer Intersection.
QUEST_LV_0400_20161214_001534	The epidemic detectors give out an ominous energy. Bring them to Jugrinas.
QUEST_LV_0400_20161214_001535	Jugrinas is looking at the detectors with a serious expression. Hear what he has to say.
QUEST_LV_0400_20161214_001536	Check the Evac Route for Ominous Energy
QUEST_LV_0400_20161214_001537	Jugrinas believes the ominous energy is the source of the Nobreer epidemic. Go to the Evac Route and check for sources of ominous energy.
QUEST_LV_0400_20161214_001538	The source of the ominous energy was a Grim Reaper. Bring the Core obtained from the Grim Reaper to Jugrinas.
QUEST_LV_0400_20161214_001539	Defeat the Grim Reaper
QUEST_LV_0400_20161214_001540	Laima's Prophecy Tome
QUEST_LV_0400_20161214_001541	Talk to Kupole Lenja
QUEST_LV_0400_20161214_001542	Talk to Kupole Lenja.
QUEST_LV_0400_20161214_001543	Attest to the Prophecy Pagodas
QUEST_LV_0400_20161214_001544	According to Kupole Lenja, to prove that you are the Savior, you need to attest your status to the pagodas in Pranasyste Way. Prove yourself to the three stone pagodas and obtain the Prophecy Tome.
QUEST_LV_0400_20161214_001545	You attested your status to the pagodas and received the Prophecy Tome. Return to Kupole Lenja.
QUEST_LV_0400_20161214_001546	Attest to the Prophecy Pagodas and Obtain the %s
QUEST_LV_0400_20161214_001547	There doesn't seem to be anything written on the Prophecy Tome. Ask Kupole Lenja about what to do.
QUEST_LV_0400_20161214_001548	Receive the Power of Fate from the Orb of Fate
QUEST_LV_0400_20161214_001549	To read the Prophecy Tome, you need Laima's power of fate. Obtain the power of fate from the Orb of Fate located in Rechimas Way.
QUEST_LV_0400_20161214_001550	Demon Treaty
QUEST_LV_0400_20161214_001551	Check the Treaty Seal
QUEST_LV_0400_20161214_001552	Prophecy Tome: go to the treaty seal at the site where it is kept.
QUEST_LV_0400_20161214_001553	Change the Colors of the Treaty Lights
QUEST_LV_0400_20161214_001554	Prophecy Tome: first, you must disable the magic protecting the treaty seal. Find the lights around the treaty seal and make each one shine in a different color to disable the magic.
QUEST_LV_0400_20161214_001555	Disable the Magic Protecting the Treaty Seal
QUEST_LV_0400_20161214_001556	Prophecy Tome: once every light is shining in a different color, you can disable the magic protecting the treaty seal. Use the power of fate on the treaty seal to disable its protective magic.
QUEST_LV_0400_20161214_001557	Defeat Monsters to Obtain the Impure Blood of Yudejan
QUEST_LV_0400_20161214_001558	Prophecy Tome: an evil offering is required to obtain the demon treaty. Of course, I don't expect you to be carrying around any evil objects. It may not be the best option, but I believe you can get some evil energy from monster blood. First, hunt the monsters to collect their blood.
QUEST_LV_0400_20161214_001559	Imbue the Impure Blood of Yudejan with Demon Energy
QUEST_LV_0400_20161214_001560	Prophecy Tome: the Yudejan blood is not enough. You need more demon energy to have a truly evil offering. The demons left behind some red magic circles in Tamsorce Way. The demons left behind some red magic circles in Tamsorce Way. Take the offering and step on the magic circles to infuse it with their evil energy.
QUEST_LV_0400_20161214_001561	Retrieve the Demon Treaty in Tamsus Ikeitimas
QUEST_LV_0400_20161214_001562	Prophecy Tome: only after the offering is complete can you obtain the demon treaty. The treaty is in Tamsus Ikeitimas.
QUEST_LV_0400_20161214_001563	Retrieve the Demon Treaty
QUEST_LV_0400_20161214_001564	You have defeated the demon coveting the treaty. Use the impure blood of Yudejan again to obtain the demon treaty.
QUEST_LV_0400_20161214_001565	Defeat the %s Coveting the Treaty
QUEST_LV_0400_20161214_001566	Goddess Treaty
QUEST_LV_0400_20161214_001567	Release the Demon Seal Connected to the Treaty Seal
QUEST_LV_0400_20161214_001568	Prophecy Tome: the treaty was sealed by both demons and goddesses. If you have a token of the demon treaty, you can release the seal made by the demons. Use the token on the demon treaty seal to release it.
QUEST_LV_0400_20161214_001569	Find the Goddess' Stone of Faith
QUEST_LV_0400_20161214_001570	Prophecy Tome: to obtain a token of the goddess treaty, you need the Goddess' Stone of Faith. I left the stone in Sviesos Way. However, according to my prophecy, the altar where I left it was destroyed during Medzio Diena. But it should still be in Sviesos Way.
QUEST_LV_0400_20161214_001571	Use the Goddess' Stone of Faith to Read the Tombstone and Release the Seal
QUEST_LV_0400_20161214_001572	Prophecy Tome: use the Stone of Faith to read the hidden writings carved on the seal. Speak the name of the goddess written on the seal to open it. The goddesses mentioned in the seal tombstone are Gabija, Vakarine and Zemyna.
QUEST_LV_0400_20161214_001573	Obtain the Goddess Treaty
QUEST_LV_0400_20161214_001574	You have read the tombstones and released the seals. Acquire the goddess treaty.
QUEST_LV_0400_20161214_001575	A Story of Demons and Goddesses
QUEST_LV_0400_20161214_001576	Release the Treaty Seal
QUEST_LV_0400_20161214_001577	Prophecy Tome: once you have the token, you can open the seal and obtain the key to the treaty. The key opens the box that contains the slate with the contents of the treaty.
QUEST_LV_0400_20161214_001578	Find the Box Containing the Treaty Slate
QUEST_LV_0400_20161214_001579	Prophecy Tome: if you have the key, now you need to find the slate with the treaty. Go to the Yudejan Altar and find the box that opens with the key; you'll find the treaty slate inside.
QUEST_LV_0400_20161214_001580	You have obtained the tokens of both demon and goddess treaties and the treaty slate. Return to Kupole Lenja.
QUEST_LV_0400_20161214_001581	Ask Kupole Lenja about how to read the contents of the treaty.
QUEST_LV_0400_20161214_001582	Use the Yudejan Altar to Read the Treaty
QUEST_LV_0400_20161214_001583	Place the treaty slate onto the Yudejan Altar and use the tokens of the demon and goddess treaties to read the contents of the main treaty. Go to the Yudejan Altar and read the treaty.
QUEST_LV_0400_20161214_001584	You have read the contents of the treaty. Return to Kupole Lenja.QUEST_LV_0400_20161221_001585
QUEST_LV_0400_20170313_001591	You have found the Goddess' Stone of Faith.{nl}Go to Tamsus Ikeitimas and obtain the token of the goddess treaty.
QUEST_LV_0400_20170313_001592	Remove the Mysterious Demon Device
QUEST_LV_0400_20170313_001593	Kedoran Alliance Merchant Alta has asked you to remove the demon devices affecting the area of Alembique Cave.
QUEST_LV_0400_20170313_001594	You have removed all mysterious demon devices as requested. Report back to Alta.
QUEST_LV_0400_20170313_001595	You have dealed with all of the monsters but are still trapped. Wait until the mysterious hunter disarms the trap.
QUEST_LV_0400_20170313_001596	You have dealed with all of the monsters but are still trapped. See if there is a way to escape the trap.
QUEST_LV_0400_20170313_001597	Talk to the Mysterious Hunter
QUEST_LV_0400_20170313_001598	The owner of the trap has appeared. Wait until the mysterious hunter disarms the trap.
QUEST_LV_0400_20170330_001605	Thank you. The Kugheri Zabbis were hiding something...{nl}They could be hiding the orders.{nl}
QUEST_LV_0400_20170330_001606	Please bring me the orders from the Kugheri Zabbis on the road to Stabhas Lot.
QUEST_LV_0400_20170330_001607	You have found orders written by demons on the body of a Kugheri Zabbi. Indraja might know what it is about so take it to her.
QUEST_LV_0400_20171128_001608	Let's follow them.
QUEST_LV_0400_20171128_001609	It's unpleasant but I'll go pollute the holy water with the demon's blood.
QUEST_LV_0400_20171128_001610	Let's go to Ziureti Hall.
QUEST_LV_0400_20171128_001611	Really...I can hear music!{nl}It's putting my mind at ease...
QUEST_LV_0400_20171128_001612	Oh...Goddess Medeina!{nl}You are always by my side.
QUEST_LV_0400_20171128_001613	Goddess Medeina used the trees to sow a song that she could pass on to the priests.{nl}The priests would then break down the metaphorical lyrics to grasp the Goddess' true meaning. 
QUEST_LV_0400_20171128_001614	We also need to think about the message behind these lyrics.{nl}Yet, the red pollen from these blooming flowers is so calming...
QUEST_LV_0400_20171128_001615	Ah! I understand the meaning.
QUEST_LV_0400_20171128_001616	I heard people living in Teresh Forest used Teresh Pollen to purify blood.{nl}When the pollen was needed, rather than waiting for it to bloom, they would sprinkle Atti Yellow Juice on it to quickly collect the pollen. Because of this, the flowers appear yellow.
QUEST_LV_0400_20171128_001617	Maybe the Goddess is telling us to sprinkle Atti Yellow Juice on Teresh flowers to collect their pollen.
QUEST_LV_0400_20171128_001618	Atti appear a lot in Skausmas Crossroads and Gydymo Lot.
QUEST_LV_0400_20171128_001619	If you defeat the monsters inhabiting Teresh Forest, you'll be able to find the Yellow Juice.
QUEST_LV_0400_20171128_001620	You've returned with the Atti Yellow Juice. 
QUEST_LV_0400_20171128_001621	After spraying the Teresh flower with the Atti Yellow Juice the pollen can be collected.{nl}The flower will die shortly after being sprayed so you must collect it quickly.
QUEST_LV_0400_20171128_001622	In the meantime, I'll collect some Teresh Pollen from Valta Garden.
QUEST_LV_0400_20171128_001623	You've collected the Teresh Pollen.{nl}But there's no reaction. We must be missing something.
QUEST_LV_0400_20171128_001624	That's it!{nl}There may be a response if we sprinkle the pollen around the tree.
QUEST_LV_0400_20171128_001625	The white apple...? I'm not sure of the meaning, but the number of trees humming seems to be growing.{nl}Maybe the trees are all singing the same song.
QUEST_LV_0400_20171128_001626	Let's go examine the trees in Skauda Lot.
QUEST_LV_0400_20171128_001627	The nightly glimmer carried out through to daytime, now my heart is open wide...?
QUEST_LV_0400_20171128_001628	Ah! During the day, people of the Great Woodlands would crush raspberries and sprinkled them around the forest.{nl} This would cause the Starlight to appear. 
QUEST_LV_0400_20171128_001629	Like this, they could gather the Starlight together and predict people's fortunes.{nl}So, if we use the raspberry scent to direct the Starlight to the singing trees, we'll be able to receive a response like before.
QUEST_LV_0400_20171128_001630	Wait.{nl}Take this with you.
QUEST_LV_0400_20171128_001631	It'll be easier to collect Raspberry Juice if you use this bottle.
QUEST_LV_0400_20171128_001632	I, on the other hand, will look for branches to use to help spread the raspberry smell. 
QUEST_LV_0400_20171128_001633	You've collected enough Raspberry Juice. Now just wait one moment.
QUEST_LV_0400_20171128_001634	I've spread the juice evenly on the branches.{nl}If we just fan the branches to spread the raspberry smell, we can direct the starlight to the singing trees and get a response. 
QUEST_LV_0400_20171128_001635	Slowly seeing evidence of Goddess Medeina makes me feel like we are getting closer to her.
QUEST_LV_0400_20171128_001636	We've attracted enough starlight, I think...{nl}But still I don't see anything...
QUEST_LV_0400_20171128_001637	Still, no response...{nl}There must be more to do.
QUEST_LV_0400_20171128_001638	Yellow apple...{nl}I still don't understand the meaning.
QUEST_LV_0400_20171128_001639	Maybe we can learn more from the humming trees in Paslepti Lot.
QUEST_LV_0400_20171128_001640	Goddess Medeina must be talking about the butterflies that come to the flower as the preachers of love.{nl}But "Half of my heart" and "stone"?
QUEST_LV_0400_20171128_001641	This meaning isn't clear.{nl}Is it really talking about a stone? "Half of my heart" must be about the Goddess's heart...
QUEST_LV_0400_20171128_001642	Is the stone really just a stone with no other meaning?{nl}If that's true, is the Goddess' heart written on stone?
QUEST_LV_0400_20171128_001643	I really can't think of the meaning.
QUEST_LV_0400_20171128_001644	The stone, really is just a stone.
QUEST_LV_0400_20171128_001645	It seems I was thinking too deeply.
QUEST_LV_0400_20171128_001646	Ah! You came.{nl}Well, shall we listen to the song?
QUEST_LV_0400_20171128_001647	We need to collect the different colored apples from the trees and place them on the matching pillars.
QUEST_LV_0400_20171128_001648	It'll be fine if we just place the colored apple on the matching pillar.
QUEST_LV_0400_20171128_001649	The ailing Goddess Medeina is recovering in Parias Forest. 
QUEST_LV_0400_20171128_001650	If it wasn't for you, Traveler, I wouldn't have known where Goddess Medeina disappeared to.{nl} I'm very grateful.
QUEST_LV_0400_20171128_001651	Well, I'll be going to Parias Forest.{nl}It may be a difficult path but it's where I'll be able to meet the Goddess.
QUEST_LV_0400_20171128_001652	A Dog with no Owner
QUEST_LV_0400_20171128_001653	The dog appears to be looking this way.
QUEST_LV_0400_20171128_001654	Riko why are you back?{nl}Go. I told you to go away...I've already messed up.
QUEST_LV_0400_20171128_001655	A person coming here...{nl}Leave this place. And tell others that Narvas Temple was attacked.
QUEST_LV_0400_20171128_001656	Narvas Temple was made by Agailla Flurry to seal the three divided parts of Hauberk.
QUEST_LV_0400_20171128_001657	The temple's equipment broken down after Medzio Diena, weakening the seal and leaving a small space for Hauberk's energy to escape.
QUEST_LV_0400_20171128_001658	Hauberk's scouts, who felt the energy, and also those who came to destroy him found themselves at the temple.{nl}{nl}In order to protect it, we went searching for the items needed to repair the temple's equipment.
QUEST_LV_0400_20171128_001659	But after being attacked we were left like this.{nl}I want to carry out my mission but there's no chance now.
QUEST_LV_0400_20171128_001660	If it stays like this, Hauberk will return.{nl} Please, in my stead, prevent this. I beg you.
QUEST_LV_0400_20171128_001661	Right now, the way to Narvas Temple is blocked by Hauberk's scouts and hunters.{nl}Going directly through would be dangerous therefore you'll have to distract them.
QUEST_LV_0400_20171128_001662	There is a flower called Sporgimo at Tekel Shelter. When burned it creates a huge blast that will help you distract the demon's attention. 
QUEST_LV_0400_20171128_001663	First, set fire to the Hauberk's hunters' camp to lure them away.{nl}Then if you set a fire near where Hauberk's scouts are guarding, after awhile, they will move to that location.
QUEST_LV_0400_20171128_001664	Doing it this way will open up a path to Narvas Temple. 
QUEST_LV_0400_20171128_001665	Make your escape. This place, Izoliacjia Plateau, is overrun with demons.
QUEST_LV_0400_20171128_001666	I was looking for parts when I was attacked by demons.{nl}Yet, despite the current situation, you have come alone to this place? That is truly amazing.
QUEST_LV_0400_20171128_001667	{nl}Not too long after my friend left to search for parts, Hauberk's seal broke.{nl}He is currently gathering his scouts and recovering his strength.{nl}Before Hauberk regains his full power I was planning to restore the temple device that prevents the demons from invading Narvas Temple.
QUEST_LV_0400_20171128_001668	That is why, despite the risk, I am working to restore the defensive system.{nl}But the damage to the system is so great that I do not have time to fix them all.{nl}My plan is to alter the ones that were not badly damaged.
QUEST_LV_0400_20171128_001669	The defensive systems in Izoliacjia Plateau received the least amount of damage.{nl}I was planning to fix and alter the system, but there is not enough time to go about it alone.{nl}Would you be able to help?
QUEST_LV_0400_20171128_001670	It is not an easy decision.But it cannot be helped.{nl}I feel like I must ask something difficult of you.
QUEST_LV_0400_20171128_001671	I would be grateful if you helped.
QUEST_LV_0400_20171128_001672	Even if we alter the defensive system here it does not have enough energy to protect the temple.{nl}But, we can use Demon Essence as a source of energy.
QUEST_LV_0400_20171128_001673	Please collect the Demon Essence.{nl}While you do that, I will alter the system.
QUEST_LV_0400_20171128_001674	While you are collecting the Demon Essence, I will alter the defensive system.
QUEST_LV_0400_20171128_001675	Is that Demon Essence? Please give it to me.
QUEST_LV_0400_20171128_001676	I have completed altering the system.{nl}It is time to move on to the defensive system in Ispejimas Lot.
QUEST_LV_0400_20171128_001677	We need at least 4 defensive systems to protect Narvas Temple.{nl}But, and this is including what we already altered, there are only 3 system that we can alter and use.
QUEST_LV_0400_20171128_001678	Therefore, we must alter the detector systems here to defensive ones.{nl}{nl}But Agailla Flurry, to ensure the system ran correctly, also installed auxiliary detector systems.
QUEST_LV_0400_20171128_001679	To change the detectors, the detector and its auxiliary systems must be shut down.{nl}Yet, there are numerous systems. If even one turns back on, the remaining ones will also turn on. Making the task difficult.
QUEST_LV_0400_20171128_001680	As I will shut down energy to the detector systems, I ask that you, Traveler, turn off all the auxiliary systems.
QUEST_LV_0400_20171128_001681	I will shut down energy to the detector systems, so I ask that you, Traveler, turn off energy to the auxiliary systems.
QUEST_LV_0400_20171128_001682	It is completed. We must now alter the defensive systems in Kapetan Pond.
QUEST_LV_0400_20171128_001683	
QUEST_LV_0400_20171128_001684	Traveler, are you saying I can leave the demons to you?
QUEST_LV_0400_20171128_001685	If so, then I will quickly retrieve the parts and return.
QUEST_LV_0400_20171128_001686	Traveler, thanks to you, I have recovered the necessary parts.{nl}I will now go to repair and alter the defensive system in Kapetan Pond.
QUEST_LV_0400_20171128_001687	I was just repairing the system when I saw some energy leaving the area around the defensive system.{nl}If all the energy disappears from the defensive system, it will not operate correctly.
QUEST_LV_0400_20171128_001688	I will alter the defensive system, so during that time please retrieve the escaping energy using the Energy Storing Globe.
QUEST_LV_0400_20171128_001689	While I alter the defensive system, please retrieve the escaping energy.
QUEST_LV_0400_20171128_001690	You have returned.{nl}I will now insert the energy.
QUEST_LV_0400_20171128_001691	Good.{nl}Now we must go to the defensive system located on the way to Narvas Temple.
QUEST_LV_0400_20171128_001692	This is bad.{nl}This one is overloaded.
QUEST_LV_0400_20171128_001693	If it continues like this, this defensive system will be completed destroyed.{nl}To cool it down, we need to remove all the energy and turn it off.{nl}If we do not, we will lose the whole system.
QUEST_LV_0400_20171128_001694	I have a request for you.{nl}When I remove the energy it will escape out.
QUEST_LV_0400_20171128_001695	At this time, please collect the energy into the Energy Storing Globe.{nl}Then use that energy to reactivate the defensive system.
QUEST_LV_0400_20171128_001696	I will now turn off the system.{nl}Please wait until I have altered it.
QUEST_LV_0400_20171128_001697	Monk Aistis is currently altering the defensive system.
QUEST_LV_0400_20171128_001698	Defensive system alterations are complete.
QUEST_LV_0400_20171128_001699	To reactive the defensive system we will need to slowly increase the output.{nl}And to increase the output, we will need a lot of energy.
QUEST_LV_0400_20171128_001700	As I increase the output, I will need you to continually insert all the energy you previously collected.
QUEST_LV_0400_20171128_001701	Each time the defensive system requires it, insert the energy you just collected.
QUEST_LV_0400_20171128_001702	The defensive system has activated.
QUEST_LV_0400_20171128_001703	After checking that the defensive system is working properly, we can leave.
QUEST_LV_0400_20171128_001704	We nearly left Narvas Temple open to the demons.
QUEST_LV_0400_20171128_001705	The defensive system seems to be working well. We can make our way back inside.
QUEST_LV_0400_20171128_001706	Agailla Flurry created various demon suppressing, demon weakening, and defensive systems in Narvas Temple.{nl}This was done to defend against invading demons and those trying to release Hauberk's seal. 
QUEST_LV_0400_20171128_001707	However, after Medzio Diena these systems were weakened and unable to function properly.{nl}To make matters worse, the demons came and destroyed a few of them.
QUEST_LV_0400_20171128_001708	We need to prevent other systems from being destroyed while also repairing them to stop Hauberk's return.
QUEST_LV_0400_20171128_001709	Good.{nl}Let us move on to the demon weakening systems in Atsargus Hall.
QUEST_LV_0400_20171128_001710	This is good. It seems we have prevented the demons from destroying this system.
QUEST_LV_0400_20171128_001711	This one can weaken the demon's strength.{nl}If we just alter its functions and reinforce it a bit we can use it to limit their power.{nl}
QUEST_LV_0400_20171128_001712	It will be okay.{nl}The demons will have no idea that their strength has been weakened.
QUEST_LV_0400_20171128_001713	I will handle altering the system. Traveler, I need you to collect Strong Essence of Demon that we can use as energy.
QUEST_LV_0400_20171128_001714	It feels like the demons would notice, but trust him and go collect the Strong Essence of Demon
QUEST_LV_0400_20171128_001715	Please do not worry yourself, the demons will pay us no mind.
QUEST_LV_0400_20171128_001716	Reinforcing is complete.{nl} Now on to the systems in Atsargus Hallway.
QUEST_LV_0400_20171128_001717	Hauberk's scouts have already broken this device.
