QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150511_006904	Go to Camp of Varkis
QUEST_LV_0100_20150511_006905	Varkis passed away. Return to the camp where Varkis used to reside and meet his spirit.
QUEST_LV_0100_20150511_006906	Collect Varkis' Research Materials at Dykyne Fork
QUEST_LV_0100_20150511_006907	It seems that Varkis still has some regrets concerning the research that he used to do when he was alive. Collect his materials at Dykyne Fork.
QUEST_LV_0100_20150511_006908	Collect Varkis' Research Materials at Neck Cliff of Snake
QUEST_LV_0100_20150511_006909	It seems that Varkis still has some regrets concerning the research that he used to do when he was alive. Collect his materials at Neck Cliff of Snake.
QUEST_LV_0100_20150511_006910	Look for Varkis' Research Materials near Apatinis Cliff
QUEST_LV_0100_20150511_006911	Monsters are attacking. You better defeat them quickly.
QUEST_LV_0100_20150511_006912	It seems that Varkis doesn't have regrets concerning his research anymore. Talk to him again.
QUEST_LV_0100_20150511_006913	It seems that the newcomer seems to be in a trouble. You better help him out.
QUEST_LV_0100_20150511_006914	The unstable owl told you that it would be better to face Sequoia with divine power. Let's collect the wooden pieces with the divine power of the Broken Owl Sculpture in them. 
QUEST_LV_0100_20150511_006915	At the end of Stone Pillar Hill, the portal that leads to the secret location of the Royal Mausoleum was opened after releasing all the seals! Use the portal to go to the secret place.
QUEST_LV_0100_20150511_006916	Treasure Hunter Eden is saying confidently that he is sure that the Tama swallowed all the artifacts. Defeat Tamas and look for the artifacts.
QUEST_LV_0100_20150714_006917	I believe that you are competent.{nl}May the goddess guide us all.
QUEST_LV_0100_20150714_006918	The gold pieces that the monsters carry around in this area will do.{nl}Bring them to the herb merchant at Kapas Highway.
QUEST_LV_0100_20150714_006919	My head hurts.{nl}What am I doing here?
QUEST_LV_0100_20150714_006920	I wish the goddesses were here.{nl}I don't want to see anything sad anymore.
QUEST_LV_0100_20150714_006921	Is this slate the evidence of salvation?{nl}It just looks like an old slate to me.
QUEST_LV_0100_20150714_006922	Please use your time wisely. As no one sees your future better than yourself.
QUEST_LV_0100_20150714_006923	Of course, please prove your skills to me.{nl}Defeat Desert Chupabras and Zinutes.
QUEST_LV_0100_20150714_006924	If you are going to help me, please also take care of the Large Gray Chupacabras.{nl}They have been the ones stealing our supplies.
QUEST_LV_0100_20150714_006925	When you defeat Chupacabras, a Large Gray Chupacabra will appear.{nl}Okay then, I am counting on you.
QUEST_LV_0100_20150714_006926	I can charge more to get everything else back in order, but that toolbox... {nl}That Moa took the heart and soul of a stonemason...
QUEST_LV_0100_20150714_006927	I thank you in the name of the goddess!{nl}We should start by eliminating the filthy Cockatrices that are spreading disease around.
QUEST_LV_0100_20150714_006928	You better eliminate the severed souls as fast as possible.{nl}Wouldn't it be scary if they resurrected again?
QUEST_LV_0100_20150714_006929	The attacks from the demons are quite aggressive.{nl}I think they would be discouraged if we could somehow defeat the Glizardons...
QUEST_LV_0100_20150714_006930	I would like to ask you to defeat Pawndel and Pawnd.{nl}They are demon sisters and they are quite a nuisance.
QUEST_LV_0100_20150714_006931	Activate the Malda Altar and it will mark the demons around its vicinity. {nl}When you defeat those demons, the altar should absorb their power.
QUEST_LV_0100_20150714_006932	Let's keep an eye on the Jewel of Prominence while we defeat monsters.
QUEST_LV_0100_20150714_006933	I cannot say my name. {nl}Please defeat the observers and release the seal on me.{nl}
QUEST_LV_0100_20150714_006934	My soul is shredded and trapped in the seal. {nl}Defeat the Experimental Slime that's guarding it and help me get released.
QUEST_LV_0100_20150714_006935	The Holy Ark that I am a part of is broken and the observers obtained those pieces.{nl}Please defeat them and complete the Holy Ark.
QUEST_LV_0100_20150714_006936	We Watchers love to fight.{nl}The Pantos were not this reckless before. {nl}Surely it's because the demons are starting to march in.
QUEST_LV_0100_20150714_006937	If possible, I want you to defeat the Wild Carnivore as well.{nl}It has become corrupted with demonic energy and I let it be any longer.
QUEST_LV_0100_20150714_006938	Tools for stonemasons? {nl}That'll be 10,000 silver.{nl}{nl}
QUEST_LV_0100_20150714_006939	Welcome.
QUEST_LV_0100_20150714_006940	It was made a long time ago, but it can cut through any type of stone.
QUEST_LV_0100_20150714_006941	You'll need to find the keys capable of releasing the last seal.{nl}This scroll will open up spatial chasms. Be careful because it's unpredictable what can come out {nl}of the chasms.
QUEST_LV_0100_20150714_006942	Hmm. You're really as good as they say. {nl}Rolandas is waiting for you in Akmens Ridge.
QUEST_LV_0100_20150714_006943	Our preparations will be complete once the monster poison is dabbed onto the Spiritual Stones.{nl}Put the bait at the upper hill of Alkune Stairway.
QUEST_LV_0100_20150714_006944	Can I ask you one more favor?{nl}I want you to defeat the monsters at Odega Uphill.{nl}They're disturbing my research.
QUEST_LV_0100_20150714_006945	A monster in disguise as a Goddess Statue. I pity the souls who were deceived. {nl}Now those souls may rest in peace. This is all thanks to you.
QUEST_LV_0100_20150714_006946	We didn't just stay put when we were held down by the monsters. {nl}We sent out Scouts to look for ways out of here but no one came back. {nl}
QUEST_LV_0100_20150714_006947	If you are okay with it, I want you to search for them.{nl}
QUEST_LV_0100_20150714_006948	It's going to be hard.{nl}The Thorn Forest keeps growing.
QUEST_LV_0100_20150714_006949	A dark energy similar to the voice a while ago is covering the Thorn Forest. {nl}Especially Kvailas Forest... Please be careful.
QUEST_LV_0100_20150714_006950	Good. {nl}First, defeat the Big Blue Griba up in the hills.
QUEST_LV_0100_20150714_006951	When you throw this bomb at the Long-Branched Trees, they will light up.{nl}When you feel that they have burnt enough, destroy them to obtain charcoals.{nl}
QUEST_LV_0100_20150714_006952	Be careful. This place is full of evil energy from Bramble.{nl}You better go back to be safe.
QUEST_LV_0100_20150714_006953	Ah, it's you, Revelator! Could you help me?{nl}I am trying to burn down the thorny vines that are overflowing with evil energy.
QUEST_LV_0100_20150714_006954	There is a demon that I want you to defeat.{nl}This monster is called Rikaus and it's at Thorny Pillar Garden. It has been spreading evil energy.
QUEST_LV_0100_20150714_006955	I heard a very ominous voice. It was a voice searching for you.{nl}Please be careful...
QUEST_LV_0100_20150714_006956	I never thought I would meet someone other than a Believer in a place crawling with thorny {nl}vines and monsters. It's difficult without the protection of the goddess. {nl}Don't you think so, Revelator?{nl}
QUEST_LV_0100_20150714_006957	Just as I thought. We Believers are also having a hard time due to the thorny vines.{nl}Can you please help us?
QUEST_LV_0100_20150714_006958	The evil energy was first felt in Kvailas Forest. {nl}The force was very strong so it will remain this way for a while even if you defeat Bramble.
QUEST_LV_0100_20150714_006959	The evil energy of Kvailas Forest is becoming stronger and our Believers are becoming weak. {nl}I am worried that we may lose to the forces of evil. If only the Revelator was with us...
QUEST_LV_0100_20150714_006960	Really?{nl}I will let the other Believers know that you are helping them.
QUEST_LV_0100_20150714_006961	Help me, please. Infro Holders are chasing after me.{nl}I don't stand a chance the way they're ganging up on me.
QUEST_LV_0100_20150714_006962	Put the Matsum's Flower Stamens in this potion and shake it. {nl} It will help you withstand Bramble's evil energy.
QUEST_LV_0100_20150714_006963	This place is too dangerous. {nl}Please go to a safe area.
QUEST_LV_0100_20150714_006964	Clymen... I can feel its presence at the Ishpirki Access Road.{nl}Please defeat it.
QUEST_LV_0100_20150714_006965	Bramble...{nl}It is a pity that it went against its foreseen fate.{nl}
QUEST_LV_0100_20150714_006966	When I regained consciousness, a few hundred years had passed.
QUEST_LV_0100_20150714_006967	Jane's Spirit
QUEST_LV_0100_20150714_006968	I couldn't save the things I care for.{nl}My master, the Mage Tower, and my peace...{nl}
QUEST_LV_0100_20150714_006969	I have nothing for you to help me with, but it's been such a long time that I saw a living person.{nl}If it's okay, can you listen to my story?
QUEST_LV_0100_20150714_006970	Thank you. It's a long story.
QUEST_LV_0100_20150714_006971	It's too selfish to seek salvation now.{nl}I'm exhausted. It may actually be better to be eliminated with Archon altogether.
QUEST_LV_0100_20150714_006972	Salvation... I may still have a sliver of hope for it.{nl}I will count on you. 
QUEST_LV_0100_20150714_006973	You must find a way to stop the magic flowing into the Magic Stone of {nl}Sympathy. If we could find the documents that Valius left at Veikini Prayer Room, {nl}it may not be a meaningless dream...
QUEST_LV_0100_20150714_006974	Salvation. I have forgotten that word. I had longing hope for it.{nl}Despair was all I could do for such a long time...
QUEST_LV_0100_20150714_006975	Okay. Was the document present?
QUEST_LV_0100_20150714_006976	The Magic Generating Stones.{nl}They are at the Room of Consciousness and the Room of Ancestral Rituals.{nl}
QUEST_LV_0100_20150714_006977	I know the basic composition. I've researched it when I was alive.{nl}But it won't react without Valius' magic.
QUEST_LV_0100_20150714_006978	You can find Valius' keepsakes in Vebaiki Burial Chamber.{nl}There should still be magical power within it since Valius was a great wizard.
QUEST_LV_0100_20150714_006979	I am sure there is magical power left.{nl}I have nothing else but to hope it still exists.
QUEST_LV_0100_20150714_006980	I'm relieved that there is still magical power remaining.{nl}First, let's stop the magic generating stone near the Room of Consciousness.
QUEST_LV_0100_20150714_006981	I hid the magic generating stones amongst fakes in the Room of Consciousness.{nl}But, with the brooch you found, you should be able to distinguish the real ones from the fakes.
QUEST_LV_0100_20150714_006982	Keep this in mind. Pick out the real magic generating stones and stop the magical power.{nl}If you touch on the fakes, all magic generating stones will be activated again.
QUEST_LV_0100_20150714_006983	It has been hundreds of years since I felt earnesty.{nl}I pray to the goddesses that this isn't just a delusionary dream.
QUEST_LV_0100_20150714_006984	The magical power that came from the Room of Consciousness has completely disappeared.{nl}Now, we just have to block the Room of Ancestral Rituals.
QUEST_LV_0100_20150714_006985	The Room of Ancestral Rituals is somewhat different from the Room of Consciousness.{nl}Nonetheless, you must shut down the magical power of all magic generating stones {nl}in both rooms{nl}
QUEST_LV_0100_20150714_006986	You will know how to handle it when you control it yourself.{nl}But if you feel something went wrong, use Valius' magic.
QUEST_LV_0100_20150714_006987	With the warp magic circle under me, you could quickly go to the Room of Ancestral Rituals.{nl}I wish for your success...
QUEST_LV_0100_20150714_006988	The magic generating stones in the Room of Ancestral Rituals affect the other magic generating {nl}stones nearby. We could start over with Valius' magic.
QUEST_LV_0100_20150714_006989	The magical power supplied to the Magic Stone of Mutuality has been completely {nl}shut off... Is it alright to wish for the salvation now?
QUEST_LV_0100_20150714_006990	We are all ready. But that Archon is different from the Archon from your era. {nl}It may be better to leave it as is.
QUEST_LV_0100_20150714_006991	There's is another way. The sealed keepsakes amongst Valius' collection of keepsakes...{nl}I heard some of them were created in Uzdaromo Stone Chamber to suppress the demons.
QUEST_LV_0100_20150714_006992	I had already given up the hope that I would become free a few hundreds years ago.{nl}Even now, I have little hope for it.
QUEST_LV_0100_20150714_006993	The seal that is suppressing the demonic energy... that's it.{nl}Now everything is ready.
QUEST_LV_0100_20150714_006994	Now when the Magic Stone of Mutuality stops, I will be free from Archon.{nl}
QUEST_LV_0100_20150714_006995	I will tell you one more time. Don't consider this Archon as similar to the one in your era.{nl}It will be hard fight without using the seal.
QUEST_LV_0100_20150714_006996	Honestly, I'll be fine even if I disappear like this.{nl}I'm very grateful that you cared for me, but I don't want you to get hurt.
QUEST_LV_0100_20150714_006997	I can see the glimpse of freedom from the shackles that was on me for hundreds of years.{nl}
QUEST_LV_0100_20150714_006998	I can be saved. I... finally...{nl}I can't thank you enough.{nl}
QUEST_LV_0100_20150714_006999	I will now leave to the goddesses.{nl}Thank you. Thank you so much...
QUEST_LV_0100_20150714_007000	How did it go?{nl}We can alleviate the strange energy in this region if we strengthen the magic circle.
QUEST_LV_0100_20150714_007001	If I only had little more time...{nl}My documents... I can't leave them...
QUEST_LV_0100_20150714_007002	The objects are useless to me now...{nl}Okay. Maybe you... My documents at Dykyne Fork...
QUEST_LV_0100_20150714_007003	I don't have regrets anymore... but, be careful about that man.
QUEST_LV_0100_20150714_007004	Let's see, while I am cleaning this...{nl}Sorry, but can you take care of the tablet at Gruitis Hall with the brush and rubbing tools I brought?
QUEST_LV_0100_20150714_007005	Will be wandering when the string of the destiny disconnects...{nl}It must mean Goddess Laima... But there's a rumor that she appeared... It's complicated.
QUEST_LV_0100_20150714_007006	When someone is born with a silver spoon in his mouth, life will be good for him.
QUEST_LV_0100_20150714_007007	{nl}What, what the hell...
QUEST_LV_0100_20150714_007008	It's too soon to give up now.{nl}When I went to Vseio Cliffs, I saw one more tablet.{nl}
QUEST_LV_0100_20150714_007009	However, it seems that normal ink won't catch well on it due to the mosses.{nl}Craute Grass juice should solve that problem. But I forgot to bring some as I came back.
QUEST_LV_0100_20150714_007010	Don't assume all forecasts by oracles are predictions of the future.{nl}Sometimes, they could help us determine what's right and wrong in our lives.{nl}
QUEST_LV_0100_20150714_007011	Is it complex? Yes, but you will soon know.{nl}You will soon find clues about the very fabric that weaves together this interwined world.
QUEST_LV_0100_20150714_007012	When you get enough Craute Grass Juice, use it to rub off the mosses on the tablet at Vseio Cliffs.{nl}It is famous for having a smell that lures monsters...but my assistant here is strong, right?.
QUEST_LV_0100_20150714_007013	When you rub the grass juice on it, you should see the effects right away,{nl}but you should still let it sit for a while. The mosses will go away eventually.
QUEST_LV_0100_20150714_007014	It wasn't effective? I guess the moss isn't normal moss.{nl}Hmm. Then I guess I should go ask Vaidotas. There must be some way.
QUEST_LV_0100_20150714_007015	Alright then I'll be going now. {nl}Oh, can I ask you to get bone powder from the monsters here?{nl}I need something that helps ink adhere well.
QUEST_LV_0100_20150714_007016	Fortunately, Vaidotas gave me something nice.{nl}He said to use this special ink with the bone-powder adhesive.
QUEST_LV_0100_20150714_007017	Okay. I want you to get the last rubbing with this.{nl}My legs ache since I traveled so far...
QUEST_LV_0100_20150714_007018	I have a good feeling about this one.{nl}Do you think we may be able to find a decent forecast this time?
QUEST_LV_0100_20150714_007019	The world for the dead of the dead should also exist
QUEST_LV_0100_20150714_007020	{nl}Dead of the dead? This... This may be just the forecast I was looking for.{nl}
QUEST_LV_0100_20150714_007021	I should do more research on this forecast. {nl}Thank you so much!
QUEST_LV_0100_20150714_007022	While I am interpreting this, I will give you the rope with a magnet so please go to the well with that.{nl}I saw a Metal Plate on the floor. If that's the plate, it will come up after being attached.
QUEST_LV_0100_20150714_007023	There's no strange reason.{nl}The people used to live here even before the empire was built here.{nl}
QUEST_LV_0100_20150714_007024	A small village becomes a big village and then a city...{nl}And then it will be forgotten.
QUEST_LV_0100_20150714_007025	I told you a while ago, but if possible, I would have pulled it out.{nl}Please beware of the surroundings near you.
QUEST_LV_0100_20150714_007026	Difficult, difficult...{nl}The words are hard to understand.
QUEST_LV_0100_20150714_007027	I guess it was the Metal Plate.{nl}It was lucky that the well was dried... If not, it could have been horrible.{nl}
QUEST_LV_0100_20150714_007028	I will organize them and show you later.{nl}You are the Revelator. They will help your journey to find the goddesses.
QUEST_LV_0100_20150714_007029	It seems that the Metal Plates that you've brought can't be worked due to the rusts.{nl}Why did they record on the Metal Plate...
QUEST_LV_0100_20150714_007030	In fact, I didn't know what this Metal Plate was.{nl}Since this place is the hometown of Demetrius, I came here expecting something may be present.{nl}
QUEST_LV_0100_20150714_007031	Nothing was engraved on it, rather it was full of rusts.
QUEST_LV_0100_20150714_007032	At then, my eyes were ignited with flame.{nl}Demetrius has something to tell you.
QUEST_LV_0100_20150714_007033	Yes. Now is not the time to just complain. First, I should make the rust remover.{nl}I want you to obtain the inner core of Hallowventor Magician.
QUEST_LV_0100_20150714_007034	Defeat the rusts with the rust remover and maintain it with the anticorrosive agent. {nl}If it weren't you, I wouldn't have done it.
QUEST_LV_0100_20150714_007035	Fast indeed.{nl}Okay. I will make the acidic solution with this. It will become the basis of the rust remover.
QUEST_LV_0100_20150714_007036	Secondly, when we sprinkle the rust powders, some monsters react.{nl}Collect some bubbling liquid from that monster. A lot of it.
QUEST_LV_0100_20150714_007037	Ah. If you sprinkle it too much, it may endure all the monsters nearby.{nl}
QUEST_LV_0100_20150714_007038	I went to meet Alchemist in Mine Village because of Rust Remover and Acidic Solution.{nl}He was being so arrogant...
QUEST_LV_0100_20150714_007039	Well done. {nl}This place is almost completed so go help Alruida near Apsva Hall.
QUEST_LV_0100_20150714_007040	Ah, I forgot to tell you. {nl}She is my ally. She is probably looking for the Metal Plate at the great hall.
QUEST_LV_0100_20150714_007041	Alruida
QUEST_LV_0100_20150714_007042	You came here since Justas told you to help?{nl}I was tired as hell so I really welcome you.{nl}
QUEST_LV_0100_20150714_007043	First, we should look for the Metal Plate at the great hall.{nl}Shall we start?
QUEST_LV_0100_20150714_007044	Someone should research at the camp and the other person should look for the Metal Plate.{nl}That's why I am here. I am not a coward like Justas.{nl}
QUEST_LV_0100_20150714_007045	Now, I know all the locations of the Metal Plates, but I can't do anything about the monsters.{nl}It is so fortunate that you would help me. really.
QUEST_LV_0100_20150714_007046	This reaction reagent only reacts to the Metal Plates from the specific era.{nl}The Metal Plate that shows boiling response is the one that we are looking for. You understand right?
QUEST_LV_0100_20150714_007047	We gotta distinguish the real ones by finding out when the Metal Plate was created.{nl}We should look for the Metal Plate that was built before the establishment of the kingdom.
QUEST_LV_0100_20150714_007048	The next one is at Apsva Hall.{nl}The Metal Plate is under the bushes in the corner, but I can't do anything about it myself.
QUEST_LV_0100_20150714_007049	Originally, it was forgotten and was deep in the ground.{nl}But, Medzio Diena was in fact beneficial.{nl}
QUEST_LV_0100_20150714_007050	As the land caved over, they were carried away to the various places in Istora Ruins...{nl}That's our prediction.
QUEST_LV_0100_20150714_007051	Be careful all the time. The monsters here rush in scarelessly.
QUEST_LV_0100_20150714_007052	It is a disaster to someone and it is a blessing for the other.{nl}I can remember the words from the old literature.
QUEST_LV_0100_20150714_007053	Oh! That's it. Give it to me. Let's see... I should first make it corrode.
QUEST_LV_0100_20150714_007054	The Metal Plate that you found for me a while ago... I think the next part is remaining.{nl}The Metal Plate that I know is that one so I don't know what to do from now.{nl}
QUEST_LV_0100_20150714_007055	Ah, there is one place that I haven't searched yet. Folsas Highway.{nl}Could you go there for me?
QUEST_LV_0100_20150714_007056	Bring this detector.{nl}From the place where you can feel the reaction, the Metal Plate must be there.
QUEST_LV_0100_20150714_007057	That's it! Now we found all the records.{nl}You've done it well. Now, I should sprinkle this rust remover so give it to me.
QUEST_LV_0100_20150714_007058	As I expected, this Metal Plate was the last one.{nl}Now we've collected all Metal Plates... I think I know what's written on them.{nl}
QUEST_LV_0100_20150714_007059	Can you give this to Justas?
QUEST_LV_0100_20150714_007060	So Alruida did it and the Metal Plate that we didn't know...{nl}Okay. We solved all the puzzles. Please wait a bit.
QUEST_LV_0100_20150714_007061	Justas must be waiting.{nl}Please give it to him.
QUEST_LV_0100_20150714_007062	I never thought that the Metal Plate would explode. I am sorry.{nl}I will gather the contents all at once later and show you.
QUEST_LV_0100_20150714_007063	These are the contents that I never thought about.{nl}The goddesses and the humans once used to live together. And the demons?{nl}
QUEST_LV_0100_20150714_007064	If Demetrius is sane, this record... okay.{nl}I promised you that I will show you the record so read the copy yourself.{nl}Well done indeed!
QUEST_LV_0100_20150714_007065	They were gentle monsters but suddenly became vicious. {nl}Have you also heard anything like this?
QUEST_LV_0100_20150714_007066	Revelator, we are in trouble. Please help us!{nl}As you can see, the workers are dying due to the monsters' poison.{nl}
QUEST_LV_0100_20150714_007067	It's so fortunate that you were here.{nl}I wonder why we haven't heard anything from the soldiers that went to defeat the Gorgon.
QUEST_LV_0100_20150714_007068	Mirtis is dead, but the Vubbes are still following its order.{nl}And there's also a rumor that stronger Vubbes were spotted at the 2nd lot.{nl}
QUEST_LV_0100_20150714_007069	The village will be in mess if those Vubbes come out from the mine.{nl}Could you check the 2nd lot in Crystal Mine if you are okay?
QUEST_LV_0100_20150714_007070	You can go down to 2nd lot from the isolated district in the 3rd floor in Crystal Mine.{nl}Okay then, I am counting on you.
QUEST_LV_0100_20150714_007071	They are more dangerous Vubbes.{nl}We can't guarantee the safety of Klaipeda.
QUEST_LV_0100_20150714_007072	The Vubbes climbed up to the 1st lot? {nl}It's worse than I expected.
QUEST_LV_0100_20150714_007073	This is the scent I mixed exclusively for Vubbes. {nl}This will cause lethargy and fear.{nl}
QUEST_LV_0100_20150714_007074	It is a problem that it is still in the test stage, but you can't do anything about it at the moment.{nl}I will put it into the incense burner so please place it at 2nd lot in Crystal Mine.
QUEST_LV_0100_20150714_007075	I am researching with respect to various aspects so that it would never occur again.{nl}I can't think of a better way besides the scent at the moment.
QUEST_LV_0100_20150714_007076	Well done indeed.{nl}This is for testing so I don't know how long it would last, but I guess it would be safe for a while.
QUEST_LV_0100_20150714_007077	I am dizzy since the Pantos are keep trying to get out from Gele Plateau.{nl}If they go into the region where people live, that will be a big problem.{nl}
QUEST_LV_0100_20150714_007078	So I am thinking about sprinkling the scent of Moas onto the way to Gele Plateau.{nl}Moas are the biggest enemies of Pantos. I will think about a way to prevent it from going out somehow.
QUEST_LV_0100_20150714_007079	Are you going to help me? Then It will be grateful.{nl}Moas are spotted near Piene Fields. I want you to get their lumps.
QUEST_LV_0100_20150714_007080	Just get the lumps of Moas.{nl}I will do the rest.
QUEST_LV_0100_20150714_007081	Well done.{nl}I will do the rest. Thank you.
QUEST_LV_0100_20150714_007082	I am blocking Pantos from getting out of Gele Plateau with Watcher Erra.{nl}I will put something on the way which Pantos will be scared.{nl}
QUEST_LV_0100_20150714_007083	They are the things that can't be done by me...
QUEST_LV_0100_20150714_007084	Really? First, I need Fishermen's eyes and the essences of Ellums. {nl}I heard they live at the Entrance of Kateen Forest.
QUEST_LV_0100_20150714_007085	I never went up to the Entrance of Kateen Forest so I am scared.{nl}I heard that is the road where spirits lost their ways.
QUEST_LV_0100_20150714_007086	Gee. Disgusting.{nl}I will make the strings which Pantos will be scared.
QUEST_LV_0100_20150714_007087	Okay. I made the strings.{nl}Now, could you put them on the Srautas Gorge and Nefritas Cliff?
QUEST_LV_0100_20150714_007088	To tell you exactly.{nl}Hm... I will just mark it on the map.
QUEST_LV_0100_20150714_007089	Thanks for helping me.{nl}This must be effective so you can feel you did something worthwhile.
QUEST_LV_0100_20150714_007090	Do you know about Tilenis Prince who went missing while he was fleeing to Klaipeda?{nl}The mayor went out to welcome him, but they all went missing.{nl}
QUEST_LV_0100_20150714_007091	But recently, the brooch of the mayor was discovered.{nl}But, we can't investigate it publicly... Can you investigate for us?
QUEST_LV_0100_20150714_007092	The place where the brooch was discovered is called Sidabras Rest Place in Veja Ravine.{nl}And please accept this.{nl}
QUEST_LV_0100_20150714_007093	These are the eyes of the spirits that were created by the Bokor Master at my request.{nl}They make things that cannot be seen visible. This will be of use for you.
QUEST_LV_0100_20150714_007094	Klaipeda Mayor's Spirit
QUEST_LV_0100_20150714_007095	I am... Okay.{nl}He was fighting again. Prince...
QUEST_LV_0100_20150714_007096	Most of them died while returning with the colleagues of the prince.{nl}But, they weren't guided even after their deaths. {nl}
QUEST_LV_0100_20150714_007097	When they realized that, they continuously fought with them.{nl}The people who are serving the tree... they kidnapped the prince.
QUEST_LV_0100_20150714_007098	I can't stop this fight.{nl}Please save the prince...
QUEST_LV_0100_20150714_007099	The mayor... he already passed away.{nl}But, the prince may be still alive.{nl}
QUEST_LV_0100_20150714_007100	The people who are serving the trees. I guess I should investigate little more.{nl}Thanks for helping me.
QUEST_LV_0100_20150714_007101	I am okay even if I don't get guided.{nl}Please guide the prince...
QUEST_LV_0100_20150714_007102	The villagers of Andale Village who were slaughtered by the demons...{nl}I am sure they were scared. They must have had regrets.{nl}
QUEST_LV_0100_20150714_007103	We want to mourn for the ones who died.{nl}Don't you want to be with me.
QUEST_LV_0100_20150714_007104	The resentment of the villagers in Andale Village is floating around as a negative energy.{nl}Fill the beads I will give to you with the essences of Tini, absorb their resentment and bring them to me.
QUEST_LV_0100_20150714_007105	They had so much pains and felt unfair.{nl}This should never occur again.
QUEST_LV_0100_20150714_007106	With your help, the fight with Bramble has ended.{nl}But, his thorny vines are spreading with vicious energy.{nl}
QUEST_LV_0100_20150714_007107	If we leave it like that, the whole forest will be covered with thorny vines.{nl}But, since my power is not complete yet... I want to ask help from you.
QUEST_LV_0100_20150714_007108	You should eliminate the thorny vines that are on the way to Gate Route.{nl}If we don't block here, Siaulai Forest will also be covered with the thorny vines.
QUEST_LV_0100_20150714_007109	The vicious energy that spurts out from the thorny vines is very bad for humans.{nl}I hope you will be okay.
QUEST_LV_0100_20150714_007110	This is just only the slightest part.{nl}If we don't defeat the thorn Forest completely, the thorny vines will keep spreading.
QUEST_LV_0100_20150714_007111	The source of all thorny vines is Bramble... and Sirdgela Forest where he used to stay.{nl}To purify the forest, please locate my crystal that has my power in it.
QUEST_LV_0100_20150714_007112	I am sorry that I put heavy burden on your shoulders. {nl}But, you will be able to do it.
QUEST_LV_0100_20150714_007113	Thanks for your efforts.{nl}I will be keep staying here until Thorn Forest recovers it's original status.
QUEST_LV_0100_20150714_007114	Invisible substance... I mean spirits.{nl}I am researching about the relationship between the spirits and the magical power.
QUEST_LV_0100_20150714_007115	I just don't have time to get the essences that are needed for the experiment. {nl}I think you will be able to help me.
QUEST_LV_0100_20150714_007116	Bring this essence of chill.{nl}When you use this to the monsters in Poslinkis Forest, the spirits will be frozen.{nl}
QUEST_LV_0100_20150714_007117	When you defeat that monster, you will be able to obtain frozen spirit fragments.{nl}Put that into the magical power condenser. I've used them long time ago, but some of them should be still remaining.
QUEST_LV_0100_20150714_007118	I've used it long time ago so it may show some strange results.{nl}That's why I needed your help.
QUEST_LV_0100_20150714_007119	This innocent essence of chill... It is as I thought.{nl}Ah, you were almost on the blink of the death. That's why I called you.
QUEST_LV_0100_20150714_007120	As I was tiding up the objects of my older brother, strange beads came out.{nl}It was written on the memo that the beads are there to find the hidden objects of him easily.{nl}
QUEST_LV_0100_20150714_007121	But the manual... It will be hard for me.{nl}So how about you have it?
QUEST_LV_0100_20150714_007122	I mean. They told me to defeat the monsters near this bead.{nl}Then the monsters' magical power will recharge the bead. It's too hard for me.
QUEST_LV_0100_20150714_007123	I know it's sad, but we should live on. {nl}I can't just stay sad when I think about my brother.
QUEST_LV_0100_20150714_007124	Is recharging enough?{nl}I feel sad again as I look at that bead again.
QUEST_LV_0100_20150714_007125	The bead will tell us where the hidden objects of my brother are located.{nl}I don't know what's gonna come out, but please use them well.
QUEST_LV_0100_20150714_007126	If I can't have it, I hope it gets used for a better objective.{nl}I am sure my brother also thinks like that.
QUEST_LV_0100_20150714_007127	My disciple created the magic summon field, but something is wrong.{nl}Maybe... it is connected to the different world. {nl}
QUEST_LV_0100_20150714_007128	If it goes wrong, the demons would come out to this world.{nl}Please. I will stop the summon ritual here so please break the magic circle at Aqueduct region.
QUEST_LV_0100_20150714_007129	We can't do anything if the portal completely opens.{nl}What the hell is happening at Aqueduct region?
QUEST_LV_0100_20150714_007130	Succeeded?{nl}I think there's something that connects to the other world at Aqueduct region.{nl}What the hell is that...
QUEST_LV_0100_20150714_007131	Priest Ramelie
QUEST_LV_0100_20150714_007132	The sealed tower that was protected by the Revelator is being attacked again.{nl}But, it can't be protected by us and the villagers.
QUEST_LV_0100_20150714_007133	The first seal of the sealed tower is already destroyed by the attacks from the demons.{nl}The second seal still remains, but I don't know how long we can hold up.
QUEST_LV_0100_20150714_007134	The goddess asked us to protect the seal. {nl}Now, only one we can trust is you, the Revelator.
QUEST_LV_0100_20150714_007135	Is the seal okay?{nl}I don't know how many times I've prayed to wish that you are okay.
QUEST_LV_0100_20150714_007136	Now is the time to restore the first seal.{nl}I know it's going to be hard, but I can't seek help for this.
QUEST_LV_0100_20150714_007137	Are you really going to help? How grateful...{nl}First fill the crest of Goddess Austeja with the sacred energy near the altar.{nl}
QUEST_LV_0100_20150714_007138	When you dedicate the completed crest of the goddess to the sealed tower, the seal will be filled again.{nl}
QUEST_LV_0100_20150714_007139	Even if you've done the dedication, you can't seal the vicious energy completely. {nl}This attack will not be the last. I hope the goddess return fast.
QUEST_LV_0100_20150714_007140	We can't just rely everything on the goddess.{nl}But, I don't know if we could hold up anymore.
