ETC_20150317_000001	Kepa
ETC_20151224_018857	OptDesc/Time Bomb Arrow Skill Lv +1
ETC_20151224_018858	OptDesc/Bounce Shot Skill Lv +1
ETC_20151224_018859	OptDesc/Spiral Arrow Skill Lv +1
ETC_20151224_018860	OptDesc/Stake Stockades Skill Lv +1
ETC_20151224_018861	OptDesc/Conceal Skill Lv +1
ETC_20151224_018862	OptDesc/Claymore Skill Lv +1
ETC_20151224_018863	OptDesc/Punji Steak Skill Lv +1
ETC_20151224_018864	OptDesc/Detonate Trap Skill Lv +1
ETC_20151224_018865	OptDesc/Broom Trap Skill Lv +1
ETC_20151224_018866	OptDesc/Collar Bomb Skill Lv +1
ETC_20151224_018867	OptDesc/Spike Shooter Skill Lv +1
ETC_20151224_018868	OptDesc/Detoxify Skill Lv +1
ETC_20151224_018869	OptDesc/Needle Blow Skill Lv +1
ETC_20151224_018870	OptDesc/Bewitch Skill Lv +1
ETC_20151224_018871	OptDesc/Wugong Gu Skill Lv +1
ETC_20151224_018872	OptDesc/Zhendu Skill Lv +1
ETC_20151224_018873	OptDesc/Throw Gu Pot Skill Lv +1
ETC_20151224_018874	OptDesc/Jincan Gu Skill Lv +1
ETC_20151224_018875	OptDesc/Flu Flu Skill Lv +1
ETC_20151224_018876	OptDesc/Flare Shot Skill Lv +1
ETC_20151224_018877	OptDesc/Cloaking Skill Lv +1
ETC_20151224_018878	OptDesc/Perspective Distortion Skill Lv +1
ETC_20151224_018879	OptDesc/Scan Skill Lv +1
ETC_20151224_018880	OptDesc/Split Arrow Skill Lv +1
ETC_20151224_018881	OptDesc/Sneak Hit Skill Lv +1
ETC_20151224_018882	OptDesc/Feint Skill Lv +1
ETC_20151224_018883	OptDesc/Capture Skill Lv +1
ETC_20151224_018884	OptDesc/Vendetta Skill Lv +1
ETC_20151224_018885	OptDesc/Burrow Skill Lv +1
ETC_20151224_018886	OptDesc/Evasion Skill Lv +1
ETC_20151224_018887	OptDesc/Lachrymator Skill Lv +1
ETC_20151224_018888	OptDesc/Backstab Skill Lv +1
ETC_20151224_018889	OptDesc/Concentrated Fire Skill Lv +1
ETC_20151224_018890	OptDesc/Caracole Skill Lv +1
ETC_20151224_018891	OptDesc/Limacon Skill Lv +1
ETC_20151224_018892	OptDesc/Retreat Shot Skill Lv +1
ETC_20151224_018893	OptDesc/Broadhead Skill Lv +1
ETC_20151224_018894	OptDesc/Bodkin Point Skill Lv +1
ETC_20151224_018895	OptDesc/Barbed Arrow Skill Lv +1
ETC_20151224_018896	OptDesc/Crossfire Skill Lv +1
ETC_20151224_018897	OptDesc/Magic Arrow Skill Lv +!
ETC_20151224_018898	OptDesc/Divine Arrow Skill Lv +1
ETC_20151224_018899	OptDesc/Roost Skill Lv +1
ETC_20151224_018900	OptDesc/Circling Skill Lv +1
ETC_20151224_018901	OptDesc/Hovering Skill Lv +1
ETC_20151224_018902	OptDesc/Pheasant Skill Lv +1
ETC_20151224_018903	OptDesc/Hanging Shot Skill Lv +1
ETC_20151224_018904	OptDesc/Cannon Shot Skil Level +1
ETC_20151224_018905	OptDesc/Shoot Down Skill Lv +1
ETC_20151224_018906	OptDesc/Siege Burst Skill Lv +1
ETC_20151224_018907	OptDesc/Cannon Blast Skill Lv +1
ETC_20151224_018908	OptDesc/Heal Skill Lv +1
ETC_20151224_018909	OptDesc/Cure Skill Lv +1
ETC_20151224_018910	OptDesc/Safety Zone Skill Lv +1
ETC_20151224_018911	OptDesc/Deprotected Zone Skill Lv +1
ETC_20151224_018912	OptDesc/Divine Might Skill Lv +1
ETC_20151224_018913	OptDesc/Fade Skill Lv +1
ETC_20151224_018914	OptDesc/Guardian Saint Skill Lv +1
ETC_20151224_018915	OptDesc/Aspersion Skill Lv +1
ETC_20151224_018916	OptDesc/Monstrance Skill Lv +1
ETC_20151224_018917	OptDesc/Blessing Skill Lv +1
ETC_20151224_018918	OptDesc/Sacrament Skill Lv +1
ETC_20151224_018919	OptDesc/Revive Skill Lv +1
ETC_20151224_018920	OptDesc/Mass Heal Skill Lv +1
ETC_20151224_018921	OptDesc/Exorcise Skill Lv +1
ETC_20151224_018922	OptDesc/Stone Skin Skill Lv +1
ETC_20151224_018923	OptDesc/Aukuras Skill Lv +1
ETC_20151224_018924	OptDesc/Zalciai Skill Lv +1
ETC_20151224_018925	OptDesc/Daino Skill Lv +1
ETC_20151224_018926	OptDesc/Zaibas Skill Lv +1
ETC_20151224_018927	OptDesc/Divine Stigma Skill Lv +1
ETC_20151224_018928	OptDesc/Melstis Skill Lv +1
ETC_20151224_018929	OptDesc/Hexing Skill Lv +1
ETC_20151224_018930	OptDesc/Effigy Skill Lv +1
ETC_20151224_018931	OptDesc/Zombify Skill Lv +1
ETC_20151224_018932	OptDesc/Mackangdal Skill Lv +1
ETC_20151224_018933	OptDesc/Bwa Kayiman Skill Lv +1
ETC_20151224_018934	OptDesc/Samediveve Skill Lv +1
ETC_20151224_018935	OptDesc/Ogouveve Skill Lv +1
ETC_20151224_018936	OptDesc/Damballa Skill Lv +1
ETC_20151224_018937	OptDesc/Chortasmata Skill Lv +1
ETC_20151224_018938	OptDesc/Carnivory Skill Lv +1
ETC_20151224_018939	OptDesc/Sterea Trofh Skill Lv +1
ETC_20151224_018940	OptDesc/Transform Skill Lv +1
ETC_20151224_018941	OptDesc/Shape Shifting Skill Lv +1
ETC_20151224_018942	OptDesc/Telepath Skill Lv +1
ETC_20151224_018943	OptDesc/Out of Body Skill Lv +1
ETC_20151224_018944	OptDesc/Astral Body Explosion Skill Lv +1
ETC_20151224_018945	OptDesc/Vashita Siddhi Skill Lv +1
ETC_20151224_018946	OptDesc/Possession Skill Lv +1
ETC_20151224_018947	OptDesc/Statue of Goddess Vakarine Skill Lv +1
ETC_20151224_018948	OptDesc/Statue of Goddess Zemyna Skill Lv +1
ETC_20151224_018949	OptDesc/Statue of Goddess Laima Skill Lv +1
ETC_20151224_018950	OptDesc/Carve Attack Skill Lv +1
ETC_20151224_018951	OptDesc/Carve Owl Skill Lv +1
ETC_20151224_018952	OptDesc/Carve World Tree Skill Lv +1
ETC_20151224_018953	OptDesc/Statue of Goddess Ausrine Skill Lv +1
ETC_20151224_018954	OptDesc/Arcane Energy Skill Lv +1
ETC_20151224_018955	OptDesc/Change Skill Lv +1
ETC_20151224_018956	OptDesc/Counter Spell Skill Lv +1
ETC_20151224_018957	OptDesc/Forecast Skill Lv +1
ETC_20151224_018958	OptDesc/Prophecy Skill Lv +1
ETC_20151224_018959	OptDesc/Iron Skin Skill Lv +1
ETC_20151224_018960	OptDesc/Double Punch Skill Lv +1
ETC_20151224_018961	OptDesc/Palm Strike Skill Lv +1
ETC_20151224_018962	OptDesc/Hand Knife Skill Lv +1
ETC_20151224_018963	OptDesc/Energy Blast Skill Lv +1
ETC_20151224_018964	OptDesc/One Inch Punch Skill Lv +1
ETC_20151224_018965	OptDesc/God Finger Flick Skill Lv +1
ETC_20151224_018966	OptDesc/Golden Bell Shield Skill Lv +1
ETC_20151224_018967	OptDesc/Simony Skill Lv +1
ETC_20151224_018968	OptDesc/Indulgentia Skill Lv +1
ETC_20151224_018969	OptDesc/Discerning Evil Skill Lv +1
ETC_20151224_018970	OptDesc/Increase Magic Defense Skill Lv +1
ETC_20151224_018971	OptDesc/Oblation Skill Lv +1
ETC_20151224_018972	OptDesc/Smite Skill Lv +1
ETC_20151224_018973	OptDesc/Restoration Skill Lv +1
ETC_20151224_018974	OptDesc/Resist Eelements Skill Lv +1
ETC_20151224_018975	OptDesc/Turn Undead Skill Lv +1
ETC_20151224_018976	OptDesc/Conversion Skill Lv +1
ETC_20151224_018977	OptDesc/Barrier Skill Lv +1
ETC_20151224_018978	OptDesc/Conviction Skill Lv +1
ETC_20151224_018979	Two-handed Bow
ETC_20151224_018980	One-handed Sword Pistol
ETC_20151224_018981	One-handed Spear Pistol
ETC_20151224_018982	Rapier Pistol
ETC_20151224_018983	Recipe - Protection Barrier Crystal
ETC_20151224_018984	A recipe to create a Protection Barrier Crystal
ETC_20151224_018985	Recipe - Scout Master's Special Medicine
ETC_20151224_018986	A recipe to create the Scout Master's special medicine
ETC_20151224_018987	Recipe - Letter Scroll
ETC_20151224_018988	A recipe to reveal the hidden letters on the empty scroll
ETC_20151224_018989	Recipe - Demion Sword
ETC_20151224_018990	Recipe - Koperon Sword
ETC_20151224_018991	Recipe - Superior Koperon Sword
ETC_20151224_018992	Recipe - Shark Cutter
ETC_20151224_018993	Recipe - Overknife
ETC_20151224_018994	Recipe - Twin Blade
ETC_20151224_018995	Recipe - Superior Twin Blade
ETC_20151224_018996	Recipe - Spell Breaker
ETC_20151224_018997	Recipe - Servant Rod 
ETC_20151224_018998	Recipe - Corona Rod
ETC_20151224_018999	Recipe - Superior Corona Rod
ETC_20151224_019000	Recipe - Circle Rod
ETC_20151224_019001	Recipe - Drake Staff
ETC_20151224_019002	Recipe - Superior Drake Staff
ETC_20151224_019003	Recipe - Cross Staff
ETC_20151224_019004	Recipe - Superior Cross Staff
ETC_20151224_019005	Recipe - Astro Staff
ETC_20151224_019006	Recipe - Superior Astro Staff
ETC_20151224_019007	Recipe - Bokun Staff
ETC_20151224_019008	Recipe - Evil Staff
ETC_20151224_019009	Recipe - Superior Evil Staff
ETC_20151224_019010	Recipe - Power Staff
ETC_20151224_019011	Recipe - Rogue Bow
ETC_20151224_019012	Recipe - Wreech Bow
ETC_20151224_019013	Recipe - Superior Wreech Bow
ETC_20151224_019014	Recipe - Marksman
ETC_20151224_019015	Recipe - Windlass
ETC_20151224_019016	Recipe - Kracked Shooter
ETC_20151224_019017	Recipe - Superior Kracked Shooter
ETC_20151224_019018	Recipe - Bandit
ETC_20151224_019019	Recipe - Sledgehammer
ETC_20151224_019020	Recipe - Burawa
ETC_20151224_019021	Recipe - Superior Burawa
ETC_20151224_019022	Recipe - Iron Fist
ETC_20151224_019023	Recipe - Chauve-souris 
ETC_20151224_019024	Recipe - Corsesca
ETC_20151224_019025	Recipe - Superior Corsesca
ETC_20151224_019026	Recipe - Halberd
ETC_20151224_019027	Recipe - Demon Pike
ETC_20151224_019028	Recipe - Superior Demon Pike
ETC_20151224_019029	Recipe - Cripple
ETC_20151224_019030	Recipe - Superior Rapier
ETC_20151224_019031	Recipe - Dual Rapier
ETC_20151224_019032	Recipe - Superior Dual Rapier
ETC_20151224_019033	Recipe - Spada
ETC_20151224_019034	Recipe - Long Pistol
ETC_20151224_019035	Recipe - Royal Pistol
ETC_20151224_019036	Recipe - Superior Royal Pistol
ETC_20151224_019037	Recipe - Musket
ETC_20151224_019038	Recipe - Superior Musket
ETC_20151224_019039	Recipe - Finisher
ETC_20151224_019040	Recipe - Librarian Gloves 
ETC_20151224_019041	Recipe - Librarian Boots 
ETC_20151224_019042	Recipe - Librarian Pants 
ETC_20151224_019043	Recipe - Librarian Robe 
ETC_20151224_019044	Recipe - Veteran Gloves 
ETC_20151224_019045	Recipe - Veteran Boots 
ETC_20151224_019046	Recipe - Veteran Pants 
ETC_20151224_019047	Recipe - Veteran Tunic 
ETC_20151224_019048	Recipe - Knight Gauntlets 
ETC_20151224_019049	Recipe - Knight Greaves 
ETC_20151224_019050	Recipe - Knight Leggings 
ETC_20151224_019051	Recipe - Knight Armor 
ETC_20151224_019052	Recipe - Royal Mage Gloves
ETC_20151224_019053	Recipe - Royal Mage Boots
ETC_20151224_019054	Recipe - Royal Mage Pants
ETC_20151224_019055	Recipe - Royal Mage Robe
ETC_20151224_019056	Recipe - Bandit Gloves
ETC_20151224_019057	Recipe - Bandit Boots
ETC_20151224_019058	Recipe - Bandit Pants
ETC_20151224_019059	Recipe - Bandit Armor
ETC_20151224_019060	Recipe - Royal Guard Gloves
ETC_20151224_019061	Recipe - Royal Guard Greaves
ETC_20151224_019062	Recipe - Royal Guard Pants
ETC_20151224_019063	Recipe - Royal Guard Armor
ETC_20151224_019064	Recipe - Superior Royal Mage Gauntlets
ETC_20151224_019065	Recipe - Superior Royal Mage Boots
ETC_20151224_019066	Recipe - Superior Royal Mage Pants
ETC_20151224_019067	Recipe - Superior Royal Mage Robe
ETC_20151224_019068	Recipe - Superior Bandit Gloves
ETC_20151224_019069	Recipe - Superior Bandit Boots
ETC_20151224_019070	Recipe - Superior Bandit Pants
ETC_20151224_019071	Recipe - Superior Bandit Armor
ETC_20151224_019072	Recipe - Superior Royal Guard Gauntlets
ETC_20151224_019073	Recipe - Superior Royal Guard Greaves
ETC_20151224_019074	Recipe - Superior Royal Guard Pants
ETC_20151224_019075	Recipe - Superior Royal Guard Armor
ETC_20151224_019076	Recipe - Velnia Monkey Leather Pants
ETC_20151224_019077	Recipe - Velnia Monkey Leather Armor
ETC_20151224_019078	Recipe - Elgos Gloves
ETC_20151224_019079	Recipe - Elgos Boots
ETC_20151224_019080	Recipe - Elgos Pants
ETC_20151224_019081	Recipe - Elgos Robe
ETC_20151224_019082	Recipe - Ibre Gloves
ETC_20151224_019083	Recipe - Ibre Boots
ETC_20151224_019084	Recipe - Ibre Pants
ETC_20151224_019085	Recipe - Ibre Armor
ETC_20151224_019086	Recipe - Grynas Gauntlets
ETC_20151224_019087	Recipe - Grynas Greaves
ETC_20151224_019088	Recipe - Grynas Leggings
ETC_20151224_019089	Recipe - Grynas Armor
ETC_20151224_019090	Recipe - Guardsman Shield
ETC_20151224_019091	Recipe - Claria Shield
ETC_20151224_019092	Recipe - Ferret Marauder Shield
ETC_20151224_019093	Recipe - Alemeth Tower Shield
ETC_20151224_019094	Recipe - Pavaisa Shield
ETC_20151224_019095	Recipe - Chura
ETC_20151224_019096	Recipe - Superior Chura
ETC_20151224_019097	Recipe - Blood Dagger
ETC_20151224_019098	Recipe - Superior Sage Necklace
ETC_20151224_019099	Recipe - Guardian Necklace
ETC_20151224_019100	Recipe - Superior Guardian Necklace
ETC_20151224_019101	Recipe - Maven Necklace
ETC_20151224_019102	Recipe - Elements Dance
ETC_20151224_019103	Recipe - Superior Star Bracelet
ETC_20151224_019104	Recipe - Stone Bracelet
ETC_20151224_019105	Recipe - Superior Gem Bracelet
ETC_20151224_019106	Recipe - Kranto Bracelet
ETC_20151224_019107	Recipe - Gem Bracelet
ETC_20151224_019108	Recipe - White Tiger Mask
ETC_20151224_019109	Recipe - Winter Hat
ETC_20151224_019110	Recipe - Boater
ETC_20151224_019111	Recipe - Noble Hat
ETC_20151224_019112	Recipe - Ritual Coffin
ETC_20151224_019113	Recipe - Canine Head Decoration
ETC_20151224_019114	Recipe - Dignity Miter
ETC_20151224_019115	Recipe - Prestige Miter
ETC_20151224_019116	Recipe - Imposing Miter
ETC_20151224_019117	Recipe - Tribal Chief Head Decoration
ETC_20151224_019118	Recipe - Cat Ears 
ETC_20151224_019119	Recipe - Cannon
ETC_20151224_019120	Recipe - Superior Cannon
ETC_20151224_019121	FAQ : Lodge{nl}1) You can change the name of your lodge by clicking "Lodge Settings".{nl}2) You can purchase Lodge skins using TP by clicking "Change Lodge".{nl}3) You can select a channel from the Lodge.
ETC_20151224_019122	Enter '/y' in the chat window to send a world message. (Requires a Megaphone)
ETC_20151224_019123	Level Reset
ETC_20151224_019124	/guildinvite
ETC_20151224_019125	The client has been shutdown due to a display driver error.{nl}Please contact the manufacturer for assistance
ETC_20151224_019126	The client has been shutdown due to a audio driver error.{nl}Please install or reinstall the audio driver.
ETC_20151224_019127	Failed to receive a data response. Please try again later.
ETC_20151224_019128	This player has too much data information. Please contact us through the forums with a ticket.
ETC_20151224_019129	{Time} minutes remaining on your Internet Cafe PC.
ETC_20151224_019130	An error occurred when loading your character. If you encounter this problem again, please contact us through the forums with a ticket.
ETC_20151224_019131	There is no response from the data. Please try again later. Error code: {ErrorCode}
ETC_20151224_019132	Guild Chat
ETC_20151224_019133	You cannot use the word {Word}.
ETC_20151224_019134	The character name must be at least %s bytes.
ETC_20151224_019135	The character name must be less than %s bytes.
ETC_20151224_019136	The current amount of players joined has been exceeded.
ETC_20151224_019137	You have reached the maximum amount{nl}of characters in this Lodge{nl}Do you want to purchase a character slot?
ETC_20151224_019138	You cannot dismount your companion while using a skill.
ETC_20151224_019139	The name must be less than {LEN} bytes.
ETC_20151224_019140	This item's price can't be estimated until there is more on the Market.
ETC_20151224_019141	{Price} TP will be charged to hire for {Minute} minutes. Do you wish to continue?
ETC_20151224_019142	Wrong equipment. Please check the title.
ETC_20151224_019143	You've received the item.
ETC_20151224_019144	It is applied with the reconnection.
ETC_20151224_019145	You do not have the required Zombie for this skill.
ETC_20151224_019146	You do not have enough silver for the owner's Offering Box.
ETC_20151224_019147	You do not have enough points.
ETC_20151224_019148	Maximum Level
ETC_20151224_019149	Do you want to revive this companion? {Price} will be charged.
ETC_20151224_019150	You can only use this while in Rest Mode.
ETC_20151224_019151	You cannot delete this character{nl}because it has items equipped.
ETC_20151224_019152	Do you want to use {TP} TP{nl}to expand {SLOT} slots?
ETC_20151224_019153	Your skill level is not high enough.
ETC_20151224_019154	You have reached the maximum amount of characters in this Lodge{nl}Please try again after deleting an existing character.
ETC_20151224_019155	Loading the intro...
ETC_20151224_019156	Do you want to see the intro again?
ETC_20151224_019157	Current Location
ETC_20151224_019158	There is an existing item that can be obtained.{nl}You can delete it after receiving all items.
ETC_20151224_019159	Do you want to receive this item on {PC}? The item cannot be refunded or returned after retrieval. 
ETC_20151224_019160	You cannot use the Warpstone right now.
ETC_20151224_019161	Contains words that cannot be used.
ETC_20151224_019162	While a shop is open, you cannot delete your character.
ETC_20151224_019163	Unlimited access to instanced dungeons for 3 days
ETC_20151224_019164	Reset entries for Dungeons & Mercenary missions
ETC_20151224_019165	Start the game from the homepage and remove Protection Mode and connect to the game again.
ETC_20151224_019166	You cannot use this here.
ETC_20151224_019167	Enter a name for your Offering Box.
ETC_20151224_019168	Your silver has been lost as a penalty for dying.
ETC_20151224_019169	{nl}The gem's level decreases upon extraction.{nl}Are you sure you want to extract a gem?{nl}(However, a monster gem and a Lv1 gem or below will disappear.) 
ETC_20151224_019170	You need to sit down to craft.
ETC_20151224_019171	Hair Accessory
ETC_20151224_019172	Dagger
ETC_20151224_019173	Cannon
ETC_20151224_019174	Rifle
ETC_20151224_019175	Poison Pot
ETC_20151224_019176	Select a character to receive the item
ETC_20151224_019177	You cannot lock an already locked item.
ETC_20151224_019178	Male only
ETC_20151224_019179	Female only
ETC_20151224_019180	Unable to equip
ETC_20151224_019181	If you register this item, the potential{nl}will decrease after it is traded{nl}Would you like to register it?
ETC_20151224_019182	The potential of this item will be decreased after it is traded. Will you accept?
ETC_20151224_019183	There are no tools to repair.
ETC_20151224_019184	You are too close to the NPC.
ETC_20151224_019185	Enter a name for your companion
ETC_20151224_019186	Ability Reduce
ETC_20151224_019187	Bring Along
ETC_20151224_019188	Your companion cannot equip this.
ETC_20151224_019189	This item cannot be used in its current state.
ETC_20151224_019190	You cannot mount your companion while you are transforming.
ETC_20151224_019191	You cannot rest while you are using a skill.
ETC_20151224_019192	Message
ETC_20151224_019193	Free
ETC_20151224_019194	New Costumes
ETC_20151224_019195	Limited Costumes
ETC_20151224_019196	Pet
ETC_20151224_019197	Male Hairstyle
ETC_20151224_019198	Female Hairstyle
ETC_20151224_019199	Appearance
ETC_20151224_019200	Limited Items
ETC_20151224_019201	[Memo]
ETC_20151224_019202	You already have this item.
ETC_20151224_019203	Male Costume
ETC_20151224_019204	Female Costume
ETC_20151224_019205	You don't have any quests to move to in the area.
ETC_20151224_019206	Party Quest Count : {count} / {max}{nl}
ETC_20151224_019207	A quest has been selected!
ETC_20151224_019208	Cannot find the NPC.
ETC_20151224_019209	Today's Correct Answers : {DAYPLAYCOUNT} {nl} Remaining Attempts : {COUNT}{nl}The range you can select in between is {MIN} ~ {MAX}.{nl}Please select it within the specified range. 
ETC_20151224_019210	Select a number.
ETC_20151224_019211	Please select a number within the range of {MIN} ~ {MAX}.
ETC_20151224_019212	The correct answer is bigger than {INPUT}.
ETC_20151224_019213	The correct answer is smaller than {INPUT}.
ETC_20151224_019214	This number has already been selected.{nl} Please select again from {MIN} ~ {MAX}.
ETC_20151224_019215	You've completed {DAYPLAYCOUNT} times out of {DAYMAXCOUNT} today.
ETC_20151224_019216	 is the correct answer.
ETC_20151224_019217	Remaining Attempts : {COUNT}{nl}Please select {DIGIT} different numbers between 0 ~ 9.
ETC_20151224_019218	All matching numbers: {STRIKE}{nl}Correct answer number count : {BALL}{nl}Wrong answer number count : {OUT}
ETC_20151224_019219	Today's Successes : {DAYPLAYCOUNT}{nl}You've succeeded {COUNT} times!
ETC_20151224_019220	Remaining Attempts : {nl}You've failed.{nl}The correct answer is {VALUE}.
ETC_20151224_019221	The number to find : {NEXT}
ETC_20151224_019222	You've found all the numbers
ETC_20151224_019223	You've found all the numbers of today 
ETC_20151224_019224	Obtain the following number and arithmetic {MIXINGMAX}{nl}by hunting monsters to create the combination of {VALUETARGET}.
ETC_20151224_019225	Target Number : {VALUETARGET}{nl}Combine the following {MIXINGMAX} numbers and arithmetics. {nl} Owned Arithmetic : + ({s1}), - ({s2}), * ({s3}), / ({s4}){nl} Owned Number : 1 ({n1}), 2 ({n2}), 3 ({n3}), 4 ({n4}), 5 ({n5}), 6 ({n6}), 7 ({n7}), 8 ({n8}), 9 ({n9}){nl} Combination of Value : {MIXING}
ETC_20151224_019226	The number combination has been completed!
ETC_20151224_019227	You lack the numbers and arithmetics.{nl}{CARD}
ETC_20151224_019228	You lack the number number.{nl}{CARD}
ETC_20151224_019229	You lack the arithmetics.{nl}{CARD}
ETC_20151224_019230	Acquired {CARD} for the number combination!
ETC_20151224_019231	The timeframe of the number combination has expired
ETC_20151224_019232	Currently owned :
ETC_20151224_019233	Failed.{nl}Objective : {VALUETARGET}{nl}Combination Value : {MIXING} 
ETC_20151224_019234	You will restart after {NEXTTIME} hours.
ETC_20151224_019235	You've succeeded in the defense!
ETC_20151224_019236	You've already obtained the rewards.
ETC_20151224_019237	Obtained {VALUE} achievement points
ETC_20151224_019238	Acquired the starting town return stone{nl}Please check your inventory
ETC_20151224_019239	This cannot be used in Orsha.
ETC_20151224_019240	Find the same number dice within {MIN} minutes!
ETC_20151224_019241	There are no same dice!
ETC_20151224_019242	The dice number is different
ETC_20151224_019243	You've found the same dice number!
ETC_20151224_019244	The monsters are trying to destroy the Guardian Statue{nl}Protect it from the monsters
ETC_20151224_019245	Acquired silver as a reward for showing your Adventure Journal
ETC_20151224_019246	The reward will be provided in silver
ETC_20151224_019247	 You can receive a quest reward{nl}in order to progress the quest
ETC_20151224_019248	 with your party members.
ETC_20151224_019249	 {nl}Do you want to abandon this quest?
ETC_20151224_019250	 You should first close the shop that is open,{nl}with party members
ETC_20151224_019251	The quest failed since the refugees have died!{nl}This quest can not be restarted for 5 minutes
ETC_20151224_019252	You failed to obtain useable materials!
ETC_20151224_019253	Instead of usable materials, an Orange Dandel appeared!
ETC_20151224_019254	Infrobirk was caught by the trap
ETC_20151224_019255	You've absorbed the Guardian's energy!
ETC_20151224_019256	You've placed the signal flare trap!{nl}Wait until the demons get lured to it!
ETC_20151224_019257	You've collected the Mochia Stems
ETC_20151224_019258	Making a bonfire
ETC_20151224_019259	This bonfire is already lit up
ETC_20151224_019260	You've lit the bonfire!
ETC_20151224_019261	Acquired a Useful Object
ETC_20151224_019262	You've brought the settler to Dallanas
ETC_20151224_019263	Bring the settler to Dallanas
ETC_20151224_019264	Dallanas? Let's hurry!
ETC_20151224_019265	I am sure they were here...
ETC_20151224_019266	What was the bishop thinking...
ETC_20151224_019267	I guess he was in a hurry...
ETC_20151224_019268	Is this a note?
ETC_20151224_019269	It seems that there are more things like this.
ETC_20151224_019270	You've found the Half-burned Note
ETC_20151224_019271	You've found the bonfire from within the foliage.{nl}Look for clues from the bonfire.
ETC_20151224_019272	You've burned down the Smelly Cart
ETC_20151224_019273	The monster became excited because of the stimulant
ETC_20151224_019274	You've checked the burnt message
ETC_20151224_019275	You've checked the extinguished bornfire
ETC_20151224_019276	You've checked the discarded bag
ETC_20151224_019277	You've removed the Ominous Magic Circle
ETC_20151224_019278	You've found a Chaser's Package
ETC_20151224_019279	Trace found by Jolly
ETC_20151224_019280	The Cursed Idol becomes more powerful by absorbing the demon magic!
ETC_20151224_019281	You must defeat the demon nearby the Cursed Idol!
ETC_20151224_019282	Using the Unidentified Package
ETC_20151224_019283	Using the Unidentified Package, you knock backed the surrounding demons
ETC_20151224_019284	Using the Unidentified Package, you dealt damage to the surrounding demons
ETC_20151224_019285	Using the Unidentified Package, your HP restored a little bit
ETC_20151224_019286	You've worshiped the Goddess Statue
ETC_20151224_019287	Jolly is already following you.
ETC_20151224_019288	Jolly found a footprint!{nl}Check it out
ETC_20151224_019289	You've found the priests' footprints
ETC_20151224_019290	You've destroyed the fragments of the Cursed Idol!
ETC_20151224_019291	Collecting the Twinkling Pearl Powder
ETC_20151224_019292	You've collected the Twinkling Pearl Powder
ETC_20151224_019293	Activating
ETC_20151224_019294	Draznie's Hallucination
ETC_20151224_019295	The trap is already activated
ETC_20151224_019296	The trap is activated{nl}Decoy the surrounding demon to the trap!
ETC_20151224_019297	You've destroyed the Cursed Idol!
ETC_20151224_019298	You've defeated Demon Lord Marnox!{nl}Retrieve the Demon Orders from the sealed chest!
ETC_20151224_019299	You can't do this right now
ETC_20151224_019300	Acquired the Demon Orders
ETC_20151224_019301	Retrieving
ETC_20151224_019302	Acquired Priest Gelija's Medicine Pouch
ETC_20151224_019303	You've purified the Destroyed Idol Fragment!
ETC_20151224_019304	You've not weakened the power of the idol yet
ETC_20151224_019305	Acquired the old oil pocket
ETC_20151224_019306	Thanks for help!
ETC_20151224_019307	The trap is killing me!
ETC_20151224_019308	You've brought the crystal's power into the Orb of Return
ETC_20151224_019309	You've released the blessing spirit bestowed on the altar
ETC_20151224_019310	Releasing the blessing spirit
ETC_20151224_019311	You've found the box that seems to belong to Bishop Urbonas{nl}You cannot open the box, so just bring it to Pranas in Orsha
ETC_20151224_019312	You've found a torn cloth belonging to the priests
ETC_20151224_019313	You've found a fragment of the priests' object
ETC_20151224_019314	Pranas!
ETC_20151224_019315	I will follow you to Orsha!
ETC_20151224_019316	Guild Instanced Dungeon Mission
ETC_20151224_019317	Guild Field Boss
ETC_20151224_019318	Guild Raid
ETC_20151224_019319	 List
ETC_20151224_019320	Please select a guild event
ETC_20151224_019321	About the information
ETC_20151224_019322	It is first text information of the guild instance mission sample in the Mage Tower
ETC_20151224_019323	It is first text information of the guild instance mission sample in the Royal Mausoleum
ETC_20151224_019324	It is first text information of the guild instance mission sample in the Canyon Area
ETC_20151224_019325	It is first text information of the guild instance mission sample in the Thorn Forest
ETC_20151224_019326	You cannot find the mission
ETC_20151224_019327	The Star Stone has been finished charging
ETC_20151224_019328	Pushing the Wagon
ETC_20151224_019329	You've collected the essence of light{nl}(
ETC_20151224_019330	Controlling the Wind Control Device
ETC_20151224_019331	You've activating the Wind Control Device
ETC_20151224_019332	You've stoped the Wind Control Device
ETC_20151224_019333	You are already possessed the bomb
ETC_20151224_019334	Acquired the bomb{nl}Attach it to Sequoia
ETC_20151224_019335	You've attached the bomb onto Sequoia{nl}(
ETC_20151224_019336	You don't have a bomb
ETC_20151224_019337	You've impacted Sequoia{nl}(
ETC_20151224_019338	The flame of Sequoia has found you
ETC_20151224_019339	Sequoia fell asleep to recover its HP{nl}Defeat Sequoia to prevent it from recovering HP
ETC_20151224_019340	You've defeated the monster{nl}(
ETC_20151224_019341	You've defeated Bearkaras!{nl}Search for the parts nearby the Spare Purifier
ETC_20151224_019342	The magical power of Valius should be injected to the lamp of the proof for the artifacts of Valius{nl}Use the Brooch that is endowed with the magical power of Balryus
ETC_20151224_019343	Collecting the Fruit-smelling fragment
ETC_20151224_019344	You've collected the Fruit-smelling fragment
ETC_20151224_019345	A monster is that already has the fragment
