ETC_20150317_000001	$Kepa
ETC_20150317_009305	Royal Mausoleum 3F
ETC_20150317_009306	Guardian's Energy
ETC_20150317_009307	Byway
ETC_20150317_009308	Magic Vessel
ETC_20150317_009309	Royal Secret Document
ETC_20150317_009310	Pot with Magic Source
ETC_20150317_009311	Corrupted Core
ETC_20150317_009312	Hidden Quest NPC Summon
ETC_20150317_009313	Charged Royal Mausoleum Cube
ETC_20150317_009314	Installation Site of Completed Magic Jar
ETC_20150317_009315	Petrified Stolen Goods
ETC_20150317_009316	Weak Stone Frost
ETC_20150317_009317	{memo X}Rambear(Quest)
ETC_20150317_009318	Wild Flower
ETC_20150317_009319	Rebel Forces Documentary
ETC_20150317_009320	{memo X}Petrified Guard
ETC_20150317_009321	Warp Portal of the Fortress of the Land
ETC_20150317_009322	{memo X}Dico Tomb Thieves
ETC_20150317_009323	{memo X}A box for a trap
ETC_20150317_009324	{memo X}A victim of the Stone Frosts
ETC_20150317_009325	Petrified Books
ETC_20150317_009326	Elevator Manager
ETC_20150317_009327	Floated Records
ETC_20150317_009328	{memo X}Damaged Propaganda
ETC_20150317_009329	{memo X}Lemur(Quest)
ETC_20150317_009330	Knight of Kaliss Member
ETC_20150317_009331	{memo X}Dead Guard
ETC_20150317_009332	Petrified Grave Robber
ETC_20150317_009333	{memo X}Brazier
ETC_20150317_009334	Petrifying Monster
ETC_20150317_009335	Mission of Paladin Master Q
ETC_20150317_009336	Tree Guard Post Barrier
ETC_20150317_009337	Pumpura Hill Barrier
ETC_20150317_009338	[Paladin Master] {nl} Valentinas Naimon
ETC_20150317_009339	Tenet Church First Floor
ETC_20150317_009340	Romuva Altar
ETC_20150317_009341	Romuva Altar Place
ETC_20150317_009342	Summoning Magic Circle
ETC_20150317_009343	Little Hive
ETC_20150317_009344	Source of Corruption
ETC_20150317_009345	HUEVILLAGE_58_3_MQ04_Trigger for return
ETC_20150317_009346	[Dievdirbys Master]{nl}      Sculptor Tesla
ETC_20150317_009347	Wood Sap Container
ETC_20150317_009348	Sleeping Upent
ETC_20150317_009349	$Barrel of Explosives
ETC_20150317_009350	{memo X}Suspicious Greenery
ETC_20150317_009351	Old Well
ETC_20150317_009352	Old Tents
ETC_20150317_009353	Master Altar Barrier
ETC_20150317_009354	Demon Barrier
ETC_20150317_009355	{memo X}For effects of Circle Arrested
ETC_20150317_009356	{memo X}Owl Track
ETC_20150317_009357	{memo X}District 4 owl 01_HID
ETC_20150317_009358	{memo X}Blue Soul Stones
ETC_20150317_009359	{memo X}Many Foolish Guard Soul
ETC_20150317_009360	{memo X}Scholar Soul with much regret
ETC_20150317_009361	{memo X}Pilgrim Memorial Stone
ETC_20150317_009362	{memo X}Square Boss Track
ETC_20150317_009363	{memo X}The Specter of Cartin Forest
ETC_20150317_009364	{memo X}Trigger Defeat Phantom Quest
ETC_20150317_009365	Captain Owl's Favor
ETC_20150317_009366	ThaumaturgeElementalist5thAdvancementTrigger
ETC_20150317_009367	npc_paladin_follower3_2/Wandering Merchant/HIDDENSHOP_KATYN13/2130/238/-613/315
ETC_20150317_009368	Caved Area
ETC_20150317_009369	The quest for the hidden trigger(for skill checks)
ETC_20150317_009370	Sword Master
ETC_20150317_009371	Dead Corpsman
ETC_20150317_009372	Scattered Supplies
ETC_20150317_009373	For summon an owl
ETC_20150317_009374	{memo X}Starving Demons' Road
ETC_20150317_009375	Abandoned Urn Boxes
ETC_20150317_009376	Use the fragment of statue
ETC_20150317_009377	Soul Trap
ETC_20150317_009378	The key of the Goddess Shape
ETC_20150317_009379	Faint Grave
ETC_20150317_009380	Middle Boss Trigger
ETC_20150317_009381	Position Trigger of Commander Vacenin
ETC_20150317_009382	Bait Install Place
ETC_20150317_009383	{memo X}Wide leaves' bushes
ETC_20150317_009384	{memo X}Place to set the baits
ETC_20150317_009385	4th_ClericAdvancementQuest
ETC_20150317_009386	In order of Age of Nicotia
ETC_20150317_009387	{memo X}Trigger 4th Advancement of Pardoner
ETC_20150317_009388	For the 4th Necromancer Advancement
ETC_20150317_009389	Evil Aura
ETC_20150317_009390	{memo X}Pilgrim Julius*
ETC_20150317_009391	{memo X}Grave of Liliya*
ETC_20150317_009392	{memo X}Grave of Pilgrim Mathas*
ETC_20150317_009393	{memo X}Tree Root Crystals of Laziness*
ETC_20150317_009394	{memo X}Variant Laziness's Tree Root Crystal*
ETC_20150317_009395	{memo X}Traces of Pollution
ETC_20150317_009396	$Scattered Tree Root Crystal Core
ETC_20150317_009397	{memo X}Summoned transformed Tree Root Crystals*
ETC_20150317_009398	{memo X}Purple Tree Fault Forest
ETC_20150317_009399	Pilgrim's Path Entrance
ETC_20150317_009400	{memo X}Pilgrim Grachius
ETC_20150317_009401	Soul restrained to the altar
ETC_20150317_009402	{memo X}The soul of the pilgrim that was bonded to the altar*
ETC_20150317_009403	Sign of Scripture with blood small
ETC_20150317_009404	{memo X}The soul of the pilgrim that was bonded to the altar*
ETC_20150317_009405	{memo X}The spirit that is bounded to Merge*
ETC_20150317_009406	Decoy Altar
ETC_20150317_009407	{memo X}Milky Dust Stack
ETC_20150317_009408	Stepping Stone
ETC_20150317_009409	Tree Root Crystal
ETC_20150317_009410	{memo X}Purple Tree Forest Reeds
ETC_20150317_009411	Flower
ETC_20150317_009412	{memo X}The container for the map
ETC_20150317_009413	{memo X}Pilgrim Theophilus
ETC_20150317_009414	{memo X}Pilgrim Withus
ETC_20150317_009415	{memo X}The tree of the truth
ETC_20150317_009416	Pot Settling Area
ETC_20150317_009417	Witas' Grave
ETC_20150317_009418	{memo X}Grave of the disciple
ETC_20150317_009419	{memo X}Corpse of the disciple
ETC_20150317_009420	{memo X}The way of the pilgrim Grass
ETC_20150317_009421	{memo X}Dead Disciple
ETC_20150317_009422	Ruklys Memorial Stone
ETC_20150317_009423	[Cataphract Master]{nl} Memet Culag
ETC_20150317_009424	Pile of firewood
ETC_20150317_009425	Unique lithograph
ETC_20150317_009426	Buried remains
ETC_20150317_009427	Sorcerer, Chronomancer 5th Advancement trigger
ETC_20150317_009428	Jar of sacrifice
ETC_20150317_009429	Destroyed inscription wreckage
ETC_20150317_009430	Military Backpack
ETC_20150317_009431	[Fletcher Master]{nl} Visvaldas black
ETC_20150317_009432	{memo X}Abandoned Luggage
ETC_20150317_009433	Abandoned Bag
ETC_20150317_009434	Old Chest
ETC_20150317_009435	[Pardoner Master]{nl} Mistes Goldmund
ETC_20150317_009436	[Sorcerer Master]{nl} Dame Circe
ETC_20150317_009437	For the 4th Pardoner Advancement
ETC_20150317_009438	For the 4th Sorcerer Advancement
ETC_20150317_009439	Eyes of the Great King
ETC_20150317_009440	Gorge Area Device
ETC_20150317_009441	Historian Gorath
ETC_20150317_009442	Historian Badat
ETC_20150317_009443	Tree Sap Pot
ETC_20150317_009444	Canyon Amalas
ETC_20150317_009445	1st Disciple of Gustas
ETC_20150317_009446	2nd Disciple of Gustas
ETC_20150317_009447	Device
ETC_20150317_009448	$Abandoned Graverobbing Equipment
ETC_20150317_009449	{memo X}Place to install the stone
ETC_20150317_009450	Suspicious Gap
ETC_20150317_009451	Canyon Barrier Device
ETC_20150317_009452	Western Barrier
ETC_20150317_009453	Eastern Barrier
ETC_20150317_009454	Northern Barrier
ETC_20150317_009455	{memo X}Field Regen not possible
ETC_20150317_009456	Broken device
ETC_20150317_009457	Trap-setting Area
ETC_20150317_009458	Mural
ETC_20150317_009459	Runaway Adelaide (1)
ETC_20150317_009460	Seal Device
ETC_20150317_009461	Adventurer's Bag
ETC_20150317_009462	Adventurer Varkis' Spirit
ETC_20150317_009463	{memo X}Solder's Dead Body
ETC_20150317_009464	{memo X}Sviesa Altar
ETC_20150317_009465	{memo X}High Crooked Road
ETC_20150317_009466	Varkis' Records
ETC_20150317_009467	Royal Mausoleum Guardian Device
ETC_20150317_009468	Treasure Chest Lv1
ETC_20150317_009469	{memo X}Defeat the Woodspirit Quest trigger
ETC_20150317_009470	{memo X}Rock with moss
ETC_20150317_009471	{memo X}Bokor Fray's favor (3)
ETC_20150317_009472	{memo X}Prepare for the Giant Tree (1)
ETC_20150317_009473	{memo X}Prepare for the Giant Tree (2)
ETC_20150317_009474	{memo X}Disband the ghost gathering (4)
ETC_20150317_009475	{memo X}Boarding Information
ETC_20150317_009476	{memo X}Boss track
ETC_20150317_009477	{memo X}Mi- Boss track
ETC_20150317_009478	{memo X}Neglected wagon
ETC_20150317_009479	{memo X}Track for two soldiers to encounter
ETC_20150317_009480	{memo X}Training 1
ETC_20150317_009481	{memo X}Training 2
ETC_20150317_009482	{memo X}Training 3
ETC_20150317_009483	{memo X}Training 4
ETC_20150317_009484	{memo X}Training 5
ETC_20150317_009485	{memo X}Dissemination wagon
ETC_20150317_009486	{memo X}Explore Sparnas
ETC_20150317_009487	{memo X}Trophies stolen by the Vubbes
ETC_20150317_009488	{memo X}Abandoned supplies
ETC_20150317_009489	{memo X}Shabby wooden box
ETC_20150317_009490	Recapture the Eastern Woods (7)
ETC_20150317_009491	Aras' Commission (6)
ETC_20150317_009492	Miners' Village Entry (2)
ETC_20150317_009493	[Sapper Master]{nl} Leonard Quicktongue
ETC_20150317_009494	[Hunter Master]{nl} Fiona Ieva
ETC_20150317_009495	[Barbarian Master]{nl} Walder Junnot
ETC_20150317_009496	For the 4th Bokor Advancement
ETC_20150317_009497	Hidden trigger for 5th advancement of Wizard, Pyromancer, Cryomancer
ETC_20150317_009498	Rankis Seal Tower
ETC_20150317_009499	Ranka Seal Tower
ETC_20150317_009500	Spring Flower Trigger
ETC_20150317_009501	Farm
ETC_20150317_009502	Sweet-smelling Beehive
ETC_20150317_009503	Den
ETC_20150317_009504	Renzo
ETC_20150317_009505	Oil Barrel
ETC_20150317_009506	Mead Storage Box
ETC_20150317_009507	{memo X}Elite Mob
ETC_20150317_009508	Eastern Woods
ETC_20150317_009509	Crystal Mine unseal track
ETC_20150317_009510	Relief Box
ETC_20150317_009511	Wagon Explosion
ETC_20150317_009512	Hidden house of Krivis
ETC_20150317_009513	[Psychokino Master]{nl} Ili Terid
ETC_20150317_009514	[Linker Master]{nl} Winona Ende
ETC_20150317_009515	Hidden trigger for 5th advancement Psychokino_Linker_Alchemist
ETC_20150317_009516	Mine Manager Brinker
ETC_20150317_009517	Start Trigger
ETC_20150317_009518	Medium Boss Golem Trigger
ETC_20150317_009519	[Hoplite Master]{nl}    Adidas Baylor
ETC_20150317_009520	For Krivis' 4th advancement quest track
ETC_20150317_009521	Rocktortuga Spawn Trigger
ETC_20150317_009522	{memo X}Maggot
ETC_20150317_009523	Inner Catacombs
ETC_20150317_009524	Catacombs Outskirts
ETC_20150317_009525	IMC_Guard
ETC_20150320_009526	{memo X}Status Points can be used in enhancing different abilities{nl}{nl}
ETC_20150323_009527	Orange Popolion
ETC_20150323_009528	Orange Gribaru
ETC_20150323_009529	Marionette
ETC_20150323_009530	Fire Lord
ETC_20150323_009531	Organ
ETC_20150323_009532	Velmoski
ETC_20150323_009533	Veliamonkey
ETC_20150323_009534	Silva Griffin
ETC_20150323_009535	Gold Hairpin 
ETC_20150323_009536	{memo X}Bug
ETC_20150323_009537	Summon
ETC_20150323_009538	Squire Armor Repair Prop
ETC_20150323_009539	Squire Armor Repair Signboard
ETC_20150323_009540	Squire Sign Board
ETC_20150323_009541	Squire Work Table
ETC_20150323_009542	Squire Anvil
ETC_20150323_009543	Mass AI
ETC_20150323_009544	Armaos 
ETC_20150323_009545	Glutton
ETC_20150323_009546	Succubus
ETC_20150323_009547	Tent
ETC_20150323_009548	Rabbee
ETC_20150323_009549	Eldigo
ETC_20150323_009550	{memo X}Sorcket
ETC_20150323_009551	Honeybean
ETC_20150323_009552	Honeymeli
ETC_20150323_009553	Casket
ETC_20150323_009554	Green Eldigo
ETC_20150323_009555	Gremrin
ETC_20150323_009556	Vasilisk
ETC_20150323_009557	$Refreshment Table
ETC_20150323_009558	Pink Root Mole
ETC_20150323_009559	Srautas Gorge
ETC_20150323_009560	Nefritas Cliff
ETC_20150323_009561	Tenet Garden
ETC_20150323_009562	Veja Ravine
ETC_20150323_009563	Vieta Gorge
ETC_20150323_009564	Septyni Glen
ETC_20150323_009565	Owl Burial Ground
ETC_20150323_009566	Karolis Springs
ETC_20150323_009567	Paupys Crossing
ETC_20150323_009568	Poslinkis Forest
ETC_20150323_009569	Saknis Plains
ETC_20150323_009570	Lemprasa Pond
ETC_20150323_009571	Kule Peak
ETC_20150323_009572	Sirdgela Forest
ETC_20150323_009573	Dvasia Peak
ETC_20150323_009574	Ramstis Ridge
ETC_20150323_009575	Akmens Ridge
ETC_20150323_009576	Tiltas Valley
ETC_20150323_009577	Rukas Plateau
ETC_20150323_009578	Zachariel Crossroads
ETC_20150323_009579	Stele Road
ETC_20150323_009580	Escanciu Village
ETC_20150323_009581	Fedimian Suburbs
ETC_20150323_009582	Pilgrim Path
ETC_20150323_009583	Altar Way
ETC_20150323_009584	Forest of Prayer
ETC_20150323_009585	Apsimesti Crossroads
ETC_20150323_009586	Uskis Arable Land
ETC_20150323_009587	Vilna Forest
ETC_20150323_009588	Dina Bee Farm
ETC_20150323_009589	Baron Allerno 
ETC_20150323_009590	Monastery
ETC_20150323_009591	Verkti Square
ETC_20150323_009592	Petrified City
ETC_20150323_009593	Roxona Market
ETC_20150323_009594	Fortress of the Land
ETC_20150323_009595	Fortress Battlegrounds
ETC_20150323_009596	Ibre Plateau
ETC_20150323_009597	Grand Yard Mesa
ETC_20150323_009598	Sventimas Exile
ETC_20150323_009599	Kadume Cliff
ETC_20150323_009600	Kalejimas Visiting Room
ETC_20150323_009601	Storage
ETC_20150323_009602	Solitary Cells
ETC_20150323_009603	Workshop
ETC_20150323_009604	Investigation Room
ETC_20150323_009605	3cm Lake
ETC_20150323_009606	Astral Tower
ETC_20150323_009607	Castle Field
ETC_20150323_009608	Fallen City Dungeon
ETC_20150323_009609	White Tree Forest
ETC_20150323_009610	Maple Forest
ETC_20150323_009611	Grynas Trails
ETC_20150323_009612	Kateen Forest
ETC_20150323_009613	Grynas Training Camp
ETC_20150323_009614	Grynas Hills
ETC_20150323_009615	Greene Manor
ETC_20150323_009616	Farm Area
ETC_20150323_009617	Shaton Farm
ETC_20150323_009618	Shaton Reservoir
ETC_20150323_009619	Underground Passage
ETC_20150323_009620	Paupys Fort - past
ETC_20150323_009621	Gytis Settlement Area
ETC_20150323_009622	Letas Stream
ETC_20150323_009623	Petrified City
ETC_20150323_009624	Castle Dungeon
ETC_20150323_009625	Fantasy Library
ETC_20150323_009626	Coral Plains
ETC_20150323_009627	Great Fruit Forest
ETC_20150323_009628	Demon Prison
ETC_20150323_009629	Limestone Cave
ETC_20150323_009630	Demon Prison District 1
ETC_20150323_009631	Demon Prison District 2
ETC_20150323_009632	Demon Prison District 4
ETC_20150323_009633	Demon Prison District 3
ETC_20150323_009634	Demon Prison District 5
ETC_20150323_009635	Bracken Forest
ETC_20150323_009636	Tenants Farm
ETC_20150323_009637	Aqueduct Bridge Area
ETC_20150323_009638	Myrkiti Farm
ETC_20150323_009639	{memo X}Earth Fortress 59_1
ETC_20150323_009640	{memo X}Earth Fortress 59_2
ETC_20150323_009641	{memo X}Earth Fortress 59_3
ETC_20150323_009642	{memo X}Astral Tower 60_1
ETC_20150323_009643	{memo X}Raukti Altar
ETC_20150323_009644	{memo X}Seal Magic Circle
ETC_20150323_009645	{memo X}Wooden Barrel
ETC_20150323_009646	{memo X}Goddess Statue Wing
ETC_20150323_009647	{memo X}Baron's Warehouse
ETC_20150323_009648	{memo X}The monsters must have smelled the poison, they are marching in!
ETC_20150323_009649	Awaken Scorpio
ETC_20150323_009650	{memo X}Drinking
ETC_20150323_009651	Well then, let's start!
ETC_20150323_009652	{memo X}I will activate the barriers now.
ETC_20150323_009653	{memo X}Now, I am relieved.
ETC_20150323_009654	{memo X}The Elderly Farmer
ETC_20150323_009655	I will exact revenge for my son!
ETC_20150323_009656	What? Why aren't they following my orders! 
ETC_20150323_009657	He.. Help me!
ETC_20150323_009658	{memo X}Druid's Student
ETC_20150323_009659	Shaton, no!
ETC_20150323_009660	{memo X}Ughh..
ETC_20150323_009661	Shaton Soldier General
ETC_20150323_009662	Shaton Soldier
ETC_20150323_009663	You're alive!
ETC_20150323_009664	{memo X}It is endless..
ETC_20150323_009665	{memo X}They are running away!
ETC_20150323_009666	{memo X}Hurry!
ETC_20150323_009667	{memo X}Use the branch!
ETC_20150323_009668	Defeat Yonazolem!
ETC_20150323_009669	You touched the rotten meat, and a Reaverpede appeared!
ETC_20150323_009670	Son! Wake up..
ETC_20150323_009671	{memo X}The barrier protecting Tree Root Crystal of Laziness appeared!{nl}Better destroy it all before it disappear.
ETC_20150323_009672	{memo X}The fire looks like it would die out soon.{nl}Get more kindling from the monsters and keep the fire alive.
ETC_20150323_009673	Defeat the soul binding Merge!
ETC_20150323_009674	Finally.. Am I free? 
ETC_20150323_009675	No! Get me out!
ETC_20150323_009676	The sanctuary must have been corrupted. There are no blessing and monsters are marching in!
ETC_20150323_009677	Pilgrim Dallas
ETC_20150323_009678	{memo X}Priest Gadan
ETC_20150323_009679	Dallas's Grave
ETC_20150323_009680	{memo X}We can't talk about it here so please find me in Ukis Farmland.
ETC_20150323_009681	Mysterious Altar
ETC_20150323_009682	Soldier Gatus
ETC_20150323_009683	Soldier Turan
ETC_20150323_009684	Soldier Ramos
ETC_20150323_009685	Soldier Varan
ETC_20150323_009686	Retreat!
ETC_20150323_009687	Rampaging monsters are eyeing you!
ETC_20150323_009688	Anti-Monster Proliferation Device
ETC_20150323_009689	{memo X}You showed up
ETC_20150323_009690	You mean Vakarine..{nl}Will leave me alone?
ETC_20150323_009691	Hauberk..
ETC_20150323_009692	Yes.
ETC_20150323_009693	I want to talk to your partner {nl}about the details of the situation.
ETC_20150323_009694	Protect Hauberk while he absorbs power of the altar!
ETC_20150323_009695	Blut's Altar
ETC_20150323_009696	{memo X}Protect me while I perform the Ritual
ETC_20150323_009697	You can't trap me!
ETC_20150323_009698	{memo X}Defeat Blut!!
ETC_20150323_009699	You will die here today, Blut!
ETC_20150323_009700	{memo X}Defeat Nuaele!
ETC_20150323_009701	How did you..
ETC_20150323_009702	Block them!
ETC_20150323_009703	{memo X}You won't get me!
ETC_20150323_009704	{memo X}Stay alert.
ETC_20150323_009705	You are done here!
ETC_20150323_009706	I came to get back what is mine!
ETC_20150323_009707	{memo X}Hauberk's Clone
ETC_20150323_009708	{memo X}Come, my meinies!
ETC_20150323_009709	I will block this area.
ETC_20150323_009710	Get Hauberk!
ETC_20150323_009711	{memo X}It's time to return, Hauberk
ETC_20150323_009712	{memo X}Give it up, Hourberg!
ETC_20150323_009713	Vakarine wants you back.
ETC_20150323_009714	{memo X}That's not for you to worry about
ETC_20150323_009715	Valtross
ETC_20150323_009716	{memo X}Vakarine!
ETC_20150323_009717	{memo X}I will follow
ETC_20150323_009718	Protect Zydrone until she completes the Key of the Night Star!
ETC_20150323_009719	{memo X}The Chain of Returns is mine!
ETC_20150323_009720	{memo X}Stop it Hauberk!
ETC_20150323_009721	Get Dionysus!
ETC_20150323_009722	Releasing the last seal.
ETC_20150323_009723	{memo X}Follow me
ETC_20150323_009724	{memo X}Dionysus, the Goddess is waiting for you
ETC_20150323_009725	{memo X}I curse you all!
ETC_20150323_009726	Elementalist 2nd Circle required
ETC_20150323_009727	Elementalist 3rd Circle required
ETC_20150323_009728	{memo X}Completed 10 overkills.
ETC_20150323_009729	{memo X}Beginner Overkiller
ETC_20150323_009730	{memo X}Completed 50 overkills
ETC_20150323_009731	{memo X}Completed 200 overkills
ETC_20150323_009732	{memo X}Beginner Boss Hunter
ETC_20150323_009733	{memo X}You've defeated 10 Boss Monsters
ETC_20150323_009734	{memo X}Expert Boss Hunter
ETC_20150323_009735	{memo X}You've defeated 30 Boss Monsters
ETC_20150323_009736	{memo X}You've defeated 50 Boss Monsters
ETC_20150323_009737	{memo X}Master Boss Hunter
ETC_20150323_009738	{memo X}You've defeated 200 Boss Monsters
ETC_20150323_009739	{memo X}You've completed over 20 times of resurrecting with iCoin.
ETC_20150323_009740	{memo X}You've succeeded crafting 3 times. You feel like you've benefited.
ETC_20150323_009741	{memo X}You've succeeded crafting 10 times. Now, you feel comfortable when you craft.
ETC_20150323_009742	{memo X}You've succeeded crafting 30 times. You can see your assets are increasing.
ETC_20150323_009743	{memo X}You've succeeded crafting 100 times. No words are needed.
ETC_20150323_009744	{memo X}Hairstyle Color1
ETC_20150323_009745	{memo X}Let's change the hair
ETC_20150323_009746	{memo X}Hairstyle Color2
ETC_20150323_009747	{memo X}Hairstyle Color3
ETC_20150323_009748	{memo X}Hairstyle Color4
ETC_20150323_009749	{memo X}Lucky guy
ETC_20150323_009750	{memo X}You've robbed 1 treasure chest.
ETC_20150323_009751	{memo X}Treasure Hunter : Beginner
ETC_20150323_009752	{memo X}You've robbed 10 treasure chests.
ETC_20150323_009753	{memo X}Treasure Hunter : Master
ETC_20150323_009754	{memo X}You've robbed 100 treasure chests.
ETC_20150323_009755	Hanaming Kill Count
ETC_20150323_009757	Party Quest Count
ETC_20150323_009758	Altar Group Buff
ETC_20150323_009759	Purification Contribution
ETC_20150323_009760	Contributed in purifying evil energy
ETC_20150323_009761	{memo X}The energy of weak astral body
ETC_20150323_009762	Energy of Astral body can be felt weakly
ETC_20150323_009763	{memo X}The energy of astral body
ETC_20150323_009764	Energy of Astral body can be felt for sure
ETC_20150323_009765	{memo X}Spooky Energy
ETC_20150323_009766	{memo X}Monsters become stronger by spooky energy.
ETC_20150323_009767	Hauberk Hover
ETC_20150323_009768	{memo X}Necromantic Status
ETC_20150323_009769	{memo X}You were attacked by Norgailler's necromantic bead!
ETC_20150323_009770	Obedience
ETC_20150323_009771	{memo X}This monster is enslaved!
ETC_20150323_009772	Incapacitated
ETC_20150323_009773	Incapacitated by Evening Star Rune.
ETC_20150323_009774	Possession
ETC_20150323_009775	This monster holds a part of Hauberk.
ETC_20150323_009776	Fainted Scorpio
ETC_20150323_009777	Scorpio has fainted!
ETC_20150323_009778	Recharge Poison
ETC_20150323_009779	The pot absorbed the monster's poison!
ETC_20150323_009780	Absorbed!
ETC_20150323_009781	Monster's Divine Flame
ETC_20150323_009782	Magic circle is waiting
ETC_20150323_009783	Resting soul
ETC_20150323_009784	Blessing - Increase SP restoration
ETC_20150323_009785	Receive Blessings
ETC_20150323_009786	Mark sacrifice
ETC_20150323_009787	Sacrifice
ETC_20150323_009788	Mark of Purification
ETC_20150323_009789	Expansion
ETC_20150323_009790	Just attack.
ETC_20150323_009791	Power of Demon summon crystal
ETC_20150323_009792	Receive power of demon summon crystal and become strong
ETC_20150323_009793	{memo X}Mighty Buff
ETC_20150323_009794	{memo X}Summon Bats
ETC_20150323_009795	{memo X}Base
ETC_20150323_009796	Hostage bomb
ETC_20150323_009797	Grynas Trail
ETC_20150323_009798	{memo X}HP will be increased by +300 for 30 mins.
ETC_20150323_009799	{memo X}SP will be increased by +300 for 30 mins.
ETC_20150323_009800	{memo X}STA will be increased by +25 for 30 mins.
ETC_20150323_009801	Yogurt
ETC_20150323_009802	{memo X}Movement Speed will be increased by +1 for 30 mins.
ETC_20150323_009803	{memo X}Use multiple skills to suppress overkill.
ETC_20150323_009804	{memo X}Use Status Points obtained through leveling up {nl}    and upgrade your character's abilities.
ETC_20150323_009805	Elementalist
ETC_20150323_009806	Vinas Camp
ETC_20150323_009807	Rishkio City
ETC_20150323_009808	Yujima Narthex
ETC_20150323_009809	Ramybe Cliff
ETC_20150323_009810	Gaule Altar
ETC_20150323_009811	Sviesa Altar
ETC_20150323_009812	Ershike Altar
ETC_20150323_009813	Shileik Trail
ETC_20150323_009814	Bokshita Uphill
ETC_20150323_009815	Joriko Plaza
ETC_20150323_009816	Tvora Road
ETC_20150323_009817	Zvyra Vacant Lot
ETC_20150323_009818	Settlement Area
ETC_20150323_009819	Lenta Notice
ETC_20150323_009820	Abandoned Farmland
ETC_20150323_009821	Adelno Experiment Area
ETC_20150323_009822	Vynai Brewery
ETC_20150323_009823	Stishka Farm Road
ETC_20150323_009824	Old Food Storage
ETC_20150323_009825	Sekio Trail
ETC_20150323_009826	Ramus Crossroads
ETC_20150323_009827	Restricted Area
ETC_20150323_009828	Tenant Farmer Lodge
ETC_20150323_009829	Zalaum Farmland
ETC_20150323_009830	Farm Waterway
ETC_20150323_009831	Tylila Path
ETC_20150323_009832	Ishipare Farmland
ETC_20150323_009833	Farm Assembly Hall
ETC_20150323_009834	Grape Farm
ETC_20150323_009835	Ginan Farm Road
ETC_20150323_009836	Riaum Hill
ETC_20150323_009837	Vinoga Brewery
ETC_20150323_009838	Darbas Entrance
ETC_20150323_009839	Oasthouse
ETC_20150323_009840	Harvest Storage
ETC_20150323_009841	Fallow Ground
ETC_20150323_009842	Padeka Altar
ETC_20150323_009843	Ziuluti Vacant Lot
ETC_20150323_009844	Nuodo Coast
ETC_20150323_009845	Joint Farmland
ETC_20150323_009846	Ishigiti Herb Farm
ETC_20150323_009847	Bandrass Forkroad
ETC_20150323_009848	Farm Entrance
ETC_20150323_009849	Abandoned Grape Farm
ETC_20150323_009850	Deserted Workshop
ETC_20150323_009851	Cottage of Farm Manager
ETC_20150323_009852	Kvie Farm Area
ETC_20150323_009853	Runkeil Farm Area
ETC_20150323_009854	Avarza Grape Farm
ETC_20150323_009855	Ziura Crossroads
ETC_20150323_009856	Farm Guard Post
ETC_20150323_009857	Zole Farmland
ETC_20150323_009858	Neshiva Road
ETC_20150323_009859	Ishkla Farm Road
ETC_20150323_009860	Farm Plaza
ETC_20150323_009861	Gausa Workshop
ETC_20150323_009862	Zirta Brewery
ETC_20150323_009863	Reservior Stairs
ETC_20150323_009864	Pupule Vegetable Garden
ETC_20150323_009865	Aging Room
ETC_20150323_009866	Jabai Farmland
ETC_20150323_009867	Tvirta Reservoir Embankment
ETC_20150323_009868	Shulioti Fallow Ground
ETC_20150323_009869	Wind Vane Tower
ETC_20150323_009870	Dokas Reservoir Port
ETC_20150323_009871	Pile of Boxes 01
ETC_20150323_009872	Pile of Boxes 02
ETC_20150323_009873	Piece of Wood
ETC_20150323_009874	Geli Plateau Cable Car
ETC_20150323_009875	Akmens Ridge Cable Car
ETC_20150323_009876	Portal Wizard
ETC_20150323_009877	Demon Lord Blut
ETC_20150323_009878	Alchemy Pot
ETC_20150323_009879	Large Broken Signboard
ETC_20150323_009880	Sleeping Scorpio
ETC_20150323_009881	Small Pot
ETC_20150323_009882	Small Goddess Statue
ETC_20150323_009883	Great Cathedral Footstep
ETC_20150323_009884	Great Cathedral Device 1
ETC_20150323_009885	Great Cathedral Device 2
ETC_20150323_009886	$Corrupted Altar
ETC_20150323_009887	Pilgrim Statue
ETC_20150323_009888	Offered flower
ETC_20150323_009889	Crystal Processing Device
ETC_20150323_009890	Use Elementalist Attributes
ETC_20150323_009891	{memo X}Hunt boss monsters with party members.
ETC_20150323_009892	{memo X}DoTimeAction:Collecting Woods:3#SITGROPESET2:None
ETC_20150323_009893	{memo X}Property:1/PropertyAdd:1/GiveItem:SIAULIAI50_WOOD_PIECE:1:0/NPCKill/EffectNPC:Local:F_pc_making_finish_white:2:BOT/Notice:NOTICE_Dm_Clear:Acquired wood!:3
ETC_20150323_009894	{memo X}DoTimeAction:Looking through greenery:2:SITGROPE:None
ETC_20150323_009895	{memo X}Property:1/PropertyAdd:1/GiveItem:FARM47_4_SQ_040_ITEM_1:1:0/NPCDead/EffectNPC:Local:F_pc_making_finish_white:2:BOT/Notice:NOTICE_Dm_Clear:Found Hardtack!:5
ETC_20150323_009896	{memo X}NPCDead/Sleep:500/Notice:NOTICE_Dm_!:Nothing can be seen!:5
ETC_20150323_009897	{memo X}DoTimeAction:Cutting the trees that will be used for round woodsticks:4:CUTVINE_LOOP:None
