ITEM_20150317_000001	없음_helmet
ITEM_20150317_002001	몰디혼 카드
ITEM_20150317_002002	몰렉 카드
ITEM_20150317_002003	미노타우로스 카드
ITEM_20150317_002004	미르티스 카드
ITEM_20150317_002005	베브라스피온 카드
ITEM_20150317_002006	베아카라스 카드
ITEM_20150317_002007	벨로차드 카드
ITEM_20150317_002008	부베 투사 카드
ITEM_20150317_002009	붉은 부베 투사 카드
ITEM_20150317_002010	브람블 카드
ITEM_20150317_002011	비테레지나 카드
ITEM_20150317_002012	사이클롭스 카드
ITEM_20150317_002013	살티스터 카드
ITEM_20150317_002014	샐러맨더 카드
ITEM_20150317_002015	섀도게일러 카드
ITEM_20150317_002016	석화고래 카드
ITEM_20150317_002017	쉬나임 카드
ITEM_20150317_002018	스콜피오 카드
ITEM_20150317_002019	스펙터 군주 카드
ITEM_20150317_002020	쓰론위버 카드
ITEM_20150317_002021	아이언바움 카드
ITEM_20150317_002022	아콘 카드
ITEM_20150317_002023	어보미네이션 카드
ITEM_20150317_002024	언낙커 카드
ITEM_20150317_002025	에하트 카드
ITEM_20150317_002026	엘라가노스 카드
ITEM_20150317_002027	예쿱 카드
ITEM_20150317_002028	요나졸렘 카드
ITEM_20150317_002029	웨어울프 카드
ITEM_20150317_002030	유니콘 카드
ITEM_20150317_002031	일티스워트 카드
ITEM_20150317_002032	자이언트 레드 우드 카드
ITEM_20150317_002033	자이언트 우드 고블린 카드
ITEM_20150317_002034	채퍼리션 카드
ITEM_20150317_002035	체이퍼 카드
ITEM_20150317_002036	캐러페이스 카드
ITEM_20150317_002037	케파치프틴 카드
ITEM_20150317_002038	콜리멘시아 카드
ITEM_20150317_002039	클라이멘 카드
ITEM_20150317_002040	키르멜리치 카드
ITEM_20150317_002041	투투 카드
ITEM_20150317_002042	툼로드 카드
ITEM_20150317_002043	포아타 카드
ITEM_20150317_002044	세콰이아 카드
ITEM_20150317_002045	하르피아 카드
ITEM_20150317_002046	허니핀 카드
ITEM_20150317_002047	헬가세르클 카드
ITEM_20150317_002048	현혹의 스펙터 카드
ITEM_20150317_002049	히드라 카드
ITEM_20150317_002050	라자펄 카드
ITEM_20150317_002051	코럽티드 카드
ITEM_20150317_002052	레푸스 카드
ITEM_20150317_002053	스파르나스 카드
ITEM_20150317_002054	스파나스맨 카드
ITEM_20150317_002055	켈베로스 카드
ITEM_20150317_002056	카프리아 카드
ITEM_20150317_002057	네펜더스 카드
ITEM_20150317_002058	시모프 카드
ITEM_20150317_002059	회색 골렘 카드
ITEM_20150317_002060	나크티스 카드
ITEM_20150317_002061	링크롤러 카드
ITEM_20150317_002062	듀라한 카드
ITEM_20150317_002063	리테리스 카드
ITEM_20150317_002064	누아엘레 카드
ITEM_20150317_002065	네옵 카드
ITEM_20150317_002066	블룻 카드
ITEM_20150317_002067	글락쿠만 카드
ITEM_20150317_002068	테트라옥스 카드
ITEM_20150317_002069	바실리스크 카드
ITEM_20150317_002070	그렘린 카드
ITEM_20150317_002071	플록스케 카드
ITEM_20150317_002072	우드혼간 카드
ITEM_20150317_002073	벨뉴트 카드
ITEM_20150317_002074	벨피드 카드
ITEM_20150317_002075	파이로에고 카드
ITEM_20150317_002076	만다라 카드
ITEM_20150317_002077	리토렉스 카드
ITEM_20150317_002078	누오다이 카드
ITEM_20150317_002079	켄타우로스 카드
ITEM_20150317_002080	예티 카드
ITEM_20150317_002081	프로골라 카드
ITEM_20150317_002082	마리오네트 카드
ITEM_20150317_002083	캔서릴 카드
ITEM_20150317_002084	크래빌 카드
ITEM_20150317_002085	확성기
ITEM_20150317_002086	목소리를 크게 키워줍니다.{nl}[/y 채팅내용] 으로 모든 지역에 채팅 내용을 보여줄 수 있습니다.
ITEM_20150317_002087	부베 마석
ITEM_20150317_002088	몬스터에게서 얻는 퀘스트 아이템
ITEM_20150317_002089	수정에 오래 노출된 부베들에게서만 얻을 수 있는 어두운 마석
ITEM_20150317_002090	하나밍 꽃잎
ITEM_20150317_002091	소비 아이템 시 재료로 사용{nl}상점 거래 가능
ITEM_20150317_002092	달콤한 향이 나는 꽃잎입니다. 하나밍에게서 획득합니다.
ITEM_20150317_002093	LV2 보물상자 열쇠
ITEM_20150317_002094	열쇠
ITEM_20150317_002095	보물 상자 LV 2을 여는데 사용되는 열쇠
ITEM_20150317_002096	LV3 보물상자 열쇠
ITEM_20150317_002097	보물 상자 LV 3을 여는데 사용되는 열쇠
ITEM_20150317_002098	LV4 보물상자 열쇠
ITEM_20150317_002099	보물 상자 LV 4을 여는데 사용되는 열쇠
ITEM_20150317_002100	LV5 보물상자 열쇠
ITEM_20150317_002101	보물 상자 LV 5을 여는데 사용되는 열쇠
ITEM_20150317_002102	케파 줄기
ITEM_20150317_002103	몬스터에게서 얻는 아이템
ITEM_20150317_002104	긴 줄기입니다. 조금 매운 맛이 납니다. 케파에게서 획득합니다.
ITEM_20150317_002105	잎방개의 껍질
ITEM_20150317_002106	얇은 등껍질입니다. 희미한 무늬를 볼 수 있습니다. 잎방개에게서 획득합니다.
ITEM_20150317_002107	치넨시 잎
ITEM_20150317_002108	약한 쓴 맛이 나는 잎입니다. 뿌리쪽에 가까울수록 잎이 두꺼워집니다. 치넨시에게서 획득합니다.
ITEM_20150317_002109	인프로락터의 껍질
ITEM_20150317_002110	육각형 무늬가 나타나는 단단한 껍질입니다. 인프로락터에게서 획득합니다.
ITEM_20150317_002111	츄파카브라 이빨
ITEM_20150317_002112	작고 뾰족한 이빨입니다. 츄파카브라에게서 획득합니다.
ITEM_20150317_002113	위버 더듬이
ITEM_20150317_002114	뭉툭한 더듬이입니다. 표면에 털이 나있습니다. 위버에게서 획득합니다.
ITEM_20150317_002115	포쿠부 가죽
ITEM_20150317_002116	회색 가죽입니다. 포쿠부에게서 획득합니다.
ITEM_20150317_002117	유코푸스 잎
ITEM_20150317_002118	주름이 많고 잎이 넓은 것이 특징입니다. 유코푸스에게서 획득합니다.
ITEM_20150317_002119	붉은 케파의 결정
ITEM_20150317_002120	식물의 채내에서 수액이 굳으며 생성된 결정입니다. 붉은 케파에게서 획득합니다.
ITEM_20150317_002121	대형 몹의 잎
ITEM_20150317_002122	몬스터 재료. 아이템을 만드는데 사용됩니다.
ITEM_20150317_002123	부베족의 증표
ITEM_20150317_002124	부베들이 지니고 다니는 표식입니다. 매우 조악하게 만들어져있습니다. 부베족 몬스터에게서 획득합니다.
ITEM_20150317_002125	스톤오르카의 핵
ITEM_20150317_002126	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 스톤오르카에게서 획득합니다.
ITEM_20150317_002127	수정거미 더듬이
ITEM_20150317_002128	검고 가느다란 더듬이 입니다. 수정거미에게서 획득합니다.
ITEM_20150317_002129	예큐바이트 더듬이
ITEM_20150317_002130	얇고 뾰족한 더듬이입니다. 예큐바이트에게서 획득합니다.
ITEM_20150317_002131	판토족의 뿔
ITEM_20150317_002132	단단하여 여러가지 도구를 만드는데 이용됩니다. 판토족 몬스터에게서 획득합니다.
ITEM_20150317_002133	지그너츠 줄기
ITEM_20150317_002134	줄기를 가공하여 섬유를 만들기도 합니다. 식용으로는 적합하지 않습니다. 지그너츠에게서 획득합니다.
ITEM_20150317_002135	나비 날개
ITEM_20150317_002136	쉽게 바스러지기 때문에 주의를 요구합니다.
ITEM_20150317_002137	씨앗이 씨앗
ITEM_20150317_002138	피렌트 꽃
ITEM_20150317_002139	피렌트에서만 피어나는 붉은 꽃입니다. 매우 큰 꽃잎이 특징입니다. 피렌트에게서 획득합니다.
ITEM_20150317_002140	이노움의 핵
ITEM_20150317_002141	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 이노움에게서 획득합니다.
ITEM_20150317_002142	요노움의 핵
ITEM_20150317_002143	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 요노움에게서 획득합니다.
ITEM_20150317_002144	비올렛 잎
ITEM_20150317_002145	라플렛 꽃
ITEM_20150317_002146	타누 줄기
ITEM_20150317_002147	가시가 돋힌 굵은 줄기입니다. 식용으로는 적합하지 않습니다. 타누에게서 획득합니다.
ITEM_20150317_002148	비토우 더듬이
ITEM_20150317_002149	녹색 빛이 감도는 더듬이입니다. 가죽만큼 질겨 끈으로도 사용됩니다. 비토우에게서 획득합니다.
ITEM_20150317_002150	마이즈의 포자 주머니
ITEM_20150317_002151	얼타눈 깃털
ITEM_20150317_002152	흔한 새의 깃털입니다. 얼타눈에게서 획득합니다.
ITEM_20150317_002153	카르카슈 버섯
ITEM_20150317_002154	카르카슈에서만 피어나는 버섯입니다. 맛이 고약해 인기 없는 버섯입니다. 카르카슈에게서 획득합니다.
ITEM_20150317_002155	엘라바인 뼈
ITEM_20150317_002156	우펜트의 껍질
ITEM_20150317_002157	길쭉한 모양의 나무 껍질입니다. 쓰임새가 많은 재료입니다. 우펜트에게서 획득합니다.
ITEM_20150317_002158	멘티우드의 날개
ITEM_20150317_002159	다른 곤충들의 날개와는 다르게 부드럽고 유연한 성질이 있습니다. 멘티우드에게서 획득합니다.
ITEM_20150317_002160	던볼의 가시
ITEM_20150317_002161	속이 비어있어 가벼운대신 충격에 취약합니다. 던볼에게서 획득합니다.
ITEM_20150317_002162	오페러의 껍질
ITEM_20150317_002163	크기가 작기때문에 숙련된 기술자들만이 이것을 제대로 활용할 수 있습니다. 오페러에게서 획득합니다.
ITEM_20150317_002164	누덕고치의 껍질
ITEM_20150317_002165	껍질이라고 하기엔 매우 약하지만 섬유를 만들어낼 수 있습니다. 누덕고치에게서 획득합니다.
ITEM_20150317_002166	트리펠리의 결정
ITEM_20150317_002167	식물의 채내에서 수액이 굳으며 생성된 결정입니다. 트리펠리에게서 획득합니다.
ITEM_20150317_002168	메슘의 줄기
ITEM_20150317_002169	배고픈 사람들은 이것을 달여마시기도 합니다. 메슘에게서 획득합니다.
ITEM_20150317_002170	메로그의 심장
ITEM_20150317_002171	이것을 음식으로 먹지는 않습니다. 마법적인 연구에 많이 사용됩니다. 메로그에게서 획득할 수 있습니다.
ITEM_20150317_002172	체이퍼러의 날개
ITEM_20150317_002173	투명한 날개입니다. 체이퍼러에게서 획득합니다.
ITEM_20150317_002174	카타콤 잎방개의 껍질
ITEM_20150317_002175	얇은 등껍질입니다. 희미한 무늬를 볼 수 있습니다. 카타콤 잎방개에게서 획득합니다.
ITEM_20150317_002176	양초
ITEM_20150317_002177	랜턴을 쓸 수 있다면 좋겠지만 양초도 훌륭한 등불이 될 수 있습니다.
ITEM_20150317_002178	카타콤 구더기 더듬이
ITEM_20150317_002179	톤투스의 가시
ITEM_20150317_002180	크기는 작지만 아픔을 느끼기에는 충분합니다. 톤투스에게서 획들합니다.
ITEM_20150317_002181	피노 잎
ITEM_20150317_002182	비늘 모양의 작은 잎입니다. 피노에게서 획득합니다.
ITEM_20150317_002183	제페토의 줄기
ITEM_20150317_002184	탄성이 뛰어나 활을 만드는데 많이 사용됩니다. 제페토에게서 획득합니다.
ITEM_20150317_002185	지누테의 껍질
ITEM_20150317_002186	각이 잡혀진 것이 특징입니다. 금속에 가까운 단단함을 자랑하기 때문에 특수한 가공방법이 필요합니다. 지누테에게서 획득합니다.
ITEM_20150317_002187	사막 츄파카브라 고기
ITEM_20150317_002188	근육이 많아 다소 질기지만 고소한 맛이 배어나옵니다. 사막 츄파카브라에게서 획득합니다.
ITEM_20150317_002189	웬디고 이빨
ITEM_20150317_002190	단단한 나무를 물어뜯을 수 있을 만큼 단단한 이빨입니다. 웬디고에게서 획득합니다.
ITEM_20150317_002191	사우가의 핵
ITEM_20150317_002192	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 사우가에게서 획득합니다.
ITEM_20150317_002193	라우지누테의 껍질
ITEM_20150317_002194	지누테의 껍질보다 더 단단합니다. 라우지누테에게서 획득합니다.
ITEM_20150317_002195	호그마 이빨
ITEM_20150317_002196	사람의 치아와 비슷한 생김새지만 크기는 더 큽니다. 호그마에게서 획득할 수 있습니다.
ITEM_20150317_002197	바브 더듬이
ITEM_20150317_002198	솔직히 이것을 어디에 사용하는지는 의문스럽습니다. 바브에게서 획득합니다.
ITEM_20150317_002199	지누테카스의 핵
ITEM_20150317_002200	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 지누테카스에게서 획득합니다.
ITEM_20150317_002201	베스퍼의 무게추
ITEM_20150317_002202	베스퍼가 왜 무게추를 달고 나는지 밝혀지지 않았습니다. 하지만 그로인해 높이 날지 못하는 것은 확실합니다. 베스퍼에게서 획득합니다.
ITEM_20150317_002203	비카라스의 핵
ITEM_20150317_002204	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 비카리스에게서 획득합니다.
ITEM_20150317_002205	쉬타임의 핵
ITEM_20150317_002206	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 쉬타임에게서 획득합니다.
ITEM_20150317_002207	휠렌의 핵
ITEM_20150317_002208	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 휠렌에게서 획득합니다.
ITEM_20150317_002209	러스라트의 핵
ITEM_20150317_002210	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 러스라트에게서 획득합니다.
ITEM_20150317_002211	마우로스의 핵
ITEM_20150317_002212	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 마우로스에게서 획득합니다.
ITEM_20150317_002213	밀납
ITEM_20150317_002214	여러 곳에서 획득이 가능하지만 트리암불로에게서 쉽게 획득할 수 있습니다.
ITEM_20150317_002215	몽당 나무 잎
ITEM_20150317_002216	다소 빳빳한 느낌의 잎입니다. 몽당 나무에게서 획득합니다.
ITEM_20150317_002217	긴팔 나무의 결정
ITEM_20150317_002218	식물의 채내에서 수액이 굳으며 생성된 결정입니다. 긴팔 나무에게서 획득합니다.
ITEM_20150317_002219	인프로버크의 껍질
ITEM_20150317_002220	얇은 두께지만 강한 충격도 견뎌낼 수 있습니다. 인프로버크에게서 획득합니다.
ITEM_20150317_002221	졸렘의 핵
ITEM_20150317_002222	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 졸렘에게서 획득합니다.
ITEM_20150317_002223	묘지 골렘의 핵
ITEM_20150317_002224	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 묘지 골렘에게서 획득합니다.
ITEM_20150317_002225	할로우벤터의 사념체
ITEM_20150317_002226	영혼의 강한 사념이 물질화된 형태입니다. 안전장치 없이 손을 댈 경우 사념에 사로잡힐 수도 있습니다. 할로우벤터에게서 획득합니다.
ITEM_20150317_002227	빅 코카트리스의 심장
ITEM_20150317_002228	짐승의 심장입니다. 사람의 심장과 비슷한 구조입니다. 빅 코카트리스에게서 획득합니다.
ITEM_20150317_002229	드레이크 고기
ITEM_20150317_002230	불에 강한 내성을 가지고있어서 매우 오랜시간동안 조리해야합니다. 그만큼 맛은 일품이라 인기가 좋습니다. 드레이크에게서 획득합니다.
ITEM_20150317_002231	피라콘 잎
ITEM_20150317_002232	붉은 색의 잎입니다. 피라콘에게서 획득합니다.
ITEM_20150317_002233	주술 인형의 핵
ITEM_20150317_002234	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 주술 인형에게서 획득합니다.
ITEM_20150317_002235	슬라임 조각
ITEM_20150317_002236	물컹물컹한 성질때문에 마법연구외에는 쓰이지 않습니다. 슬라임에게서 획득합니다.
ITEM_20150317_002237	아르마의 뿔
ITEM_20150317_002238	매우 굵고 단단합니다. 아르마에게서 획득합니다.
ITEM_20150317_002239	초록 드레이크 이빨
ITEM_20150317_002240	이빨 끝에서 산성액이 나올 수도 있으니 조심해야합니다. 초록 드레이크에게서 획득합니다.
ITEM_20150317_002241	플라스크 조각
ITEM_20150317_002242	언제나 깨진 유리는 조심해야합니다. 플라스크에게서 획득합니다.
ITEM_20150317_002243	붉은 갈고리
ITEM_20150317_002244	갈고리가 필요하지 않다면 녹여서 다른 것을 만드는 것이 좋습니다. 붉은 누덕 갈고리에게서 획득합니다.
ITEM_20150317_002245	검은 주술인형의 핵
ITEM_20150317_002246	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 검은 주술 인형에게서 획득합니다.
ITEM_20150317_002247	디머의 구슬
ITEM_20150317_002248	불타오르는듯한 색 때문에 장식품으로 종종 사용됩니다. 디머에게서 획득합니다.
ITEM_20150317_002249	검은 드레이크의 심장
ITEM_20150317_002250	강인한 생명력을 자랑하듯 계속해서 뛰고있습니다. 검은 드레이크에게서 획득합니다.
ITEM_20150317_002251	락터의 껍질
ITEM_20150317_002252	주로 갑옷의 재료로 사용됩니다. 락터에게서 획득합니다.
ITEM_20150317_002253	베누켈로스의 핵
ITEM_20150317_002254	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 베누켈로스에게서 획득합니다.
ITEM_20150317_002255	에하드의 핵
ITEM_20150317_002256	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 에하드에게서 획득합니다.
ITEM_20150317_002257	타마의 핵
ITEM_20150317_002258	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 타마에게서 획득합니다.
ITEM_20150317_002259	리자드맨 이빨
ITEM_20150317_002260	사나운 리자드맨을 상대할 수 있다면 이것은 충분한 보상이 될 수 있을 것입니다. 리자드맨에게서 획득합니다.
ITEM_20150317_002261	갈고리
ITEM_20150317_002262	갈고리가 필요하지 않다면 녹여서 다른 것을 만드는 것이 좋습니다. 누덕 갈고리에게서 획득합니다.
ITEM_20150317_002263	날개 개구리의 핵
ITEM_20150317_002264	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 날개 개구리에게서 획득합니다.
ITEM_20150317_002265	코카트리스의 뼈
ITEM_20150317_002266	살코기만 먹고 버리던 닭뼈가 아닙니다. 코카트리스에게서 획득합니다.
ITEM_20150317_002267	드레이크의 뿔
ITEM_20150317_002268	단단함은 무구로 사용해도 손색이 없을 정도입니다. 드레이크에게서 획득합니다.
ITEM_20150317_002269	그롤의 뿔
ITEM_20150317_002270	이것이 그롤을 사냥하는 주된 이유입니다. 그롤에게서 획득합니다.
ITEM_20150317_002271	푸른 프라가라스의 줄기
ITEM_20150317_002272	줄기라기보다는 힘줄에 가깝습니다. 푸른 프라가라스에게서 획득합니다.
ITEM_20150317_002273	베카라베의 껍질
ITEM_20150317_002274	이건 마치 돌로 만들져 있는 것 같습니다. 베카라베에게서 획득합니다.
ITEM_20150317_002275	부우크의 핵
ITEM_20150317_002276	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 부우크에게서 획득합니다.
ITEM_20150317_002277	부베 활대
ITEM_20150317_002278	조악한 솜씨로 만들어진 활대입니다. 부베 궁수에게서 획득합니다.
ITEM_20150317_002279	부베 곡괭이
ITEM_20150317_002280	광산에서 사용되는 곡괭이입니다. 비상시에는 무기로도 이용됩니다. 부베 광부에게서 획득합니다.
ITEM_20150317_002281	부베 두건
ITEM_20150317_002282	일설에 따르면 부베들이 멋을 내기위해 쓴다고 합니다. 부베 마법사와 주술사에게 획득합니다.
ITEM_20150317_002283	단델의 날개
ITEM_20150317_002284	박쥐 날개와 매우 유사하지만 식물의 줄기라는 점이 다릅니다. 단델에게서 획득합니다.
ITEM_20150317_002285	판토 눈썹
ITEM_20150317_002286	판토 창대
ITEM_20150317_002287	판토들이 사용하는 창대입니다. 판토 창병에게서 획득합니다.
ITEM_20150317_002288	티피오의 꽃술
ITEM_20150317_002289	꽃가루를 들이마시면 재채기가 나올 수 있습니다. 티피오에게서 획득합니다.
ITEM_20150317_002290	도요르 잎다발
ITEM_20150317_002291	우산 대용으로도 훌륭합니다. 도요르에게서 획득합니다.
ITEM_20150317_002292	호그마 궁수 허리띠
ITEM_20150317_002293	투박하고 튼튼한 허리띠입니다. 호그마 궁수에게서 획득합니다.
ITEM_20150317_002294	판토 창날
ITEM_20150317_002295	창날 위에 판토 문양이 그려져 있습니다. 판토 투창병에게서 획득합니다.
ITEM_20150317_002296	플로기스톤
ITEM_20150317_002297	불의 힘이 담긴 신비한 돌입니다. 드레이크에게서 획득합니다.
ITEM_20150317_002298	유황
ITEM_20150317_002299	푸른 불꽃을 내며 타는 광석입니다.
ITEM_20150317_002300	신나바르
ITEM_20150317_002301	수은의 주재료가 되는 붉은 광석입니다.
ITEM_20150317_002302	박쥐의 날개
ITEM_20150317_002303	연금술에 많이 이용되는 재료중 하나입니다.
ITEM_20150317_002304	유리조각
ITEM_20150317_002305	쓸모없는 깨진 유리 조각입니다. 플라스크에게서 획득합니다.
ITEM_20150317_002306	떡갈나무
ITEM_20150317_002307	가공되지 않은 통나무입니다.
ITEM_20150317_002308	물푸레나무
ITEM_20150317_002309	소나무
ITEM_20150317_002310	삼나무
ITEM_20150317_002311	떡갈나무 목재
ITEM_20150317_002312	가공된 목재입니다. 아이템을 만드는 재료로 사용됩니다.
ITEM_20150317_002313	물푸레나무 목재
ITEM_20150317_002314	소나무 목재
ITEM_20150317_002315	삼나무 목재
ITEM_20150317_002316	콜리플라워의 줄기
ITEM_20150317_002317	가시가 촘촘히 박혀있어 가공하기 까다로운 재료입니다. 콜리플라워에게서 획득합니다.
ITEM_20150317_002318	사우가의 개조된 핵
ITEM_20150317_002319	더 높은 출력을 내기위해 개조된 핵입니다. 사우가에게서 획득합니다.
ITEM_20150317_002320	단델의 결정
ITEM_20150317_002321	식물의 채내에서 수액이 굳으며 생성된 결정입니다. 단델에게서 획득합니다.
ITEM_20150317_002322	누덕고치의 독액
ITEM_20150317_002323	함부로 마시지 마십시오. 누덕고치에게서 획득합니다.
ITEM_20150317_002324	브로드헤드 애로우
ITEM_20150317_002325	사냥에 사용되는 화살입니다. 화살촉의 폭이 넓은 것이 특징입니다.
ITEM_20150317_002326	보드킨포인트 애로우
ITEM_20150317_002327	끝이 매우 뾰족하게 만들어 갑옷을 관통하는데 특화시킨 화살입니다.
ITEM_20150317_002328	헤일매리 애로우
ITEM_20150317_002329	화살에 폭약을 매달아 폭발시키는 화살입니다.
ITEM_20150317_002330	웬디고 송곳니
ITEM_20150317_002331	온전한 상태의 송곳니는 상당한 값어치가 나갑니다. 웬디고에게서 획득합니다.
ITEM_20150317_002332	금괴
ITEM_20150317_002333	금을 녹여 주괴 형태로 만든 것입니다. 물론 그 값어치는 상당합니다.
ITEM_20150317_002334	수은
ITEM_20150317_002335	몬스터들에게서 발견되는 정체불명의 보석입니다. 신비로운 빛깔로 인해 수집가들이 많이 찾고있습니다.
ITEM_20150317_002336	케파의 껍질
ITEM_20150317_002337	고급 재료
ITEM_20150317_002338	케파의 결정
ITEM_20150317_002339	희귀 재료
ITEM_20150317_002340	잎방개의 더듬이
ITEM_20150317_002341	빛나는 껍질
ITEM_20150317_002342	하나밍 아로마
ITEM_20150317_002343	하나밍의 결정
ITEM_20150317_002344	치넨시 뿌리
ITEM_20150317_002345	인프로락터의 뼈
ITEM_20150317_002346	껍질만 단단한 것이 아닙니다. 속도 튼튼합니다. 인프로락터에게서 획득합니다.
ITEM_20150317_002347	탈트
ITEM_20150317_002348	몬스터들에게서 발견되는 정체불명의 보석입니다. 신비로운 빛깔로인해 수집가들이 많이 찾고있습니다.
ITEM_20150317_002349	츄파카브라 가죽
ITEM_20150317_002350	츄파카브라 눈알
ITEM_20150317_002351	포포리온의 뼈
ITEM_20150317_002352	포포리온 꽃잎
ITEM_20150317_002353	위버의 껍질
ITEM_20150317_002354	위버 독액
ITEM_20150317_002355	포쿠부 고기
ITEM_20150317_002356	포쿠부의 뿔
ITEM_20150317_002357	변색된 잎
ITEM_20150317_002358	유코푸스 밧줄
ITEM_20150317_002359	붉은 케파의 줄기
ITEM_20150317_002360	부베 창끝
ITEM_20150317_002361	부베의 피
ITEM_20150317_002362	부베들은 녹색 피를 가지고 있습니다. 부베에게서 획득합니다.
ITEM_20150317_002363	라플라워 뿌리
ITEM_20150317_002364	라플라워의 결정
ITEM_20150317_002365	스톤오르카 조각
ITEM_20150317_002366	박쥐 이빨
ITEM_20150317_002367	박쥐들은 이 이빨을 사용해 피를 빨아먹기도 합니다. 박쥐에게서 획득합니다.
ITEM_20150317_002368	쉬레디드의 천조각
ITEM_20150317_002369	낡은 천조각입니다. 쉬레디드에게서 획득합니다.
ITEM_20150317_002370	쉬레디드의 사념체
ITEM_20150317_002371	영혼의 강한 사념이 물질화된 형태입니다. 안전장치 없이 손을 댈 경우 사념에 사로잡힐 수도 있습니다. 쉬레디드에게서 획득합니다.
ITEM_20150317_002372	예큐바이트 이빨
ITEM_20150317_002373	고기를 분쇄하는 쪽으로 발달된 이빨입니다. 예큐바이트에게서 획득합니다.
ITEM_20150317_002374	예큐바이트 수정
ITEM_20150317_002375	예큐바이트의 꼬리에서만 자라나는 수정입니다. 어른으로 자라날수록 수정도 커진다고 합니다. 예큐바이트에게서 획득합니다.
ITEM_20150317_002376	수정거미 껍질
ITEM_20150317_002377	수정거미 수정
ITEM_20150317_002378	수정에 눈이 멀면 그 아래에 있는 몬스터를 알아차리지 못합니다. 수정거미에게서 획득합니다.
ITEM_20150317_002379	부베 투사의 피
ITEM_20150317_002380	다른 부베들의 것보다 더 진하고 점성이 강한 피입니다. 부베 투사에게서 획득합니다.
ITEM_20150317_002381	지그너츠 열매
ITEM_20150317_002382	지그너츠 씨앗
ITEM_20150317_002383	판토 잎 모양 장식
ITEM_20150317_002384	허밍버드의 날개
ITEM_20150317_002385	꽃잎 모양을 닮아있는 날개입니다. 허밍버드에게서 획득합니다.
ITEM_20150317_002386	허밍버드 더듬이
ITEM_20150317_002387	허밍버드 날개 가루
ITEM_20150317_002388	리플라이 날개
ITEM_20150317_002389	언제나 곤충의 날개는 조심해서 다뤄야합니다. 리플라이에게서 획득합니다.
ITEM_20150317_002390	리플라이 더듬이
ITEM_20150317_002391	리플라이 알
ITEM_20150317_002392	씨드미아 씨앗
ITEM_20150317_002393	씨드미아를 키워보시는 건 어떨까요? 씨드미아에게서 획득합니다.
ITEM_20150317_002394	씨드미아 꽃가루
ITEM_20150317_002395	드레이크 견장
ITEM_20150317_002396	피렌트 껍질
ITEM_20150317_002397	보통 나무 껍질과 다를게 없어보입니다. 피렌트에게서 획득합니다.
ITEM_20150317_002398	부러진 판토 소드
ITEM_20150317_002399	부러졌지만 다시 고쳐 쓸 수 있을지도 모릅니다. 판토 전사에게서 획득합니다.
ITEM_20150317_002400	판토 발굽
ITEM_20150317_002401	판토 주술사 지팡이 장식
ITEM_20150317_002402	말라두의 고기
ITEM_20150317_002403	이것은 좋은 단백질 공급원입니다. 말라두에게서 획득합니다.
ITEM_20150317_002404	말라두 깃털
ITEM_20150317_002405	말라두의 부리
ITEM_20150317_002406	비올렛 꽃
ITEM_20150317_002407	비올렛의 결정
ITEM_20150317_002408	요노움에게서 획득할 수 있습니다.
ITEM_20150317_002409	요노움의 파편
