QUEST_LV_0200_20150317_000001	Philip's soldiers
QUEST_LV_0200_20150317_001394	
QUEST_LV_0200_20150317_001395	I will find it.
QUEST_LV_0200_20150317_001396	
QUEST_LV_0200_20150317_001397	I will collect it.
QUEST_LV_0200_20150317_001398	
QUEST_LV_0200_20150317_001399	It's not yet time 
QUEST_LV_0200_20150317_001400	
QUEST_LV_0200_20150317_001401	Wish you luck
QUEST_LV_0200_20150317_001402	It's not yettime 
QUEST_LV_0200_20150317_001403	Explaining/TALK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001404	
QUEST_LV_0200_20150317_001405	
QUEST_LV_0200_20150317_001406	I will cover for you.
QUEST_LV_0200_20150317_001407	
QUEST_LV_0200_20150317_001408	Sure, I'll help
QUEST_LV_0200_20150317_001409	That would be hard.
QUEST_LV_0200_20150317_001410	
QUEST_LV_0200_20150317_001411	
QUEST_LV_0200_20150317_001412	
QUEST_LV_0200_20150317_001413	What do you mean.
QUEST_LV_0200_20150317_001414	
QUEST_LV_0200_20150317_001415	
QUEST_LV_0200_20150317_001416	That's not first.
QUEST_LV_0200_20150317_001417	Persuading/TALK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001418	
QUEST_LV_0200_20150317_001419	
QUEST_LV_0200_20150317_001420	
QUEST_LV_0200_20150317_001421	I'll take care of it
QUEST_LV_0200_20150317_001422	
QUEST_LV_0200_20150317_001423	
QUEST_LV_0200_20150317_001424	I don't want to 
QUEST_LV_0200_20150317_001425	
QUEST_LV_0200_20150317_001426	
QUEST_LV_0200_20150317_001427	I'll take care of it
QUEST_LV_0200_20150317_001428	
QUEST_LV_0200_20150317_001429	Removing/ # SITGROPESET / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001430	
QUEST_LV_0200_20150317_001431	I'll do it
QUEST_LV_0200_20150317_001432	
QUEST_LV_0200_20150317_001433	Refuse
QUEST_LV_0200_20150317_001434	
QUEST_LV_0200_20150317_001435	
QUEST_LV_0200_20150317_001436	
QUEST_LV_0200_20150317_001437	I'm ready
QUEST_LV_0200_20150317_001438	Wait a while
QUEST_LV_0200_20150317_001439	Operating/ MAKING / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001440	
QUEST_LV_0200_20150317_001441	
QUEST_LV_0200_20150317_001442	
QUEST_LV_0200_20150317_001443	Delivering/ TALK / 0 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001444	
QUEST_LV_0200_20150317_001445	
QUEST_LV_0200_20150317_001446	
QUEST_LV_0200_20150317_001447	
QUEST_LV_0200_20150317_001448	
QUEST_LV_0200_20150317_001449	I'll get it
QUEST_LV_0200_20150317_001450	Checking/MAKING/1.5/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001451	
QUEST_LV_0200_20150317_001452	
QUEST_LV_0200_20150317_001453	I'll destroy it
QUEST_LV_0200_20150317_001454	
QUEST_LV_0200_20150317_001455	
QUEST_LV_0200_20150317_001456	
QUEST_LV_0200_20150317_001457	
QUEST_LV_0200_20150317_001458	I'll retrieve it
QUEST_LV_0200_20150317_001459	
QUEST_LV_0200_20150317_001460	
QUEST_LV_0200_20150317_001461	Checking/ # SITGROPESET / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001462	
QUEST_LV_0200_20150317_001463	
QUEST_LV_0200_20150317_001464	I think Kalis, the truth and want
QUEST_LV_0200_20150317_001465	I'll collect it
QUEST_LV_0200_20150317_001466	
QUEST_LV_0200_20150317_001467	
QUEST_LV_0200_20150317_001468	Accept
QUEST_LV_0200_20150317_001469	
QUEST_LV_0200_20150317_001470	
QUEST_LV_0200_20150317_001471	
QUEST_LV_0200_20150317_001472	
QUEST_LV_0200_20150317_001473	I'll take care of it
QUEST_LV_0200_20150317_001474	Using scroll /MAKING/1.5/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001475	
QUEST_LV_0200_20150317_001476	I still want to hel
QUEST_LV_0200_20150317_001477	Continue going your way
QUEST_LV_0200_20150317_001478	
QUEST_LV_0200_20150317_001479	
QUEST_LV_0200_20150317_001480	
QUEST_LV_0200_20150317_001481	
QUEST_LV_0200_20150317_001482	
QUEST_LV_0200_20150317_001483	
QUEST_LV_0200_20150317_001484	I'll take a look 
QUEST_LV_0200_20150317_001485	
QUEST_LV_0200_20150317_001486	
QUEST_LV_0200_20150317_001487	
QUEST_LV_0200_20150317_001488	
QUEST_LV_0200_20150317_001489	
QUEST_LV_0200_20150317_001490	
QUEST_LV_0200_20150317_001491	
QUEST_LV_0200_20150317_001492	
QUEST_LV_0200_20150317_001493	
QUEST_LV_0200_20150317_001494	
QUEST_LV_0200_20150317_001495	
QUEST_LV_0200_20150317_001496	
QUEST_LV_0200_20150317_001497	
QUEST_LV_0200_20150317_001498	
QUEST_LV_0200_20150317_001499	BiteRegina you've eaten all the honey
QUEST_LV_0200_20150317_001500	
QUEST_LV_0200_20150317_001501	
QUEST_LV_0200_20150317_001502	
QUEST_LV_0200_20150317_001503	
QUEST_LV_0200_20150317_001504	I'll ask for you
QUEST_LV_0200_20150317_001505	
QUEST_LV_0200_20150317_001506	
QUEST_LV_0200_20150317_001507	
QUEST_LV_0200_20150317_001508	
QUEST_LV_0200_20150317_001509	
QUEST_LV_0200_20150317_001510	
QUEST_LV_0200_20150317_001511	
QUEST_LV_0200_20150317_001512	
QUEST_LV_0200_20150317_001513	
QUEST_LV_0200_20150317_001514	
QUEST_LV_0200_20150317_001515	
QUEST_LV_0200_20150317_001516	
QUEST_LV_0200_20150317_001517	
QUEST_LV_0200_20150317_001518	
QUEST_LV_0200_20150317_001519	
QUEST_LV_0200_20150317_001520	
QUEST_LV_0200_20150317_001521	I'll check
QUEST_LV_0200_20150317_001522	
QUEST_LV_0200_20150317_001523	
QUEST_LV_0200_20150317_001524	
QUEST_LV_0200_20150317_001525	
QUEST_LV_0200_20150317_001526	
QUEST_LV_0200_20150317_001527	
QUEST_LV_0200_20150317_001528	
QUEST_LV_0200_20150317_001529	
QUEST_LV_0200_20150317_001530	I'll get it
QUEST_LV_0200_20150317_001531	
QUEST_LV_0200_20150317_001532	
QUEST_LV_0200_20150317_001533	
QUEST_LV_0200_20150317_001534	
QUEST_LV_0200_20150317_001535	
QUEST_LV_0200_20150317_001536	
QUEST_LV_0200_20150317_001537	
QUEST_LV_0200_20150317_001538	
QUEST_LV_0200_20150317_001539	
QUEST_LV_0200_20150317_001540	
QUEST_LV_0200_20150317_001541	
QUEST_LV_0200_20150317_001542	
QUEST_LV_0200_20150317_001543	
QUEST_LV_0200_20150317_001544	
QUEST_LV_0200_20150317_001545	
QUEST_LV_0200_20150317_001546	
QUEST_LV_0200_20150317_001547	Give me some time to prepare
QUEST_LV_0200_20150317_001548	Sealing the top of the purification/ABSORB/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001549	Circumstances of Goddess Austeza
QUEST_LV_0200_20150317_001550	
QUEST_LV_0200_20150317_001551	
QUEST_LV_0200_20150317_001552	
QUEST_LV_0200_20150317_001553	
QUEST_LV_0200_20150317_001554	
QUEST_LV_0200_20150317_001555	
QUEST_LV_0200_20150317_001556	
QUEST_LV_0200_20150317_001557	
QUEST_LV_0200_20150317_001558	I'll have it standing
QUEST_LV_0200_20150317_001559	Cancel
QUEST_LV_0200_20150317_001560	
QUEST_LV_0200_20150317_001561	
QUEST_LV_0200_20150317_001562	
QUEST_LV_0200_20150317_001563	
QUEST_LV_0200_20150317_001564	
QUEST_LV_0200_20150317_001565	
QUEST_LV_0200_20150317_001566	
QUEST_LV_0200_20150317_001567	
QUEST_LV_0200_20150317_001568	Symbol of Goddess Austeza
QUEST_LV_0200_20150317_001569	Restoring / PRAY / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001570	Notice/Symbol of the Goddess's Austeza has been restored!#5
QUEST_LV_0200_20150317_001571	
QUEST_LV_0200_20150317_001572	
QUEST_LV_0200_20150317_001573	
QUEST_LV_0200_20150317_001574	
QUEST_LV_0200_20150317_001575	Granting the power of Goddess / PRAY / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001576	
QUEST_LV_0200_20150317_001577	
QUEST_LV_0200_20150317_001578	
QUEST_LV_0200_20150317_001579	
QUEST_LV_0200_20150317_001580	
QUEST_LV_0200_20150317_001581	
QUEST_LV_0200_20150317_001582	
QUEST_LV_0200_20150317_001583	
QUEST_LV_0200_20150317_001584	I'll get rid of the monsters
QUEST_LV_0200_20150317_001585	
QUEST_LV_0200_20150317_001586	
QUEST_LV_0200_20150317_001587	
QUEST_LV_0200_20150317_001588	
QUEST_LV_0200_20150317_001589	
QUEST_LV_0200_20150317_001590	I'll help subjugate
QUEST_LV_0200_20150317_001591	
QUEST_LV_0200_20150317_001592	
QUEST_LV_0200_20150317_001593	
QUEST_LV_0200_20150317_001594	I'll go take a look
QUEST_LV_0200_20150317_001595	
QUEST_LV_0200_20150317_001596	I'll save the owls
QUEST_LV_0200_20150317_001597	
QUEST_LV_0200_20150317_001598	
QUEST_LV_0200_20150317_001599	
QUEST_LV_0200_20150317_001600	
QUEST_LV_0200_20150317_001601	I'll make it next time
QUEST_LV_0200_20150317_001602	Notice /! / Lylia died .. {nl} Please make a grave for her # 3
QUEST_LV_0200_20150317_001603	Making grave for Lylia/ SITGROPE / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001604	Notice /You made a grave for Lylia # 5
QUEST_LV_0200_20150317_001605	
QUEST_LV_0200_20150317_001606	I'll find  something to eat
QUEST_LV_0200_20150317_001607	Ignore it and go your way
QUEST_LV_0200_20150317_001608	
QUEST_LV_0200_20150317_001609	It seems like something related. Give the music box
QUEST_LV_0200_20150317_001610	Something's not right. Don't show it
QUEST_LV_0200_20150317_001611	
QUEST_LV_0200_20150317_001612	I'll get the you leaves of Nicotia
QUEST_LV_0200_20150317_001613	
QUEST_LV_0200_20150317_001614	
QUEST_LV_0200_20150317_001615	Digging a bunch of rotten meat/ SITGROPE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001616	
QUEST_LV_0200_20150317_001617	Continue asking
QUEST_LV_0200_20150317_001618	Just go your way
QUEST_LV_0200_20150317_001619	
QUEST_LV_0200_20150317_001620	I'll take care of the mosnters
QUEST_LV_0200_20150317_001621	
QUEST_LV_0200_20150317_001622	Scouring the food stack/ SITGROPE_LOOP / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001623	Notice /! / You obtained some food waste from the food stack ! {Nl} Use the V key to throw it to the monsters and kill them! # 5
QUEST_LV_0200_20150317_001624	Food piles(1) of Large Frogfish's road
QUEST_LV_0200_20150317_001625	
QUEST_LV_0200_20150317_001626	Food piles(1) of Large Frogfish's road
QUEST_LV_0200_20150317_001627	Food piles(1) of Large Frogfish's road
QUEST_LV_0200_20150317_001628	Food piles(1) of Large Frogfish's road
QUEST_LV_0200_20150317_001629	
QUEST_LV_0200_20150317_001630	Try hitting it 
QUEST_LV_0200_20150317_001631	Suspicious things are such a pain. Just ignore and go your way.
QUEST_LV_0200_20150317_001632	Notice /Successfully destroyed the mutated Tree root crystal {Nl} curse was laid disappears around! # 5
QUEST_LV_0200_20150317_001633	
QUEST_LV_0200_20150317_001634	Destroying crystal/ ATK / 1 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001635	Notice /! /Tree root crystal has spilled out many cores{Nl} Find the scattered cores and dismantle it ! # 5
QUEST_LV_0200_20150317_001636	Destryong tree root crystal ATK / 1 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001637	Notice /Successfully dismantled the tree root crystal! # 5
QUEST_LV_0200_20150317_001638	
QUEST_LV_0200_20150317_001639	Looking at the crystal/ LOOK / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001640	Desstroying the tree root crystal / ATK / 1 / TRACK_AFTER / None
QUEST_LV_0200_20150317_001641	
QUEST_LV_0200_20150317_001642	Observing the tree root crystal/ LOOK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001643	
QUEST_LV_0200_20150317_001644	Looking at the mutated tree root crystal/ LOOK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001645	Notice /! /You have to get rid of the sudden contamination casused by the tree root crystal! {Nl} Collect the tree root crystal energy from surrounding monsters! # 5
QUEST_LV_0200_20150317_001646	Notice /! /You will faint when you step on trails of contamination! Be careful! # 5
QUEST_LV_0200_20150317_001647	Sealing the mutated tree root crystal/ MAKING / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001648	
QUEST_LV_0200_20150317_001649	Look at the tree root crystal / LOOK / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001650	Notice /! / Tree root crystal have split into several pieces! Find the real one and dismantle it! # 3
QUEST_LV_0200_20150317_001651	
QUEST_LV_0200_20150317_001652	Shaking the mutated tree root crystal / STANDSHAKE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001653	Notice/box has disappeared!#5
QUEST_LV_0200_20150317_001654	
QUEST_LV_0200_20150317_001655	I'll just stay and not bother
QUEST_LV_0200_20150317_001656	Just leave because it's annoying
QUEST_LV_0200_20150317_001657	
QUEST_LV_0200_20150317_001658	What should I do? 
QUEST_LV_0200_20150317_001659	Stop. It's boring
QUEST_LV_0200_20150317_001660	What was happening here
QUEST_LV_0200_20150317_001661	Praying to the altar / WORSHIP / 3 / TRACK_AFTER / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001662	
QUEST_LV_0200_20150317_001663	
QUEST_LV_0200_20150317_001664	
QUEST_LV_0200_20150317_001665	
QUEST_LV_0200_20150317_001666	
QUEST_LV_0200_20150317_001667	
QUEST_LV_0200_20150317_001668	
QUEST_LV_0200_20150317_001669	
QUEST_LV_0200_20150317_001670	
QUEST_LV_0200_20150317_001671	
QUEST_LV_0200_20150317_001672	
QUEST_LV_0200_20150317_001673	
QUEST_LV_0200_20150317_001674	
QUEST_LV_0200_20150317_001675	Notice /! / Collect flowers and offer it to the altar for the restrained souls # 3
QUEST_LV_0200_20150317_001676	Clearing the altar / SITGROPE / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001677	
QUEST_LV_0200_20150317_001678	
QUEST_LV_0200_20150317_001679	Notice /Calm down the souls!
QUEST_LV_0200_20150317_001680	
QUEST_LV_0200_20150317_001681	Notice /! /Obtain sheets of scripture from surrounding monsters! # 3
QUEST_LV_0200_20150317_001682	Placing the scripture / MAKING / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001683	
QUEST_LV_0200_20150317_001684	Notice /! / Firelord was hiding in the altar. Get rid of it! # 3
QUEST_LV_0200_20150317_001685	
QUEST_LV_0200_20150317_001686	
QUEST_LV_0200_20150317_001687	
QUEST_LV_0200_20150317_001688	
QUEST_LV_0200_20150317_001689	
QUEST_LV_0200_20150317_001690	Give it a shot
QUEST_LV_0200_20150317_001691	You have money and it's annoying so just stop 
QUEST_LV_0200_20150317_001692	
QUEST_LV_0200_20150317_001693	Find offerings
QUEST_LV_0200_20150317_001694	You don't need blessings just go on your way
QUEST_LV_0200_20150317_001695	Worshipping/ WORSHIP / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001696	
QUEST_LV_0200_20150317_001697	
QUEST_LV_0200_20150317_001698	
QUEST_LV_0200_20150317_001699	
QUEST_LV_0200_20150317_001700	
QUEST_LV_0200_20150317_001701	I'll purify it 
QUEST_LV_0200_20150317_001702	Spraying holy water / STANDSPINKLE / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001703	Notice / The Sanctuary was purified! # 3
QUEST_LV_0200_20150317_001704	
QUEST_LV_0200_20150317_001705	Worshipping / WORSHIP / 2 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001706	
QUEST_LV_0200_20150317_001707	Notice/!/여신상에 문제가 발생 한 듯 합니다{nl}마름포석골의 조각가 테슬라를 찾아가세요#3
QUEST_LV_0200_20150317_001708	
QUEST_LV_0200_20150317_001709	Something that comes to mind
QUEST_LV_0200_20150317_001710	Repaiging Statue/ MAKING / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001711	
QUEST_LV_0200_20150317_001712	
QUEST_LV_0200_20150317_001713	
QUEST_LV_0200_20150317_001714	
QUEST_LV_0200_20150317_001715	Worshipping WORSHIP / 4 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001716	
QUEST_LV_0200_20150317_001717	Describing the work of the sanctuary / TALK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001718	It's annoying. Better luck next time
QUEST_LV_0200_20150317_001719	Naktis? Cathedral?
QUEST_LV_0200_20150317_001720	Burning / MAKING / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001721	Notice /Sanctuary seems to have been restored! # 3
QUEST_LV_0200_20150317_001722	
QUEST_LV_0200_20150317_001723	Get water
QUEST_LV_0200_20150317_001724	Do not do it
QUEST_LV_0200_20150317_001725	Getting water/ SITGROPE / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001726	Worshipping with clean water/ WORSHIP / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001727	
QUEST_LV_0200_20150317_001728	
QUEST_LV_0200_20150317_001729	Get grass flowers
QUEST_LV_0200_20150317_001730	Just pass by
QUEST_LV_0200_20150317_001731	Offering flowers and worship/ WORSHIP / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001732	
QUEST_LV_0200_20150317_001733	Offer funds
QUEST_LV_0200_20150317_001734	Do not offer money
QUEST_LV_0200_20150317_001735	Notice /! / Sanctuary is not functioning! # 3
QUEST_LV_0200_20150317_001736	Buring Purifier/ FIRE / 3 / TRACK_BEFORE / None / None / 1 / BOT / F_pattern004_fire / 1 / BOT
QUEST_LV_0200_20150317_001737	Notice /The sanctuary has been purified! # 3
QUEST_LV_0200_20150317_001738	
QUEST_LV_0200_20150317_001739	
QUEST_LV_0200_20150317_001740	Notice /You defeated the Ironbaum that was suppressing the sanctuary! Now receive the blessing of the sanctuary! # 3
QUEST_LV_0200_20150317_001741	
QUEST_LV_0200_20150317_001742	Reason for coming in pilgrimage
QUEST_LV_0200_20150317_001743	
QUEST_LV_0200_20150317_001744	Now it's tiresome
QUEST_LV_0200_20150317_001745	
QUEST_LV_0200_20150317_001746	Reason for escaping
QUEST_LV_0200_20150317_001747	
QUEST_LV_0200_20150317_001748	I'll go now
QUEST_LV_0200_20150317_001749	
QUEST_LV_0200_20150317_001750	
QUEST_LV_0200_20150317_001751	Looking at the tombstone/ MAKING / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001752	
QUEST_LV_0200_20150317_001753	
QUEST_LV_0200_20150317_001754	Taking a look / LOOK / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001755	
QUEST_LV_0200_20150317_001756	
QUEST_LV_0200_20150317_001757	Notice /Took out a handkerchief! # 3
QUEST_LV_0200_20150317_001758	
QUEST_LV_0200_20150317_001759	
QUEST_LV_0200_20150317_001760	
QUEST_LV_0200_20150317_001761	
QUEST_LV_0200_20150317_001762	
QUEST_LV_0200_20150317_001763	Notice /The water became clear and the tree began shining! # 5
QUEST_LV_0200_20150317_001764	
QUEST_LV_0200_20150317_001765	For the movement of a space (1)
QUEST_LV_0200_20150317_001766	
QUEST_LV_0200_20150317_001767	
QUEST_LV_0200_20150317_001768	Okay. (but looks like he's going to shove you around)
QUEST_LV_0200_20150317_001769	Why should I do things like that
QUEST_LV_0200_20150317_001770	
QUEST_LV_0200_20150317_001771	I think you can't say they are not related
QUEST_LV_0200_20150317_001772	They don't seem to be related 
QUEST_LV_0200_20150317_001773	
QUEST_LV_0200_20150317_001774	I'll get the reports fro Scott
QUEST_LV_0200_20150317_001775	
QUEST_LV_0200_20150317_001776	I'll deliver the report to Frey
QUEST_LV_0200_20150317_001777	
QUEST_LV_0200_20150317_001778	I'll gather the soul of the red Vubbe archer
QUEST_LV_0200_20150317_001779	
QUEST_LV_0200_20150317_001780	I'll find the supplies
QUEST_LV_0200_20150317_001781	 Notice /Chase the Vubbes that destroyed the supplies box and ran way! # 10
QUEST_LV_0200_20150317_001782	The secret of bark (3)
QUEST_LV_0200_20150317_001783	I'll try to chase the monsters
QUEST_LV_0200_20150317_001784	Notice / Let's find the Vubbes that ran away! # 8
QUEST_LV_0200_20150317_001785	Abnormal behavior of Vubbe
QUEST_LV_0200_20150317_001786	I'll follow the Vubbes
QUEST_LV_0200_20150317_001787	
QUEST_LV_0200_20150317_001788	I'll destroy the flag of the Vubbes
QUEST_LV_0200_20150317_001789	Notice /Move to next area # 5
QUEST_LV_0200_20150317_001790	
QUEST_LV_0200_20150317_001791	
QUEST_LV_0200_20150317_001792	
QUEST_LV_0200_20150317_001793	Taking a look/ SITGROPE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001794	Notice / GetItem /Monsters suddenly smelled something and appeared! # 5
QUEST_LV_0200_20150317_001795	Digging it again / SITGROPE / 5 / TRACK_AFTER / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001796	Notice / GetItem /You found truffles in the hole! # 5
QUEST_LV_0200_20150317_001797	
QUEST_LV_0200_20150317_001798	
QUEST_LV_0200_20150317_001799	
QUEST_LV_0200_20150317_001800	Notice /!/Monsters appeared nearby the Carve Owl! # 5
QUEST_LV_0200_20150317_001801	
QUEST_LV_0200_20150317_001802	
QUEST_LV_0200_20150317_001803	Notice /! /Mushwort Appeared! It must have broken the Carve Owl! # 5
QUEST_LV_0200_20150317_001804	
QUEST_LV_0200_20150317_001805	
QUEST_LV_0200_20150317_001806	
QUEST_LV_0200_20150317_001807	Standing the fallen statue/ MAKING / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001808	
QUEST_LV_0200_20150317_001809	Lighting fire/ FIRE / 2 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001810	Notice /! /Monsters suddenly rushed out when you tried to light fire! {Nl}Let's get rid of these first then light the fire again! # 5
QUEST_LV_0200_20150317_001811	Notice /You burned the statue well! # 5
QUEST_LV_0200_20150317_001812	
QUEST_LV_0200_20150317_001813	Igniting fire/ MAKING / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150317_001814	Notice /! /Keep the fire alive and get rid of the monsters! # 6
QUEST_LV_0200_20150317_001815	
QUEST_LV_0200_20150317_001816	Notice /! / The fire is dying. {Nl} Steal the arrows from High Vubbe archer and throw it in the fire !! # 5
QUEST_LV_0200_20150317_001817	
QUEST_LV_0200_20150317_001818	Run away quickly
QUEST_LV_0200_20150317_001819	
QUEST_LV_0200_20150317_001820	
QUEST_LV_0200_20150317_001821	
QUEST_LV_0200_20150317_001822	Notice /! / Please to defeat the suddenly appeared Honeypin!
QUEST_LV_0200_20150317_001823	
QUEST_LV_0200_20150317_001824	
QUEST_LV_0200_20150317_001825	
QUEST_LV_0200_20150317_001826	
QUEST_LV_0200_20150317_001827	
QUEST_LV_0200_20150317_001828	
QUEST_LV_0200_20150317_001829	
QUEST_LV_0200_20150317_001830	
QUEST_LV_0200_20150317_001831	
QUEST_LV_0200_20150317_001832	
QUEST_LV_0200_20150317_001833	
QUEST_LV_0200_20150317_001834	
QUEST_LV_0200_20150317_001835	
QUEST_LV_0200_20150317_001836	
QUEST_LV_0200_20150317_001837	
QUEST_LV_0200_20150317_001838	
QUEST_LV_0200_20150317_001839	I'll go to the Holy place
QUEST_LV_0200_20150317_001840	
QUEST_LV_0200_20150317_001841	
QUEST_LV_0200_20150317_001842	
QUEST_LV_0200_20150317_001843	
QUEST_LV_0200_20150317_001844	
QUEST_LV_0200_20150317_001845	
QUEST_LV_0200_20150317_001846	It's dangerous. Better give up.
QUEST_LV_0200_20150317_001847	
QUEST_LV_0200_20150317_001848	
QUEST_LV_0200_20150317_001849	
QUEST_LV_0200_20150317_001850	
QUEST_LV_0200_20150317_001851	
QUEST_LV_0200_20150317_001852	
QUEST_LV_0200_20150317_001853	
QUEST_LV_0200_20150317_001854	
QUEST_LV_0200_20150317_001855	
QUEST_LV_0200_20150317_001856	
QUEST_LV_0200_20150317_001857	
QUEST_LV_0200_20150317_001858	Deprived study materials
QUEST_LV_0200_20150317_001859	Study Output
QUEST_LV_0200_20150317_001860	Medicine which Priest made
QUEST_LV_0200_20150317_001861	
QUEST_LV_0200_20150317_001862	
QUEST_LV_0200_20150317_001863	
QUEST_LV_0200_20150317_001864	
QUEST_LV_0200_20150317_001865	
QUEST_LV_0200_20150317_001866	
QUEST_LV_0200_20150317_001867	
QUEST_LV_0200_20150317_001868	
QUEST_LV_0200_20150317_001869	
QUEST_LV_0200_20150317_001870	
QUEST_LV_0200_20150317_001871	
QUEST_LV_0200_20150317_001872	
QUEST_LV_0200_20150317_001873	
QUEST_LV_0200_20150317_001874	
QUEST_LV_0200_20150317_001875	
QUEST_LV_0200_20150317_001876	
QUEST_LV_0200_20150317_001877	
QUEST_LV_0200_20150317_001878	
QUEST_LV_0200_20150317_001879	
QUEST_LV_0200_20150317_001880	
QUEST_LV_0200_20150317_001881	
QUEST_LV_0200_20150317_001882	
QUEST_LV_0200_20150317_001883	
QUEST_LV_0200_20150317_001884	
QUEST_LV_0200_20150317_001885	
QUEST_LV_0200_20150317_001886	
QUEST_LV_0200_20150317_001887	
QUEST_LV_0200_20150317_001888	
QUEST_LV_0200_20150317_001889	
QUEST_LV_0200_20150317_001890	
QUEST_LV_0200_20150317_001891	Research(1)
QUEST_LV_0200_20150317_001892	
QUEST_LV_0200_20150317_001893	Research(2)
QUEST_LV_0200_20150317_001894	
QUEST_LV_0200_20150317_001895	
QUEST_LV_0200_20150317_001896	
QUEST_LV_0200_20150317_001897	
QUEST_LV_0200_20150317_001898	
QUEST_LV_0200_20150317_001899	
QUEST_LV_0200_20150317_001900	
QUEST_LV_0200_20150317_001901	
QUEST_LV_0200_20150317_001902	
QUEST_LV_0200_20150317_001903	
QUEST_LV_0200_20150317_001904	
QUEST_LV_0200_20150317_001905	
QUEST_LV_0200_20150317_001906	
QUEST_LV_0200_20150317_001907	
QUEST_LV_0200_20150317_001908	
QUEST_LV_0200_20150317_001909	
QUEST_LV_0200_20150317_001910	
QUEST_LV_0200_20150317_001911	
QUEST_LV_0200_20150317_001912	
QUEST_LV_0200_20150317_001913	
QUEST_LV_0200_20150317_001914	
QUEST_LV_0200_20150317_001915	
QUEST_LV_0200_20150317_001916	
QUEST_LV_0200_20150317_001917	
QUEST_LV_0200_20150317_001918	
QUEST_LV_0200_20150317_001919	
QUEST_LV_0200_20150317_001920	
QUEST_LV_0200_20150317_001921	
QUEST_LV_0200_20150317_001922	
QUEST_LV_0200_20150317_001923	
QUEST_LV_0200_20150317_001924	
QUEST_LV_0200_20150317_001925	
QUEST_LV_0200_20150317_001926	
QUEST_LV_0200_20150317_001927	
QUEST_LV_0200_20150317_001928	
QUEST_LV_0200_20150317_001929	
QUEST_LV_0200_20150317_001930	
QUEST_LV_0200_20150317_001931	
QUEST_LV_0200_20150317_001932	
QUEST_LV_0200_20150317_001933	Defeat around monsters
QUEST_LV_0200_20150317_001934	
QUEST_LV_0200_20150317_001935	
QUEST_LV_0200_20150317_001936	
QUEST_LV_0200_20150317_001937	
QUEST_LV_0200_20150317_001938	
QUEST_LV_0200_20150317_001939	
QUEST_LV_0200_20150317_001940	
QUEST_LV_0200_20150317_001941	
QUEST_LV_0200_20150317_001942	
QUEST_LV_0200_20150317_001943	
QUEST_LV_0200_20150317_001944	
QUEST_LV_0200_20150317_001945	
QUEST_LV_0200_20150317_001946	
QUEST_LV_0200_20150317_001947	
QUEST_LV_0200_20150317_001948	
