SKILL_20150317_000001	Attack
SKILL_20150401_003146	${#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Release a powerful stab into the enemy, then kick it away with your foot.
SKILL_20150401_003147	{memo X}Attack using stab continuously.
SKILL_20150401_003148	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Make solid landing when jumping or on air to damage enemies.
SKILL_20150401_003149	$Weapon Maintenance
SKILL_20150401_003150	{memo X}Open shop for repairing weapons. ATK is added when repaired.
SKILL_20150401_003151	{memo X}$Increases attack equal to [Skill Level]×[Number of Weapon Stars]{nl}Attack Count: #{CaptionRatio2}#{nl}Duration: 4 hour
SKILL_20150401_003152	$Armor Maintenance
SKILL_20150401_003153	{memo X}Open shop for repairing armors. Only top, pants, and shield can be repaired. Physical defense is added when repaired.
SKILL_20150401_003154	{memo X}$Physical Defense: +#{CaptionRatio}#{nl}Number of Shots: #{CaptionRatio2}#{nl}Duration: 4 hours
SKILL_20150401_003155	{memo X}Open shop to repair equipments. Item can be repaired beyond max. durability.
SKILL_20150401_003156	Repairs over #{CaptionRatio}# durability
SKILL_20150401_003157	{memo X}You're holding the enemy tied on rope. You can also hold the boss monsters.
SKILL_20150401_003158	{memo X}Max. duration 10 seconds
SKILL_20150401_003159	$Base Camp
SKILL_20150401_003160	{memo X}Install basecamp in field. Party members can sue the basecamp for personal storage and can freely warp to basecamp.
SKILL_20150401_003161	{memo X}Duration #{CaptionRatio}# hours
SKILL_20150401_003162	{memo X}Install food distribution table where you can share with party members. It can be installed nearby basecamp and it will disbanded when the basecamp is disbanded.
SKILL_20150401_003163	$Increases the food effectivenes by skill level
SKILL_20150401_003164	{memo X}Stick flag that boosts the combat abilities of the pirates on the ground. Kill enemies continuously for fever combo.
SKILL_20150401_003165	{memo X}Flag duration: 30 seconds.
SKILL_20150401_003166	Capture enemy with hook.
SKILL_20150401_003167	{memo X}Capture time 5 seconds
SKILL_20150401_003168	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use Iron Hook to drag enemy. Enemy receives damage every time it is pulled.
SKILL_20150401_003169	{memo X}Attack #{SkillFactor}#% + #{SkillAtkAdd}#{nl}#{CaptionRatio}# continuous hits
SKILL_20150401_003170	{memo X}Can open locked treasure chest.
SKILL_20150401_003171	{memo X}Can open Treaure Chests below LV #{CaptionRatio}#
SKILL_20150401_003172	Can temporarily connect basic and sword attack.
SKILL_20150401_003173	{memo X}Can use sword right after basic attack
SKILL_20150401_003174	{memo X}Make formation to recruit troops.
SKILL_20150401_003175	{memo X}Troops capacity #{CaptionRatio}#
SKILL_20150401_003176	{memo X}Change to Phalanx formation. All blocks of troops are concentrated to the front three troops.
SKILL_20150401_003177	{memo X}Block increases for troop in front{nl}Rest of troops : 0 block
SKILL_20150401_003178	{memo X}Change to Tersio formation. Defense of troops in the front row increase and call enemy's attention.
SKILL_20150401_003179	{memo X}Defense + #{CaptionRatio}#
SKILL_20150401_003180	{memo X}Change to Winged formation. Defense of enemies in front is decreased.
SKILL_20150401_003181	{memo X}Defense - #{CaptionRatio}#%
SKILL_20150401_003182	{memo X}Change to Wedge formation. Attack of the troop in front applies as continuos attack.
SKILL_20150401_003183	{memo X}#{CaptionRatio}# Continuous hits
SKILL_20150401_003184	{memo X}Change to Schiltron formation. All troops hold their weapons up high and enemies are blown away.
SKILL_20150401_003185	{memo X}Enemy approaching is pushed far back
SKILL_20150401_003186	{memo X}Change to Testudo formation. All troops move in a defense stance with their shields up front.
SKILL_20150401_003187	{memo X}Attack - #{CaptionRatio}#%{nl}Defense increase as much as increased attack
SKILL_20150401_003188	{memo X}Change direction of formation
SKILL_20150401_003189	{memo X}The direction you face become front
SKILL_20150401_003190	$When taking damage, your attack speed and attack are increased, but your defense is decreased.
SKILL_20150401_003191	{memo X}Attack + #{CaptionRatio}#% {nl}Defense - #{CaptionRatio}#%{nl}Max. repeat #{CaptionRatio2}# times{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003192	$Temporarily grants a high resistance to being affected by knock back, knock down or staggered.
SKILL_20150401_003193	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use back of sword to smack down enemy.
SKILL_20150401_003194	{memo X}Kill the enemy within set attack counts for additional EXP and rewards. But damage and Incapable of combate penalty also increases while the effects last.
SKILL_20150401_003195	$Attack Limit: #{CaptionRatio}#{nl}2x EXP & Drop Rate
SKILL_20150401_003196	${#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Deeply pierce a collapsed enemy.
SKILL_20150401_003197	{memo X}{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Quickly rotate to damage nearby enemies.
SKILL_20150401_003198	{memo X}Grow target's right hand and increase defense.
SKILL_20150401_003199	{memo X}Physical defense + #{CaptionRatio}# {nl}Magic defense + #{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003200	{memo X}Grow target's head and increase INT.
SKILL_20150401_003201	$INT: +#{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003202	$Let it rain in a targeted area. The rain provides various effects.
SKILL_20150401_003203	{memo X}Summon demon of Grimore
SKILL_20150401_003204	{memo X}Summon demon type boss {nl}registered to Grimore
SKILL_20150401_003205	{memo X}Order devils to move and attack.
SKILL_20150401_003206	$Requires Summoned Devil{nl}Maximum Level: 1
SKILL_20150401_003207	{memo X}Rode on top of Grimore Demon.
SKILL_20150401_003208	$Enables you to use a Devil's skill
SKILL_20150401_003209	{memo X}Mutate Grimore Demon to the demon registered as sub.
SKILL_20150401_003210	$Transform to another Devil-type boss that is added to the Grimoire
SKILL_20150401_003211	{memo X}Order devils to stand by.
SKILL_20150401_003212	{memo X}{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summons Familiar spirits that approaches enemy and explode.
SKILL_20150401_003213	{memo X}Attack #{SkillAtkAdd}#{nl}Summon #{CaptionRatio}# Familiar Spirits
SKILL_20150401_003214	$Summon Salamion
SKILL_20150401_003215	{memo X}Summon Salamion. Salamion attacks enemies it sees.
SKILL_20150401_003216	{memo X}Salamion attack 100{nl}Salamion HP 1000
SKILL_20150401_003217	$Increases the target's attack speed.
SKILL_20150401_003218	$Attack Speed: +#{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003219	{memo X}Give monster the effect of reviving after killed.
SKILL_20150401_003220	{memo X}Temporarily stop time in specified area. Target does not receive any damage while time is stopped.
SKILL_20150401_003221	$Magic Duration: #{CaptionTime}# seconds
SKILL_20150401_003222	{memo X}Decrease target's movement speed.
SKILL_20150401_003223	{memo X}Movement speed - #{CaptionRatio}#%{nl}Magic circle duration #{CaptionRatio2}# seconds{nl}{#339999}{ol}[Slow]{/}{/} duration 5 seconds
SKILL_20150401_003224	{memo X}Increase target's movement speed.
SKILL_20150401_003225	{memo X}Movement speed + #{CaptionRatio}#% {nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003226	{memo X}Turn back all times within the area to time before skill was used.
SKILL_20150401_003227	{memo X}Backmasking range 100{nl}Cannot use backmasking in the area for 10 seconds
SKILL_20150401_003228	{memo X}{#993399}{ol}[Magic]{/}{/}{nl}Collect corpse parts when monsters are killed using this attack.
SKILL_20150401_003229	{memo X}Attack #{SkillAtkAdd}#{nl}Collect corpse piece of each monster type
SKILL_20150401_003230	{memo X}Refer to monster registered in Necronomicon and summon Shawgus
SKILL_20150401_003231	{memo X}Boss card registered in Necronomicon
SKILL_20150401_003232	{memo X}{#993399}{ol}[Magic]{/}{/}{nl}Throw corpse parts to specific area.
SKILL_20150401_003233	{memo X}{#993399}{ol}[Magic]{/}{/}{nl}Make parts of corpse surround you and damage nearby enemies.
SKILL_20150401_003234	{memo X}Make wall of corpse and block enemies
SKILL_20150401_003235	{memo X}#{CaptionRatio}# Dirty Walls{nl}Duration 15 seconds
SKILL_20150401_003236	{memo X}Collect the corpse pieces left where the monster died.
SKILL_20150401_003237	{memo X}Target range 100
SKILL_20150401_003238	{memo X}{#993399}{ol}[Magic]{/}{/}{nl}Detonate the item on ground and damage nearby enemies,
SKILL_20150401_003239	{memo X}Dig the ground and get items for alchemy
SKILL_20150401_003240	{memo X}Get different ore every time
SKILL_20150401_003241	{memo X}Open shop to enhance gem. Penalty stats of gems decrease.
SKILL_20150401_003242	$Decreases the Gem's penalty depending on the skill level
SKILL_20150401_003243	{memo X}Synthesize weapons to change stats. Potential is consumed.
SKILL_20150401_003244	Min. and Max. Attack change by {nl}-#{CaptionRatio}#%~#{CaptionRatio}#% each
SKILL_20150401_003245	{memo X}Duct item to make useful potion for combat.
SKILL_20150401_003246	$Create a potion through a recipe
SKILL_20150401_003247	{memo X}Synthesize items to create new item.
SKILL_20150401_003248	$Possible Combination: #{CaptionRatio}#X#{CaptionRatio}#
SKILL_20150401_003249	{memo X}Decrease weapon potential to open item dungeon. Weapon's potential abilities show up when dungeon is cleared.
SKILL_20150401_003250	{memo X}Each weapon has different dungeons{nl}and potential effects
SKILL_20150401_003251	{memo X}Attack #{SkillAtkAdd}#{nl}/Bounced arrow attack #{CaptionRatio}#%
SKILL_20150401_003252	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Shoot arrows that push away enemy.
SKILL_20150401_003253	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Fire two arrows simultaneusly.
SKILL_20150401_003254	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Using this attack to kill enemy will cause arrows to flick nearby the enemy.
SKILL_20150401_003255	{memo X}Collect stone bullets in field. Cannot be collected in town.
SKILL_20150401_003256	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Destroy pavise to damage target in front.
SKILL_20150401_003257	{memo X}Attack #{SkillAtkAdd}#{nl}Can destroy Ice Wall, Dirty Wall
SKILL_20150401_003258	{memo X}Move quickly towards target and shoot arrow.
SKILL_20150401_003259	{memo X}Hide installation from enemies
SKILL_20150401_003260	$Conceal Duration: #{CaptionRatio}# minutes
SKILL_20150401_003261	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Flame is fumed and damage target in the area.
SKILL_20150401_003262	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Install trap where arrows are fired when touching wire.
SKILL_20150401_003263	{memo X}Attack #{SkillAtkAdd}#{nl}No. of Arrows #{CaptionRatio}#{nl}Install range #{CaptionRatio2}#
SKILL_20150401_003264	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Install bomb surrounding target. Bomb explosed when touching enemy.
SKILL_20150401_003265	{memo X}Attack #{SkillAtkAdd}#{nl}Install #{CaptionRatio}#
SKILL_20150401_003266	{memo X}Evasion - #{CaptionRatio}# {nl}Pointing AI duration 10 minutes
SKILL_20150401_003267	{memo X}Detect hidden monster{nl}Hounding AI duration 10 minutes
SKILL_20150401_003268	{memo X}Companion guards against monsters approaching.
SKILL_20150401_003269	{#339999}{ol}[Fear]{/}{/} Duration #{CaptionRatio}# seconds{nl}If distance between player and companion is at least {nl}250 meters, disable AI{nl}Growling AI Duration 10 minutes
SKILL_20150401_003270	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Shoot arrows that make noise. It also affects target's surroundings.
SKILL_20150401_003271	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Shoot flash arrows on the ground. Flash pops and shoots sparks to enemies nearby.
SKILL_20150401_003272	{memo X}Max. duration 10 seconds{nl}Consume #{CaptionRatio}# SP per second
SKILL_20150401_003273	{memo X}Rate of Critical temporarily increases when attacked form behind.
SKILL_20150401_003274	$Critical Chance: +#{CaptionRatio}#%{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003275	{memo X}Decrease evasion of target in front.
SKILL_20150401_003276	$Evasion: -#{CaptionRatio}#%{nl}Targets: #{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003277	{memo X}Hide under the ground
SKILL_20150401_003278	Can only use basic attack in Burrow state
SKILL_20150401_003279	{memo X}Steal enemy's trap or magic circle. You can used the stolen things later.
SKILL_20150401_003280	Acquire #{CaptionRatio}# enemy's magic circle
SKILL_20150401_003281	$Increases your Evasion.
SKILL_20150401_003282	$Evasion: +#{CaptionRatio}#%{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003283	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Using this attack to kill enemy explodes target. Strength of party members is temporarily increased.
SKILL_20150401_003284	{memo X}Attack #{SkillAtkAdd}#{nl}STR + #{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003285	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Throw Lachrymator bomb. Target affected fall into Blind state.
SKILL_20150401_003286	{memo X}Attack #{SkillAtkAdd}#{nl}Lachrymator Duration #{CaptionTime}# seconds
SKILL_20150401_003287	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Continuously attack enemy with sword. Increases critical rate, no. of strikes are different each time.
SKILL_20150401_003288	{memo X}Attack #{SkillAtkAdd}#{nl}Hit 1~4 times{nl}Critical rate #{CaptionRatio}#%
SKILL_20150401_003289	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Shoot arrows that cause enemy to Bleed.
SKILL_20150401_003290	{memo X}Attack #{SkillAtkAdd}#{nl}Bleeding damage #{CaptionRatio}#{nl}Bleed Duration #{CaptionTime}# seconds{nl}Use 1 Broadhead Arrow
SKILL_20150401_003291	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Shoot arrow that decrease target's defense and removes its shield.
SKILL_20150401_003292	{memo X}Attack #{SkillAtkAdd}#{nl}Physical defense - 30%{nl}Use 1 Bodkin Point Arrow
SKILL_20150401_003293	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Shoot barbs. No. of strikes are different for each defense type.
SKILL_20150401_003294	{memo X}Attack #{SkillAtkAdd}#{nl}Cloth armor 1 hit{nl}Leather armor 2 hits{nl}Plate armor 3 hits{nl}Ghost armor N/A{nl}Use 1 Barbed Arrow
SKILL_20150401_003295	{memo X}{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Using this attack to kill enemy will shoot arrow that explosed in cross.
SKILL_20150401_003296	{memo X}Attack #{SkillAtkAdd}#{nl}Explosion Attack #{CaptionRatio}#%{nl}Use1 Hail Mary Arrow
SKILL_20150401_003297	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Shoot quick fire at enemies.
SKILL_20150401_003298	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Shoot forward while moving back.
SKILL_20150401_003299	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Quickly move towards target and fire shots.
SKILL_20150401_003300	{memo X}Attack #{SkillAtkAdd}#{nl}Can use while riding
SKILL_20150401_003301	$Retreat Shot
SKILL_20150401_003302	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Shoot opposite the direction you move.
SKILL_20150401_003303	Erase sign to remove monsters' threat and is not attacked first by monsters.
SKILL_20150401_003304	Create Guardian Saint magic circle. Target receives damage instead of skill caster.
SKILL_20150401_003305	{memo X}Guardian Saint Duration #{CaptionTime}#seconds{nl}Magic Circle Duration #{CaptionRatio}# seconds
SKILL_20150401_003306	{memo X}Attack #{SkillAtkAdd}#{nl}Defense + #{CaptionRatio}# {nl}Target 10{nl}Duration #{CaptionRatio2}# seconds{nl}Use 1 Holy water
SKILL_20150401_003307	{memo X}Additional damage +#{CaptionRatio}#{nl}Attack #{CaptionRatio2}#times{nl}Duration 30seconds{nl}Use 1 Holy Powder
SKILL_20150401_003308	$Holy Property Attack: +#{CaptionRatio}#{nl}Additional Damage: +#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds{nl}Consumes 1 Gyslotis
SKILL_20150401_003309	$Prevents you from becoming Incapable of Combat once.
SKILL_20150401_003310	$HP Recovery: #{CaptionRatio}#%{nl}Invincible for #{CaptionRatio2}# seconds{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003311	{memo X}{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Create magic circle with holy power. Enemy is damaged when and after entering the circle.
SKILL_20150401_003312	{memo X}Attack #{SkillAtkAdd}#{nl}Divine Damage #{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003313	{memo X}Can warp #{CaptionRatio}# times{nl}Goddess Statue duration 30 seconds{nl}Use 3 Oak wood
SKILL_20150401_003314	{memo X}SP - #{CaptionRatio}# {nl}Goddess Statue duration 30 seconds{nl}Use 5 Pine woods
SKILL_20150401_003315	{memo X}Splash + #{CaptionRatio}# {nl}Goddess Statue duration 30 seconds{nl}Use 5 cedar wood
SKILL_20150401_003316	{memo X}Attack #{SkillAtkAdd}#{nl}Block #{CaptionRatio}# times{nl}Duration #{CaptionTime}# seconds{nl}Use 2 Oak wood
SKILL_20150401_003317	{memo X}Statue Duration #{CaptionRatio}# seconds{nl}Use #{CaptionRatio2}# ash woods
SKILL_20150401_003318	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Push away enemiesand cause damage to nearby enemies.
SKILL_20150401_003319	{memo X}Attack #{SkillAtkAdd}#{nl}Long range projectile, can't defend magic
SKILL_20150401_003320	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Punch target twice.
SKILL_20150401_003321	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use palm to push away enemy.
SKILL_20150401_003322	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use hand knife to smack down enemy.
SKILL_20150401_003323	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Shortly stretch hands to push away target and exhause target's SP. Target temporarily received continuous damage.
SKILL_20150401_003324	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Gather force and shoot forward. Target hit is pushed back and receives damage.
SKILL_20150401_003325	{memo X}Strike damage 30%~50%{nl}Consume #{CaptionRatio}# SP per 0.5 seconds
SKILL_20150401_003326	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Throw coin to attack enemy. Max SP of target decrease temporarily.
SKILL_20150401_003327	{memo X}Attack #{SkillAtkAdd}#{nl}Duration #{CaptionRatio}# seconds{nl}Use #{CaptionRatio2}# silver
SKILL_20150401_003328	{memo X}Temporarily defense against damage.
SKILL_20150401_003329	{memo X}Long range projectile, can defend magic
SKILL_20150401_003330	{memo X}Make a despeller that can block harmful magic and effects.
SKILL_20150401_003331	Activate to defend automatically{nl}Use 1 despeller after defense
SKILL_20150401_003332	{memo X}Make part of your skills into scrolls.
SKILL_20150401_003333	Scrolls disappear after use.
SKILL_20150401_003334	{memo X}Open shop for giving usefull effects of your skill to other players.
SKILL_20150401_003335	Can register skill that use item
SKILL_20150401_003336	{memo X}Heals target and party members.
SKILL_20150401_003337	{memo X}Heal Party members{nl}Heal #{CaptionRatio}# players in front
SKILL_20150401_003338	{memo X}Open shop to buy-in items from other players.
SKILL_20150401_003339	{memo X}Remove target's harmful effects
SKILL_20150401_003340	$Duration: +#{CaptionRatio}# seconds
SKILL_20150401_003341	{memo X}Control the monster in front.
SKILL_20150401_003342	$Duration: #{CaptionRatio}# seconds
SKILL_20150401_003343	{memo X}{#993399}{ol}[Magic]{/}{/}{nl}Attack plants in specific area.
SKILL_20150401_003344	{memo X}Attack: #{SkillAtkAdd}#{nl}Duration: #{CaptionRatio}# seconds
SKILL_20150401_003345	{memo X}Transform into monster in front.
SKILL_20150401_003346	{memo X}Can use monster's skill
SKILL_20150401_003347	{memo X}Transform into the monster last shap shifted
SKILL_20150401_003348	{memo X}Plants in target area protects allies.
SKILL_20150401_003349	{memo X}Plant grows in target area. Monsters within the targeted area temporarily become Plant-type monsters.
SKILL_20150401_003350	{memo X}#{CaptionRatio}# Pile of food{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003351	{memo X}Summon the monster somewhere in the map to right in front.
SKILL_20150401_003352	$Summons #{CaptionRatio}# monsters
SKILL_20150401_003353	{memo X}Increase max. SP and STA of party members
SKILL_20150401_003354	{memo X}Max. SP,STA + #{CaptionRatio}#%{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003355	{memo X}Change the monster in fron to another monster.
SKILL_20150401_003356	$Target Level: -#{CaptionRatio}# ~ +#{CaptionRatio}#
SKILL_20150401_003357	{memo X}Preview item that the monster will drop
SKILL_20150401_003358	$Applied instantly{nl}after using Resetting{nl}Maximum Level: 1
SKILL_20150401_003359	{memo X}Nulify all magic effects around.
SKILL_20150401_003360	{memo X}Remove spell magic circle{nl}Target #{CaptionRatio}#
SKILL_20150401_003361	{memo X}Show enemy's attack range for a while.
SKILL_20150401_003362	{memo X}Change item that the monster will drop.
SKILL_20150401_003363	{memo X}Chagen drop item
SKILL_20150401_003364	{memo X}Sentence death to target. Target dies after certain time.
SKILL_20150401_003365	$Sentence Duration: #{CaptionRatio}# seconds
SKILL_20150401_003366	Hunting monster.
SKILL_20150401_003367	Combat abilities of the pirates increase. Become stronger when fever combo is activated.
SKILL_20150401_003368	INT increases.
SKILL_20150401_003369	{memo X}Attack is applied continuously
SKILL_20150401_003370	Can use moving shot while running
SKILL_20150401_003371	Pillaging
SKILL_20150401_003372	HP increases.
SKILL_20150401_003373	SP increases.
SKILL_20150401_003374	HP recovery time decreases.
SKILL_20150401_003375	SP recovery time decreases.
SKILL_20150401_003376	Revive: Two
SKILL_20150401_003377	{memo X}When enemies are killed with [Revive], two monsters appear at rate of 1% per attribute level.
SKILL_20150401_003378	{memo X}Pommel Beat: Enhance
SKILL_20150401_003379	{memo X}Damage of [Pommel Beat] Increase per Attribute level.
SKILL_20150401_003380	{memo X}Pommel Beat: Enhance 2
SKILL_20150401_003381	$Enhanced the damage of [Pommel Beat] to Swordsman's 3rd Circle standards.
SKILL_20150401_003382	{memo X}Double Slash: Enhance
SKILL_20150401_003383	{memo X}Damage of [Double Slash] Increase per Attribute level.
SKILL_20150401_003384	{memo X}Butterfly: Enhance
SKILL_20150401_003385	{memo X}Damage of [Butterfly] Increase per Attribute level.
SKILL_20150401_003386	{memo X}Skull Swing: Enhance
SKILL_20150401_003387	{memo X}Damage of [Skull Swing] Increase per Attribute level.
SKILL_20150401_003388	{memo X}Skull Swing: Enhance 2
SKILL_20150401_003389	$Enhanced the damage of [Skull Swing] to Highlander's 3rd Circle standards.
SKILL_20150401_003390	{memo X}Spear Throw: Enhance
SKILL_20150401_003391	{memo X}Damage of [Spear Throw] Increase per Attribute level.
SKILL_20150401_003392	{memo X}Stomping Kick: Enhance 2
SKILL_20150401_003393	$Enhanced the damage of [Stomping Kick] to Barbarian's 3rd Circle standards.
SKILL_20150401_003394	$Keel Hauling: Enhance
SKILL_20150401_003395	{memo X}Damage of [Keel Hauling] Increase per Attribute level.
SKILL_20150401_003396	$Cyclone: Enhance
SKILL_20150401_003397	{memo X}Damage of [Cyclone] Increase per Attribute level.
SKILL_20150401_003398	$Mordschlag: Enhance
SKILL_20150401_003399	$Punish: Enhance
SKILL_20150401_003400	$Snow Rolling: Enhance
SKILL_20150401_003401	{memo X}Damage of [Snow Rolling] Increase per Attribute level.
SKILL_20150401_003402	$Gather Corpse: Enhance
SKILL_20150401_003403	{memo X}Damage of [Gather Corpse] Increase per Attribute level.
SKILL_20150401_003404	$Flesh Cannon: Enhance
SKILL_20150401_003405	{memo X}Damage of [Flesh Canon] Increase per Attribute level.
SKILL_20150401_003406	$Flesh Cannon: Enhance 2
SKILL_20150401_003407	$Enhanced the damage of [Flesh Cannon] to Necromancer's 2nd Circle standards.
SKILL_20150401_003408	$Flesh Cannon: Enhance 3
SKILL_20150401_003409	$Enhanced the damage of [Flesh Cannon] to Necromancer's 3rd Circle standards.
SKILL_20150401_003410	$Flesh Hoop: Enhance
SKILL_20150401_003411	{memo X}Damage of [Flesh Hoop] Increase per Attribute level.
SKILL_20150401_003412	$Flesh Hoop: Enhance 2
SKILL_20150401_003413	$Enhanced the damage of [Flesh Hoop] to Necromancer's 3rd Circle standards.
SKILL_20150401_003414	$Flesh Hoop: Enhance 3
SKILL_20150401_003415	$Combustion: Enhance
SKILL_20150401_003416	{memo X}Damage of [Combustion] Increase per Attribute level.
SKILL_20150401_003417	$Combustion: Enhance 2
SKILL_20150401_003418	$Enhanced the damage of [Combustion] to Alchemist's 2nd Circle standards.
SKILL_20150401_003419	$Combustion: Enhance 3
SKILL_20150401_003420	$Enhanced the damage of [Combustion] to Alchemist's 3rd Circle standards.
SKILL_20150401_003421	{memo X}Knockback Shot: Enhance
SKILL_20150401_003422	{memo X}Damage of [Knockback Shot] Increase per Attribute level.
SKILL_20150401_003423	{memo X}Knockback Shot: Enhance 2
SKILL_20150401_003424	{memo X}Damage of [Knockback Shot] is enhanced to Archer Circle 3.
SKILL_20150401_003425	{memo X}Dual Shot : Enhance
SKILL_20150401_003426	{memo X}Damage of [Dual Shot] Increase per Attribute level.
SKILL_20150401_003427	{memo X}Break Pavise: Enhance
SKILL_20150401_003428	{memo X}Damage of [Break Pavise] Increase per Attribute level.
SKILL_20150401_003429	{memo X}Break Pavise: Enhance 2
SKILL_20150401_003430	{memo X}Damage of [Break Pavise] is enhanced to Quarrel Shooter Circle 3.
SKILL_20150401_003431	{memo X}Crossbow Mosing Shot: Enhance
SKILL_20150401_003432	{memo X}Damage of [Crossbow Moving Shot] Increase per Attribute level.
SKILL_20150401_003433	$Spike Shooter: Enhance
SKILL_20150401_003434	{memo X}Damage of [Spike Shooter] Increase per Attribute level.
SKILL_20150401_003435	$Collar Bomb: Enhance
SKILL_20150401_003436	{memo X}Damage of [Collar Bomb] Increase per Attribute level.
SKILL_20150401_003437	$Collar Bomb: Enhance 2
SKILL_20150401_003438	$Enhanced the damage of [Collar Bomb] to Sapper's 3rd Circle standards.
SKILL_20150401_003439	$Vendetta: Enhance
SKILL_20150401_003440	{memo X}Damage of [Vendetta] Increase per Attribute level.
SKILL_20150401_003441	$Vendetta: Enhance 2
SKILL_20150401_003442	$Enhanced the damage of [Vendetta] to Rogue's 3rd Circle standards.
SKILL_20150401_003443	{memo X}Lachrymator: Enhance
SKILL_20150401_003444	{memo X}Damage of [Lachrymator] Increase per Attribute level.
SKILL_20150401_003445	$Lachrymator: Enhance 2
SKILL_20150401_003446	$Enhanced the damage of [Lachrymator] to Rogue's 2nd Circle standards.
SKILL_20150401_003447	$Lachrymator: Enhance 3
SKILL_20150401_003448	$Enhanced the damage of [Lachrymator] to Rogue's 3rd Circle standards.
SKILL_20150401_003449	$Backstab: Enhance
SKILL_20150401_003450	{memo X}Damage of [Baskstep] Increase per Attribute level.
SKILL_20150401_003451	$Backstab: Enhance 2
SKILL_20150401_003452	$Enhanced the damage of [Backstab] to Rogue's 2nd Circle standards.
SKILL_20150401_003453	$Backstab: Enhance 3
SKILL_20150401_003454	$Enhanced the damage of [Backstab] to Rogue's 3rd Circle standards.
SKILL_20150401_003455	$Broadhead: Enhance
SKILL_20150401_003456	{memo X}Damage of [Broadhead] Increase per Attribute level.
SKILL_20150401_003457	$Broadhead: Enhance 2
SKILL_20150401_003458	$Enhanced the damage of [Broadhead] to Fletcher's 2nd Circle standards.
SKILL_20150401_003459	$Broadhead: Enhance 3
SKILL_20150401_003460	$Enhanced the damage of [Broadhead] to Fletcher's 3rd Circle standards.
SKILL_20150401_003461	$Bodkin Point: Enhance
SKILL_20150401_003462	{memo X}Damage of [Bodkin Point] Increase per Attribute level.
SKILL_20150401_003463	$Bodkin Point: Enhance 2
