QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20151102_010852	The place is dangerous but a good place to train yourself. {nl}Get yourself a fine shield and show me that you are prepared.{nl}Then, I will be able to share you info on the Quarrel Shooter's advanced skills.	당신의 실력이 좋아진만큼 위험한 장소에 갈 일이 많을테니 좋은 방패를 구해와서 만반의 준비를 했다는 것을 보여주세요.{nl}그러면 제가 쿼렐슈터의 고급 기술을 전수해드리겠어요.
QUEST_LV_0100_20151102_010853	A shield enhanced to +5 or beyond will do just nicely.{nl}Don't worry, I will give it back to you as soon as I check it.	방패는 5레벨 이상 강화된 정도면 좋겠네요.{nl}확인한 뒤에는 다시 돌려드릴테니 걱정마세요.
QUEST_LV_0100_20151102_010854	That's enough preparation.{nl}Always be mindful and always be prepared.{nl}	그 정도면 잘 준비하셨다고 볼 수 있겠네요.{nl}항상 방심하지 않고 철저하게 준비하는 것이 중요해요.{nl}
QUEST_LV_0100_20151102_010855	As I promised, the advanced skills of the Quarrel Shooter.	그럼 약속대로 쿼렐슈터의 고급 기술들을 전수해드릴게요.
QUEST_LV_0100_20151102_010856	You want to learn more Sapper skills?{nl}Well, just like the last time, help me on an experiment to improve Sapper skills. {nl}As a compensation, I will teach you.{nl}	더 많은 새퍼의 기술을 배우고 싶단 말입니까?{nl}그럼 지난번과 마찬가지로 새퍼의 기술 개선 실험을 도와주시면 그 대가로 새로운 기술을 교육해드리도록 하겠습니다.{nl}
QUEST_LV_0100_20151102_010857	The task I am working on currently is on how to make the bombs stronger.{nl}The monsters in the Castlefield 65_1, 2 and 3 have the necessary materials.{nl}Get me the necessary materials to make a stronger bomb.	기존에 사용하던 폭탄보다 더 강력한 폭탄을 만들려고 하고 있습니다.{nl}그래서 캐슬필드 65_1, 캐슬필드 65_2, 캐슬필드 65_3에 있는 몬스터에게서 구할 수 있는 재료가 필요합니다.{nl}강력한 폭탄의 연구재료를 모두 구해와 주시기 바랍니다.
QUEST_LV_0100_20151102_010858	Retrieve necessary materials from monsters in Castlefield 65_1, 2 and 3 for the bomb experiment.	캐슬필드 65_1, 캐슬필드 65_2, 캐슬필드 65_3에 있는 몬스터에게서 강력한 폭탄의 연구재료를 구해와 주시기 바랍니다.
QUEST_LV_0100_20151102_010859	These would suffice. I hope it will work this time.{nl}Before I carry on with my experiment, I will teach you the advanced Sapper skills.	이걸로 충분합니다.{nl}이번에는 잘 됐으면 좋겠군요.{nl}{nl}그럼 실험해보기 전에 당신에게 새퍼의 기술을 교육해드리겠습니다.
QUEST_LV_0100_20151102_010860	You want to learn more Hunter skills?{nl}My, my. You are one eager fellow.{nl}	헌터의 기술을 더 배우고 싶다고?{nl}아주 의욕적인 친구로구먼.{nl}
QUEST_LV_0100_20151102_010861	I have already set up a test for people like you.{nl}It's a simple quest that involves a fetch. Want to have go at it?	자네같은 사람들을 위해 내가 미리 시험을 준비해놨네.{nl}물건을 찾아 가져오는 간단한 일이네. 해보겠는가?
QUEST_LV_0100_20151102_010862	Get me a Hunter's Pass one each from Castlefield 65_1, 2 and 3.{nl}I have placed a Hunter's Pass in a chest in each place. You just get me all three.	캐슬필드 65_1, 캐슬필드 65_2, 캐슬필드 65_3에 각각 하나씩 내가 헌터의 시험증표를 가져다 두었네.{nl}상자안에 잘 두었으니 모든 상자를 찾아서 헌터의 시험증표 세 개를 전부 모아오면 되네.
QUEST_LV_0100_20151102_010863	Get three Hunter's Passes one each from the chests in Castlefield 65_1, 2 and 3.	캐슬필드 65_1, 캐슬필드 65_2, 캐슬필드 65_3에 각각 하나씩 있는 상자를 찾아서 헌터의 시험증표 세 개를 전부 모아오면 되네.
QUEST_LV_0100_20151102_010864	Let's see... you've got them all.{nl}	전부 찾아왔군.{nl}
QUEST_LV_0100_20151102_010865	Good. Now, I will give you the lessons on high-leveled Hunter skills.{nl}Focus and observe.	좋네. 그럼 자네가 아직 배우지 못한 새로운 헌터의 기술을 알려주겠네.{nl}정신 집중해서 잘 보게.
QUEST_LV_0100_20151102_010866	Welcome! So you want to become a Wugushi?{nl}Having more allies is always a good thing.{nl}	무고사가 되고 싶다니 환영해.{nl}동료가 늘어나는 건 좋은 일이지.{nl}
QUEST_LV_0100_20151102_010867	Basically, Wugushis utilize poison. Where do we get the poison?{nl}You cannot make a poison by yourself yet so I will teach {nl}you the way of getting and using a pre-existing poison.	무고사는 독을 쓰는 게 기본이야.{nl}그러려면 독을 먼저 구해야겠지?{nl}넌 아직 독을 만들 줄 모르니까 이미 있는 독을 구해서 쓰는 법을 먼저 알려줄게.
QUEST_LV_0100_20151102_010868	A good question.{nl}At the moment, the poison you can get would be a poison from a thorn poison.{nl}You can get the poison from the monsters in Carlyle's Mausoleum.	좋은 질문이야.{nl}네가 구해볼 만한 건 시독 정도겠네.{nl}시독은 칼라일의 영묘에 있는 몬스터를 처치하면 얻을 수 있을 거야.
QUEST_LV_0100_20151102_010869	Defeat the monsters in Carlyle's Mausoleum to obtain the poison.	시독은 칼라일의 영묘에 있는 몬스터를 처치하면 얻을 수 있을 거야.
QUEST_LV_0100_20151102_010870	Handle poisons with utmost caution.{nl}There's no telling if the next victim will be you.{nl}	독은 항상 조심해서 다뤄야해.{nl}너 자신도 당할 수 있으니까.{nl}
QUEST_LV_0100_20151102_010871	You've got the poison, let's begin the lesson, shall we?{nl}Watch my movements carefully and follow them.	그럼 시독도 잘 구해왔으니 무고사의 기술을 조금 알려줘볼까?{nl}준비됐으면 내가 하는 것을 잘 보고 따라해봐.
QUEST_LV_0100_20151102_010872	You are looking to become a Scout, aren't you?{nl}Scouts specializes in fields of spying on enemy bases and infiltrating them.{nl}Speed is crucial in the life of a Scout.	당신도 스카우트가 되려고 왔나요?{nl}스카우트는 적을 정찰하거나 몰래 숨어드는 일이 특화된 기술을 사용해요.{nl}그렇기 때문에 스카우트가 되려면 아주 민첩한 몸놀림이 필요하죠.{nl}
QUEST_LV_0100_20151102_010873	If you really want to become a Scout, show me how quick you are, {nl}quick enough to use Scout's skills.{nl}Only then I will teach you the path.	당신이 스카우트가 되고 싶다면 스카우트의 기술을 사용할 수 있을 만큼 민첩하다는 것을 보여주세요.{nl}그런다면 스카우트의 기술을 알려드리겠어요.
QUEST_LV_0100_20151102_010874	Now then. The point of the test is to see how many times can you attack before getting hit.{nl}Hit them but don't get hit. If you get hit, the counter resets.	좋아요. 그럼 적에게 맞지 않고 얼마나 공격할 수 있는 지 보겠어요.{nl}몬스터를 공격하면서 자신은 맞지 않고 일방적으로 공격을 하는 거죠.{nl}단 한 번이라도 공격을 당하면 다시 처음부터 세도록 하겠어요.
QUEST_LV_0100_20151102_010875	Attack a monster continuously without taking a hit.{nl}When you get hit once, the counter resets.	몬스터를 공격하면서 자신은 맞지 않고 일방적으로 공격을 하세요.{nl}단 한 번이라도 공격을 당하면 다시 처음부터 세도록 하겠어요.
QUEST_LV_0100_20151102_010876	Nimble!{nl}	상당히 좋은 몸놀림이네요.{nl}
QUEST_LV_0100_20151102_010877	You seem to be capable of handling the Scout's skills.{nl}Now, let me teach you some scouting skills.	당신이라면 스카우트의 기술을 충분히 사용할 수 있겠어요.{nl}약속한대로 지금 바로 스카우트의 기술을 알려드릴게요.
QUEST_LV_0100_20151102_010878	The baron said the strange aura is dangerous and told us not to go near it. {nl}But I don't think that's the case.	남작은 이상한 기운이 위험한 것이라며 가까이 가지 말라고 했지만요.{nl}제 의견은 조금 달라요.{nl}
QUEST_LV_0100_20151102_010879	There is an unstable magic circle on the way to Ramus Crossroads. {nl}They say to not go near it because a strange aura flows out from it. But it really doesn't seem so. {nl}	라무스 사거리로 가는 길에 불완전한 마법진이 있어.{nl}이상한 기운이 새어 나온다며 절대로 가까이 가지 말라는데, 영 그렇게 보이지 않거든.{nl}
QUEST_LV_0100_20151102_010880	The Apsimesti Crossroads always has been a final testing ground for Hoplites.{nl}Many of forerunners before you would fight monsters till their spears broke.{nl}Of course, there were those who got severely injured.	압시메스티 교차로는 옛부터 하플라이트의 마지막 시험 무대였습니다.{nl}당신의 많은 선배들이 그곳에서 창이 부러질 때까지 몬스터와 사투를 벌이곤 했습니다.{nl}물론 몬스터로부터 심한 피해를 입은 자들도 있었죠.
QUEST_LV_0100_20151102_010881	Find and get those broken spears and armor. That will be your final test.{nl}Broken spear fragments can be obtained from defeating monsters.{nl}As for broken armor, check the road or reeds forest for corroded metal plates.	그들의 부러진 창과 부서진 갑옷을 모아 오는 것으로 당신의 마지막 자격을 심사해보죠.{nl}부러진 창 조각은 몬스터를 처치하면 얻을 수 있습니다.{nl}또한 부서진 갑옷은 길이나 갈대숲 속에 부식된 철판이 없는지 살펴보세요.
QUEST_LV_0100_20151102_010882	Talk is cheap. What matters the most is can you do it.{nl}This medicinal liquid is not actually medicinal. Rather it's a poison. {nl}Back home, we drink it as part of training.	중요한 건 말보다 실력일세.{nl}이 약물은 우리 고향에서 수련시 사용하는 약물로 일종의 독약이지.
QUEST_LV_0100_20151102_010883	Drink it and kill the monsters down at the Apsimesti Crossroads while your body is under the influence.{nl}You must do it alone.	약물을 마셔 힘이 저하된 상태로 압시메스티 교차로의 몬스터들을 처치하고 오게.{nl}이 역시 혼자서 해내야 하네.
QUEST_LV_0100_20151102_010884	Mage Melchioras	마법사 멜히오라스
QUEST_LV_0100_20151102_010885	Eh	에
QUEST_LV_0100_20151102_010886	Gu	구
QUEST_LV_0100_20151102_010887	Revelator Mihail	계시자 미하일
QUEST_LV_0100_20151102_010888	Andrea	안드레아
QUEST_LV_0100_20151102_010889	Nuodas	누오다스
QUEST_LV_0100_20151102_010890	Elder's Granddaughter	촌장의 손녀
QUEST_LV_0100_20151102_010891	Come now, grandpa... How many times have I told you, it's too dangerous to go outside alone...	어휴 할아버님도 참... 그렇게 혼자 다니시면 위험하다고 몇번을 말씀드렸는데...
QUEST_LV_0100_20151102_010892	Oh, you must be the traveler helping our grandfather.{nl}I welcome your arrival.{nl}I was getting worried because my grandfather has disappeared.	아, 할아버님을 도와주셨다는 여행자님이시군요.{nl}이렇게 와주셔서 감사합니다.{nl}할아버님이 갑자기 사라지셔서 걱정하고 있었어요.
QUEST_LV_0100_20151102_010893	We live by the lower lakeside.{nl}The lake has recently turned red and plants that feed off from it have overgrown. {nl}Anyone who either drinks it or eat the fruits become sick.{nl}Some villagers left town for Orsha, the rest has come up to investigate the lake.	저희는 호수 하류에 사는 사람들이에요.{nl}최근 호수가 붉게 변하면서 식물들이 거대해지고 붉은 물을 마시거나 거대한 식물을 먹으면 앓아누웠어요.{nl}마을사람들 일부는 오르샤로 떠나버렸고 남은 사람들은 할아버님을 따라서 호수를 조사하기 위해 올라왔어요.
QUEST_LV_0100_20151102_010894	My grandfather and the villagers found a suspicious place. {nl}The investigation got cut short when the monsters came.{nl}Could you continue the investigation for us?	얼마전에 할아버님과 마을 사람들이 수상해보이는 장소를 찾았는데 살펴보던 중 몬스터가 몰려들어서 계속 조사 할 수 없었어요.{nl}그래서 그러는데 혹시 그 장소를 조사를 부탁드려도 될까요?
QUEST_LV_0100_20151102_010895	You found something in the ashes	잿더미 속에서 무언가를 발견했습니다.
QUEST_LV_0100_20151102_010896	Thank you in advance!	잘 부탁드려요!
QUEST_LV_0100_20151102_010897	I want to guide you myself but, my grandfather is inspecting the stuff he found around here.	안내를 해드리고 싶지만, 할아버님은 그 근방에서 주운 물건을 살펴보고계셔요.
QUEST_LV_0100_20151102_010898	You came! And you've found the half-burnt notes?{nl}I need to show these to my grandfather...{nl}He is off somewhere aftering sensing a tremor along with young villagers.{nl}I will inspect them myself. Could you go and get my grandfather for me?	오셨군요!{nl}타다만 일지를 발견하셨다구요?{nl}할아버님께 보여드려야 할텐데...{nl}할아버님은 조금 전 진동이 일어난 후 마을 청년과 함께 어딘가로 가버리셨어요.{nl}그 일지는 제가 살펴보고있을테니 할아버님을 찾아주실 수 있나요?
QUEST_LV_0100_20151102_010899	I hope my grandfather is okay...	할아버님이 별탈 없으셔야 할텐데...
QUEST_LV_0100_20151102_010900	Thank you for saving me.{nl}Without you, something very dangerous might have happened to me.{nl}I was inspecting a disc I've found in the suspicious place and {nl}suddenly monsters were chasing after me.	구해주셔서 감사합니다.{nl}여행자님이 아니었다면 큰일날 뻔 했습니다.{nl}얼마전에 수상한 장소 인근에서 주운 원판을 조사하다 보니 몬스터들에게 쫒기게 되었습니다.
QUEST_LV_0100_20151102_010901	Have you found my grandfather?	할아버님은 찾으셨나요?
QUEST_LV_0100_20151102_010902	After an earthquake, the disc emitted a red bead of light pointing towards the water. {nl}I naturally followed it. I came this far, the light went out and {nl}I found myself surrounded with monsters.{nl}It seems this disc is a device to find something. Could you help me on what it is looking?{nl}I would like to go with you but this young man is injured while saving me. 	진동이 있은 후 원판에서 붉은 빛이 물가를 가리켜서 그것을 따라 이동했습니다.{nl}결국 이 곳까지 오게 되었는데 빛은 사라지고 몬스터에게 둘러쌓였습니다.{nl}아무래도 이 원판은 무언가를 찾는 물건 같은데 알아봐주실 수 있겠습니까?{nl}같이 가고싶지만 이 청년이 저를 지키려다 다쳐서 먼저 돌아가봐야 할 것 같습니다.
QUEST_LV_0100_20151102_010903	Thanks a million.{nl}I will head back home and wait for good news.	그럼 잘부탁드립니다.{nl}저는 먼저 돌아가보겠습니다.
QUEST_LV_0100_20151102_010904	I have never seen this fragment before.{nl}It is from the monster that the disc was point at?{nl}I will take it and inspect thoroughly.{nl}There might be a connection between this and the cause of the water turning red.	처음보는 조각이로군요.{nl}원판이 가리키던 몬스터에게서 나온거라구요?{nl}제가 가져가서 살펴보겠습니다.{nl}이 붉은 조각은 호수의 오염과 연관이 있을지도 모르겠군요.
QUEST_LV_0100_20151102_010905	Hmm, the village hunter said that s/he has seen some people{nl}going to the place where the lakeside notes were found.{nl}I will go talk to him/her, as soon as my granddaughter finishes inspecting the notes, {nl}bring them to me.	흠, 마을 사냥꾼이 호수가 일지를 발견했던 장소에 들어가는 사람들을 본적이 있다고 합니다{nl}저는 사냥꾼에게 가볼테니, 손녀의 일지 확인이 끝나는 데로 받아서 오시면 될 것 같습니다.
QUEST_LV_0100_20151102_010906	They are mostly burnt, so quite a huge portion of notes were illegible,{nl}but I copied down the parts that were readable...{nl}I marked the parts that are unreadable.	상당수가 불에타서 전부 읽을 수는 없었지만 읽을 수 있는 부분만 적었어요.{nl}불에 타서 읽을 수 없는 부분은 따로 표시 해뒀어요.
QUEST_LV_0100_20151102_010907	This has really gotten out of hand.{nl}Who knew that Kepas could grow so big...{nl}I wonder if it's because of Medzio Diena?	#NAME?
QUEST_LV_0100_20151102_010908	------ ---- corrupting the water-	------ ---- 물을 오염시키고 있-
QUEST_LV_0100_20151102_010909	------- --- --- the Seir Rainforest's results seem------.	------- --- --- 세이르 숲의 결과를 ------.
QUEST_LV_0100_20151102_010910	--- ------ ---- its security measures required---- ----.	--- ------ ----의 보호 수단이 필요---- ----.
QUEST_LV_0100_20151102_010911	---- --- --- a researchy on the security measures ------	---- --- --- 보호 수단의 연구를 ------
QUEST_LV_0100_20151102_010912	---- ----- confirm it in the lab --------	---- ----- 실험실에서 확인을 --------
QUEST_LV_0100_20151102_010913	They have been conducting experiments to corrupt the lake.	그들은 여기서 계속 호수를 오염시키는 실험을 해왔던 것 같아요.
QUEST_LV_0100_20151102_010914	Go to my grandfather. He is at the Absenta Reservoir.	할아버님께 가보세요. 압셈타 수원지로 가셨을거에요.
QUEST_LV_0100_20151102_010915	You came.	오셨습니까?
QUEST_LV_0100_20151102_010916	I will pray to this obelisk to accept our offerings.{nl}Could you go to the other obelisk and submit the offerings?	저는 이 오벨리스크에 공물을 받치고 기도드리겠습니다.{nl} 다른 곳에도 오벨리스크가 있던데 그곳에 공물을 받쳐주실 수 있나요?
QUEST_LV_0100_20151102_010917	I will pray to the goddess. {nl}I appreciate it if you could give the offerings to the goddess in the other place as well.	여신께 기도드리겠습니다. 다른 곳에 공물을 부탁드립니다.
QUEST_LV_0100_20151102_010918	Hmm? A monster appeared again?{nl}That's strange, the obelisk I was praying to did indeed turn blight red but nothing happened...{nl}We need to find another way.{nl}Thank you for your help. I will tell the others.	음? 몬스터가 나타나 공격했다구요?{nl}이상하네요 저는 공물을 받치고 기도드리자 오벨리스크가 붉은 빛을 내긴 했지만 아무 일도 없었는데...{nl}다른 방법을 찾아봐야겠네요.{nl}도와주셔서 감사합니다.{nl}저는 먼저 마을 사람들에게 돌아가 보겠습니다.
QUEST_LV_0100_20151102_010919	Another earthquake!{nl}Could this also be linked to the experiment?{nl}Please, take care of my grandfather. I am very worried about him.	또 흔들리네요.{nl}이것도 그 실험과 연관이 있을까요?{nl}할아버님이 걱정되는데 잘 부탁드려요.
QUEST_LV_0100_20151102_010920	Have you checked what was on the notes?	일지에 내용을 보셨습니까?
QUEST_LV_0100_20151102_010921	Hm...{nl}The experimented is the cause of the corruption. We must investigate further.{nl}The hunter saw some suspicious people in some place other than the spot s/he found the note.{nl}If they might be the ones responsible, could you investigate the place?	흠...{nl}실험체가 오염원인 것 같으니 더  알아봐야 겠군요.{nl}사냥꾼이 일지를 발견한 장소말고 다른 장소에서 수상한 사람들을 본적이 있다고 합니다.{nl}그들이 범인일 것 같은데 여행자님이 다른 장소를 조사해주실 수 있으신지요?
QUEST_LV_0100_20151102_010922	Godspeed.{nl}The place is infested with monsters, please, take care of yourself.	잘부탁드립니다.{nl}몬스터들로 가득 찬 곳이니 조심히 다녀오십시오.
QUEST_LV_0100_20151102_010923	Please, be careful.	조심히 다녀오십시오.
QUEST_LV_0100_20151102_010924	Have you found the picture?{nl}Could you show it to me?	그림을 찾으셨다구요?{nl}저에게 보여주시겠습니까?
QUEST_LV_0100_20151102_010925	The gemstone on the picture is the same as the fragment you've brought here.{nl}Not long after I brought the red fragment here, the water in the bottle turned red.{nl}The note, the picture and the water turning red. {nl}They all fit! The red gemstone corrupts the nearby water.	그림에 그려진 보석은 아무래도 아까 여행자님이 구해오신 조각과 같은 것 같습니다.{nl}제가 붉은 조각을 가지고 이곳에 오고나서 얼마 후 옆에있던 물통의 물이 붉게 물들었지 뭡니까.{nl}일지, 그림의 내용, 물이 오염된것을 보면 붉은 보석이 호수 속에서 물을 오염시키고 있는 것 같습니다.
QUEST_LV_0100_20151102_010926	The red gemstone is under the lake. How can we retrieve it?	호수 속에 들어있는 붉은 보석을 어떻게 찾아야 할지...
QUEST_LV_0100_20151102_010927	A Hydra? Hurry and let's go!	히드라라니... 서둘러서 가봅시다!
QUEST_LV_0100_20151102_010928	The Hydra we've just seen is 	방금 본 히드라는 
QUEST_LV_0100_20151102_010929	Tyronas Hydra	티로나스 히드라
QUEST_LV_0100_20151102_010930	That monster is from the time of my grandfather. It is known for its cruelty and cunning nature.{nl}But there is something strange... {nl}Because the last time I saw it, its scales were not red and that big.	라고 불리는데 제 할아버님 시절부터 살던 교활하고 위험한 괴물입니다.{nl}헌데 이상하군요. 제가 이전에 봤을때는 비늘이 붉지도 않았고 저렇게 거대하지 않았습니다.
QUEST_LV_0100_20151102_010931	I wonder if that is because of the red gemstone that is stuck into its body.{nl}The experiment depicted or described in both the picture and the notes was Tyronas Hydra.	혹시 몸에 박혀있던 붉은 보석때문에 저렇게 변한게 아닐까 싶습니다.{nl}그림과 일지에서 말하는 실험체는 티로나스 히드라인것 같습니다.
QUEST_LV_0100_20151102_010932	When the people approached it, it went back in, I think its cunning nature hasn't changed a bit.{nl}Just a small number of people must lure that creature in and defeat it. {nl}We have no one to capable of doing that.{nl}Could you defeat the monster and destroy the gemstone inside of it?	사람들이 몰려들자 다시 물속으로 들어간걸로 봐서는 모습은 변했지만 사람이 몰려들면 도망치는 교활함은 그대로인 것 같습니다.{nl}사람들이 몰려가면 도망갈테니 소수가 유인해서 해치워야하는데 그럴만한 사람이 없습니다.{nl}여행자님이 티로나스 히드라를 물리치고 붉은 수정을 파괴해 주시겠습니까?
QUEST_LV_0100_20151102_010933	Thank you so much!{nl}The hunter will fill you on the details.{nl}Go talk to the hunter.	정말 감사합니다.{nl}자세한건 사냥꾼이 도와줄겁니다.{nl}사냥꾼에게 가보시지요.
QUEST_LV_0100_20151102_010934	You are the one whom the elder has talked about.{nl}Thank you for lending your hand.	당신이 촌장님께서 이야기하시던 여행자님이시군요.{nl}도와주신다고 해서 정말 감사합니다.
QUEST_LV_0100_20151102_010935	A bait and a trap should be used to lure and trap the Hydra.{nl}I will prepare the trap.{nl}I am really sorry about this but could you get a bait?	미끼와 덫을 이용해서 히드라를 유인해 발을 묶지요.{nl}저희가 덫을 준비하겠습니다.{nl}죄송하지만, 그동안 미끼의 재료를 구해주실 수 있겠습니까?
QUEST_LV_0100_20151102_010936	Thank you for doing this.{nl}Could you get the meat from Chafperor?{nl}After that, we need a herb to put inside the bait and remove the trace of our scent.	감사합니다.{nl}그럼 체이퍼러를 잡아서 고기를 구해주십시오.{nl}그게 끝나면 미끼에 섞어서 흔적을 지울 향초를 구해야합니다.
QUEST_LV_0100_20151102_010937	I will be preparing a trap.{nl}You get the bait, that would be lovely.	덫을 준비하고 있겠습니다.{nl}미끼의 재료를 잘부탁드립니다.
QUEST_LV_0100_20151102_010938	All done?{nl}Nice work.{nl}I will now process the bait.	다 구해오셨습니까?{nl}수고하셨습니다.{nl}미끼를 만들겠습니다.
QUEST_LV_0100_20151102_010939	Dear traveler, if possible, could you get me some medicinal herbs?{nl}One of the town youths has accidentally drank the corrupted water and got sick.{nl}Medicinal herbs would certainly ease his pain.{nl}How about that?	여행자님 혹시 약초를 캐다주실 수 있으십니까?{nl}마을청년 하나가 촌장님 근처에 갔다가 물주머니의 물이 오염됀지 모르고 마셔버린 것 같습니다{nl}고통에 시달리고 있어서 고통을 덜어주는 약초를 먹이려고 합니다.{nl}약초를 대신 구해다 주시겠습니까?
QUEST_LV_0100_20151102_010940	We have no proper cure yet. All we can do is ease the suffering...	치료법이 없으니 이렇게 고통을 덜어주는 것 밖에 방법이 없습니다...
QUEST_LV_0100_20151102_010941	Thank you.{nl}That will certainly lessen the pain.	감사합니다.{nl}고통을 조금 덜어줄 수 있을겁니다.
QUEST_LV_0100_20151102_010942	Lanaldas	래날다스
QUEST_LV_0100_20151102_010943	You are the one who have been helping us?{nl}I heard the lake corruption is due to an experiment!{nl}I plan on burning down the laboratory.{nl}That's why I am making the oil. It's still not enough.{nl}If I just have more Chafperor's Lard...	당신이 우리를 도와주신 여행자님이십니까?{nl}호수의 오염이 실험 때문이라는 이야기를 들었습니다!{nl}그래서 저는 다시 이런 실험을 못하도록 실험실을 불태우려고 합니다.{nl}그래서 기름을 만들고있는데 아직 부족합니다.{nl}체이퍼러의 지방을 조금만 더 구하면 될 것 같은데 도와주시겠습니까?
QUEST_LV_0100_20151102_010944	Thanks for helping me on this. I will burn this place to ashes once and for all.	도와주셔서 감사합니다. 기름을 만들고 있겠습니다.
QUEST_LV_0100_20151102_010945	Thanks.{nl}This would make plenty of oil!	감사합니다.{nl}이정도면 충분한 기름을 만들 수 있겠군요!
QUEST_LV_0100_20151102_010946	Now, I have enough to burn it down.{nl}Go to the laboratory and the other one, pour the oil on them both and light them all.{nl}Good luck.	이정도면 모두 불태울 수 있을겁니다.{nl}두 실험실에 가셔서 기름을 뿌리고 불을 지피면 될겁니다.{nl}잘 부탁드립니다.
QUEST_LV_0100_20151102_010947	This must never happen again.	다시는 이런 일이 일어나면 안됩니다.
QUEST_LV_0100_20151102_010948	Thank you. That's a relief.{nl}Thank you for your help.	감사합니다. 이제 좀 안심이됩니다.{nl}도와주셔서 감사합니다.
QUEST_LV_0100_20151102_010949	Go to the hunter.{nl}He will help you.	사냥꾼에게 가보시지요.{nl}그가 도와줄겁니다.
QUEST_LV_0100_20151102_010950	All set and ready to go.{nl}Just place the bait on the trap and the Hydra will appear.{nl}May the goddesses be with you.	모든 준비가 끝난 것 같군요.{nl}덫위에 미끼를 설치하면 곧 히드라가 나타날 겁니다.{nl}잘 부탁드립니다.
QUEST_LV_0100_20151102_010951	I certainly hope the lake would return to normal.{nl}We thank you for your courage.	부디 호수가 다시 맑아질 수 있길.{nl}잘부탁드립니다.
QUEST_LV_0100_20151102_010952	You came back!{nl}How did it go?	돌아오셨군요!{nl}어떻게 됐습니까?
QUEST_LV_0100_20151102_010953	After defeating the Hydra, the crystal was destroyed?{nl}Thank you! All the villagers are very grateful for your valiant deeds.{nl}The lake at the moment is not clean but it will soon.{nl}Thank you so much.	히드라를 물리치니 수정이 파괴되었다구요?{nl}감사합니다! 정말 감사합니다. 마을 사람들 모두 여행자님께 매우 감사하고있습니다.{nl}호수는 지금 당장 맑아지진 않겠지만, 서서히 원래대로 돌아가겠지요.{nl}정말 감사합니다.
QUEST_LV_0100_20151102_010954	My grandfather is too active. It worries me.{nl}No harm should fall on him...	할아버님이 너무 활동적이셔서 걱정이에요.{nl}저러다가 다치시면 큰일인데...
QUEST_LV_0100_20151102_010955	May the goddesses save us all...	여신께서 우리를 구원하시길...
QUEST_LV_0100_20151102_010956	Town Youth	마을 청년
QUEST_LV_0100_20151102_010957	Thank you for saving me.{nl}I was surrounded by monsters while investigating the mysterious object with the elder.	구해주셔서 감사합니다.{nl}촌장님과 정체불명의 물건을 조사하며 돌아다니다 보니 어느새 몬스터들에게 둘러 쌓였습니다.
QUEST_LV_0100_20151102_010958	Traveler, please, help me!	여행자님, 저를 좀 도와주시겠습니까?
QUEST_LV_0100_20151102_010959	What happened to this beautiful lake...{nl}Such a loss.	아름답던 호수였는데, 어쩌다가 이지경이 된건지...{nl}안타깝습니다.
QUEST_LV_0100_20151102_010960	We must locate the pollutant and remove it quickly.{nl}It shall not continue. That spells doom for the town.	하루 빨리 오염원을 찾아서 제거해야합니다.{nl}이대로 가다가는 우리 마을은 끝입니다.
QUEST_LV_0100_20151102_010961	I have written down all the parts that are readable.{nl}What a shame, if I finished it a bit quicker, you could have started with the grandfather. {nl}I'm sorry about this.	일지에서 읽을 수 있는 부분을 다 옮겨 적었어요.{nl}조금만 빨랐으면 할아버님과 같이 가실 수 있었을 텐데 죄송해요
QUEST_LV_0100_20151102_010962	I safely arrived thanks to you.{nl}I thank you again.	여행자님 덕분에 무사히 돌아올 수 있었습니다.{nl}감사합니다.
QUEST_LV_0100_20151102_010963	You sense an earthquake of an unknown origin	알수없는 진동이 느껴집니다.
QUEST_LV_0100_20151102_010964	Please, destroy the red crystal.{nl}I beseech you!	붉은 수정을 꼭 파괴해주십시오.{nl}부탁드립니다.
QUEST_LV_0100_20151102_010965	Oh, what am I glad to see you.{nl}Our investigation went bumpy with only just us.	오, 와주셔서 감사합니다.{nl}다행입니다. 저희만으로는 조사가 어려웠습니다.
QUEST_LV_0100_20151102_010966	Thank you for helping us out.{nl}May the blessing of the goddesses be upon you.	도와주셔서 감사합니다.{nl}당신의 여행에 여신의 축복이 있기를 빕니다.
QUEST_LV_0100_20151102_010967	And to save you...{nl}You had to be hidden amongst all the Revelators. There was no other way.{nl}	그리고 당신을 지키기 위해.. {nl}수 많은 계시자 가운데 당신을 숨길 수 밖에 없었습니다.{nl}
QUEST_LV_0100_20151102_010968	Defeat the Infro Holder Shamans and Chafperor chasing Bronius!	브로뉴스를 쫓아온 인프로홀더 주술사와 체이러퍼를 처치하세요!
QUEST_LV_0100_20151102_010969	Using the Namott of Suppression	억제의 나모트 사용 중
QUEST_LV_0100_20151102_010970	I will think about it	생각해보겠다고 한다
QUEST_LV_0100_20151102_010971	Basic Magic [Wizard Advancement]	마법의 기초[위저드 전직]
QUEST_LV_0100_20151102_010972	The Energy of Fire [Pyromancer Advancement]	불의 기운[파이로맨서 전직]
QUEST_LV_0100_20151102_010973	Take a look at my compatibility with fire.	친화력을 봐달라고 한다
QUEST_LV_0100_20151102_010974	Magical Piece of Ice [Cryomancer Advancement]	마력의 얼음 조각[크리오맨서 전직]
