QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150317_002216	Go ahead to Klaipeda. {nl} Commander Uska is waiting for you in the Central Plaza.{nl}
QUEST_LV_0100_20150317_002217	I heard the bishop also had a dream about the Goddess...  And I think it has to do with it.
QUEST_LV_0100_20150317_002218	That girl. {nl} She just appeared in town some time ago. {nl}
QUEST_LV_0100_20150317_002219	I mean she didn't speak and her clothes were all dirty. {nl} She seemed hungry so I brought her home to feed her some food and this happened.
QUEST_LV_0100_20150317_002220	I mean the girl who was confined together with us last time. {nl} Do you think she has a family? It seemed like she can not speak at all. {nl}
QUEST_LV_0100_20150317_002221	If I was a parent, I probably would have gone around mad looking for my daughter. {nl} Parents nowadays are really irresponsible. {nl}
QUEST_LV_0100_20150317_002222	The girl did not speak at all. {nl} In addition to that, a young lady all grown up walking all the way to this remote village barefoot. Doesn't it seem strange?
QUEST_LV_0100_20150317_002223	
QUEST_LV_0100_20150317_002224	
QUEST_LV_0100_20150317_002225	I'm also curious about the girl who cracked the seal. {nl} This is not a seal that can easily be unsealed.{nl}{nl}
QUEST_LV_0100_20150317_002226	Husband of refugee family
QUEST_LV_0100_20150317_002227	I came here with my wife escaping from the monster. {nl} Goddess Zemyna is protecting us but I don't know how long we can hold on.
QUEST_LV_0100_20150317_002228	Oh, the Accessory Merchant said she has a gift for you. {nl} Would you mind visiting her?
QUEST_LV_0100_20150317_002229	You can meet the Accessory Merchant if you go straight to the left from here. 
QUEST_LV_0100_20150317_002230	Accessory Merchant
QUEST_LV_0100_20150317_002231	Nice to meet you! Are you the Revelator chasing the dream of the Goddess? {nl} I'm going to give you this accessory as a present. {nl}
QUEST_LV_0100_20150317_002232	If the armors protect you from physical attacks, accessories protect you from magic attacks. {nl} I hope it would be useful for you.
QUEST_LV_0100_20150317_002233	You can meet the Accessory Merchant if you go straight to the left from here.  {nl}
QUEST_LV_0100_20150317_002234	
QUEST_LV_0100_20150317_002235	
QUEST_LV_0100_20150317_002236	Oh, seems like you have Yukopus leaves and Kepa stems. {Nl} I need a lot of those. Can you share some with me?
QUEST_LV_0100_20150317_002237	Thank you very much. {Nl} I need these to treat the injured men in our village but I don't have enough.
QUEST_LV_0100_20150317_002238	I know you tried hard but I need some more.
QUEST_LV_0100_20150317_002239	I still need more Yukopus leaves and Kepa stems. {Nl} But I don't want to just take them from you. What about trading it with the potions I have?
QUEST_LV_0100_20150317_002240	Your act of kindness really gives me a lot of strength.
QUEST_LV_0100_20150317_002241	Thanks you! {nl}I hope it would be helpful for you.
QUEST_LV_0100_20150317_002242	Yukopus and Kepas appear around the Miner's Village.
QUEST_LV_0100_20150317_002243	Hey, are you going to take on those Vubbes? {nl} But your equipment seems a bit shabby... Do you mind if I help you with it?
QUEST_LV_0100_20150317_002244	Get me a few materials and I'll help you craft some new armors. {nl} The materials needed can be obtained from Large Red Kepa, Yukofus, and Vubbe Thief.
QUEST_LV_0100_20150317_002245	Large Red Kepa, Red Kepa, Yukopus, and Vubbe Thief. {nl} Not sure if it's a good thing but you can craft some pretty useful stuff with what the monsters drop.
QUEST_LV_0100_20150317_002246	I'll give you the recipe so try crafting the armor with the materials I gave you. {nl} You will feel more reassured. Well then, may the Bless of Goddess be with you!
QUEST_LV_0100_20150317_002247	
QUEST_LV_0100_20150317_002248	Oh you brought it. {nl} This is the front plate. {nl} Keep it until we have all the parts ready to craft an armor.
QUEST_LV_0100_20150317_002249	Oh, here we are. Let's see. {nl} Seems like you brought enough of what we needed. {nl} You can make a Mantle with it. {nl} This reminds me of the good old days.
QUEST_LV_0100_20150317_002250	
QUEST_LV_0100_20150317_002251	This is the back plate. {nl} I'll let you craft when we have all the other materials ready.
QUEST_LV_0100_20150317_002252	Here you go. This is a Chest protector made of leather. {nl}It was fun to do this in a long time.
QUEST_LV_0100_20150317_002253	Bone fragments are seen in the well.
QUEST_LV_0100_20150317_002254	I'm furious and upset. {nl} Only if we arrived earlier, we could have saved ourselves from being totally wiped out .. {nl}
QUEST_LV_0100_20150317_002255	Dear Revelator, I have a favor to ask of you. {nl}Can you get us back the keepstakes of my comrades?
QUEST_LV_0100_20150317_002256	It's bad enough that they were killed by the Vubbes but even their keepstakes are being abused. What an awful thing.
QUEST_LV_0100_20150317_002257	Thank you. {nl} My comrades who passed away will now be able to rest in peace.
QUEST_LV_0100_20150317_002258	Oh my God. The Vubbes stole all the food supplies. {nl} They took even our immediate food... Please help us with your strength.
QUEST_LV_0100_20150317_002259	They stole the food meant for both the army and residents. {nl} What do we do if we can't get back our food.. {nl}
QUEST_LV_0100_20150317_002260	Thank you. {nl} This will at least get us to live for the few days.
QUEST_LV_0100_20150317_002261	Thank you very much for your help previously but there are more keepstakes that need to be retrieved. {nl} Think of my comrades who can't rest in peace.. {nl}
QUEST_LV_0100_20150317_002262	So please help us. {nl} If you get us back the rest of the keepstakes, we will compensate for it.
QUEST_LV_0100_20150317_002263	Thank you, but we still need more... {nl} Sorry.. {nl}
QUEST_LV_0100_20150317_002264	We collected almost all the keepsakes.. {nl} Please help us til the end.
QUEST_LV_0100_20150317_002265	It hurts to think about giving these keepstakes to my dead comrades' families.
QUEST_LV_0100_20150317_002266	Thank you very much. {nl} My comrades can now rest in peace with the Goddesses.
QUEST_LV_0100_20150317_002267	We survived immediate danger with your help last time but we still need more. {nl} Could you help us out a bit more?
QUEST_LV_0100_20150317_002268	I'm enraged thinking about the Vubbes who will be hearily satisfied with our food. {nl}Especially at such difficult times nowadays.
QUEST_LV_0100_20150317_002269	Thank you. {nl} We still lack some but at least we got back this much.
QUEST_LV_0100_20150317_002270	Fedimian Resident
QUEST_LV_0100_20150317_002271	
QUEST_LV_0100_20150317_002272	
QUEST_LV_0100_20150317_002273	
QUEST_LV_0100_20150317_002274	
QUEST_LV_0100_20150317_002275	
QUEST_LV_0100_20150317_002276	
QUEST_LV_0100_20150317_002277	Welcome. {nl} These items were hard to get. 
QUEST_LV_0100_20150317_002278	Hawkers of Klaipeda
QUEST_LV_0100_20150317_002279	I came to pray in the distance Klaipeda. {Nl} again as disaster does not occur, I like son between the army returns Moruchonhi.
QUEST_LV_0100_20150317_002280	Each time you come here along the husband on the Klaipeda, it is always prayer to come here. {Nl} I was either God Beast of the day also defended to me was one wishes excluded get to.
QUEST_LV_0100_20150317_002281	
QUEST_LV_0100_20150317_002282	
QUEST_LV_0100_20150317_002283	Seal of Vubbe Tribe, Horn of Pantos, Heart of Merlog, HTeeth of Hogma. {nl} That is a lot! {nl}
QUEST_LV_0100_20150317_002284	
QUEST_LV_0100_20150317_002285	
QUEST_LV_0100_20150317_002286	
QUEST_LV_0100_20150317_002287	
QUEST_LV_0100_20150317_002288	
QUEST_LV_0100_20150317_002289	
QUEST_LV_0100_20150317_002290	
QUEST_LV_0100_20150317_002291	
QUEST_LV_0100_20150317_002292	
QUEST_LV_0100_20150317_002293	
QUEST_LV_0100_20150317_002294	
QUEST_LV_0100_20150317_002295	
QUEST_LV_0100_20150317_002296	Do not be surprised. {nl} There's something to give you before returning to the Goddess. {nl}
QUEST_LV_0100_20150317_002297	I want to apologize to my sister who left house because of me but now I can't even do that. {nl} Can you find my sister and give her this necklace for me?
QUEST_LV_0100_20150317_002298	My brother asked you to give this necklace to me? {nl} Where is my brother?
QUEST_LV_0100_20150317_002299	
QUEST_LV_0100_20150317_002300	
QUEST_LV_0100_20150317_002301	
QUEST_LV_0100_20150317_002302	
QUEST_LV_0100_20150317_002303	What. This isn't the Ripper? {nl}But since you've seen my face, you'll soon be cursed to death. {nl}
QUEST_LV_0100_20150317_002304	Wait a minute. No. No. {nl} Deliver this letter and I'll bump it. {nl} You just have to deliver it to Ripper, the guard of Fedimian. Do not look at what's written in the letter.
QUEST_LV_0100_20150317_002305	Letter forme? What is this.. {nl}
QUEST_LV_0100_20150317_002306	Curse? I get it, I get it!{nl} I'll give you this money, so please tell him to not curse!
QUEST_LV_0100_20150317_002307	huhu. Poor guy. He won't be able to see the light soon {nl} Whether it's in prison or coffin, only he will know. {nl} I feel sorry for the dead soldiers.
QUEST_LV_0100_20150317_002308	Oh, I really thank you for last time. {nl}My injury is getting better now that I can move. {nl}
QUEST_LV_0100_20150317_002309	But, uh, I'm too hungry and do not have energy to go back to boss. If {nl} If you have anything to eat, can you share some?
QUEST_LV_0100_20150317_002310	Oh, thank you so much! {nl} I'll take this to recover and return to the commander for sure. 
QUEST_LV_0100_20150317_002311	
QUEST_LV_0100_20150317_002312	
QUEST_LV_0100_20150317_002313	
QUEST_LV_0100_20150317_002314	
QUEST_LV_0100_20150317_002315	
QUEST_LV_0100_20150317_002316	I'm sorry but can you burn this oration in front of the epitaph in Dense Mist Plateau? {nl} Revelators like you who have explored the canyon area have the right to comfort their souls.
QUEST_LV_0100_20150317_002317	The canyon area is like a grave for many explorers and historians. {nl} And we study to find more factual history on top of their graves.
QUEST_LV_0100_20150317_002318	Thank you. {nl} Our academia will not forget him too. 
QUEST_LV_0100_20150317_002319	
QUEST_LV_0100_20150317_002320	Next time, be careful when using public utilities. {nl} Well that's that and you have some great power. 
QUEST_LV_0100_20150317_002321	Oh.. It's absurdity gets me at loss for words every time I look at it. {nl} Was is really this fragile..
QUEST_LV_0100_20150317_002322	
QUEST_LV_0100_20150317_002323	
QUEST_LV_0100_20150317_002324	
QUEST_LV_0100_20150317_002325	Unfortunately... I don't know where my brother is. {nl} He also probably won't know my whereabouts too.
QUEST_LV_0100_20150317_002326	
QUEST_LV_0100_20150317_002327	He is so stupid. {nl} He could have given it sooner in good terms rather than getting on each other's nerves. {nl} Hmm. Maybe I belittled myself too much.
QUEST_LV_0100_20150317_002328	Don't you act like you know me anymore! {nl} It not my fault. That's the one who's bad!
QUEST_LV_0100_20150317_002329	Are we there yet? {nl} I think we need to eat something to regain strength.
QUEST_LV_0100_20150317_002330	Frankly, I'm afraid of what the world will turn into.
QUEST_LV_0100_20150317_002331	Cyrenia Odell
QUEST_LV_0100_20150317_002332	
QUEST_LV_0100_20150317_002333	
QUEST_LV_0100_20150317_002334	Sincerity is our strength. {nl} There will be no problems if you sincerely believe and follow the goddess.
QUEST_LV_0100_20150317_002335	I think being confined in there caused my throat and now my throat hurts. {nl} But what about the girl who was together? Where did she go?
QUEST_LV_0100_20150317_002336	Aren't you the Revelator who saved us last time? {nl} We were more than glad to see you back then.
QUEST_LV_0100_20150317_002337	
QUEST_LV_0100_20150317_002338	It was horrible in captivity. {nl} Vubbes come and smell us.. {nl} and make us dig here and there using pickax..
QUEST_LV_0100_20150317_002339	Rexipher .. he would have been really Asmodian?
QUEST_LV_0100_20150317_002340	You saved us. Thank you so much. {nl} But I have a question for you.
QUEST_LV_0100_20150317_002341	Healing magic. {nl} Can people easily do it?
QUEST_LV_0100_20150317_002342	But listen to me my story. {nl} When I was taken to the mine, I injured my knee. {nl}
QUEST_LV_0100_20150317_002343	But a girl touched my knee and the pain was gone. {nl} Even the wound is gone. {nl}
QUEST_LV_0100_20150317_002344	Amazing huh? I make her a flower ring if we meet again. {nl} But I don't know where she's gone to. 
QUEST_LV_0100_20150317_002345	
QUEST_LV_0100_20150317_002346	
QUEST_LV_0100_20150317_002347	
QUEST_LV_0100_20150317_002348	
QUEST_LV_0100_20150317_002349	
QUEST_LV_0100_20150317_002350	400 years would have passed by when this revelation reaches you. {nl} Thank you in advance for your continued pursuit of finding the revelation. . {nl}
QUEST_LV_0100_20150317_002351	As I'm sure the demons will prey on the revelation, I will leave this revelation in the hands of Rimgaudis, the first Paladin. {nl} if you find this revelation, it would mean that he had done an excellent job in fulfilling his mission. {nl}
QUEST_LV_0100_20150317_002352	The demons have been chasing the revelation before I made this revelation. {nl} Gesti, the leader of the demons whom you have met is one of them. {nl}
QUEST_LV_0100_20150317_002353	Three demon Kings and the demon leaders who follow them. {nl}Giltine is the one who controls all of them. {nl}
QUEST_LV_0100_20150317_002354	All these catastrophes are her plans. {nl} The disasters will continue and at the end of it will be the end of human race. {nl}
QUEST_LV_0100_20150317_002355	I am a very fatal existence for them as I can see all of this. {nl}That's why Giltine will try to revert me to the world's waters. {nl}
QUEST_LV_0100_20150317_002356	Also, they will extend their evil powers to the Goddesses who go against their will. {nl}
QUEST_LV_0100_20150317_002357	But disasters are happening just as I saw them to be. {nl}And it means that the hope, which I saw further away, will also definitely come.  {nl}
QUEST_LV_0100_20150317_002358	Dear Savior, our sister Saule is losing her light. {nl} Find her back the light from the colorful valley and you will be guided to the next revelation.
QUEST_LV_0100_20150317_002359	
QUEST_LV_0100_20150317_002360	Dear Savior, {nl} in order for me to regain my whole appearance and stop the demons, {nl} you must find all the revelations hidden in the axis of all times. {nl}
QUEST_LV_0100_20150317_002361	But only you and I can save the world. {nl} I will wait for you in the highest gardens
QUEST_LV_0100_20150317_002362	
QUEST_LV_0100_20150317_002363	
QUEST_LV_0100_20150317_002364	
QUEST_LV_0100_20150317_002365	[Tutorial] Talk to Knight Titas (1)
QUEST_LV_0100_20150317_002366	Return to Knight Titas
QUEST_LV_0100_20150317_002367	[Tutorial] Talk to Knight Titas (2)
QUEST_LV_0100_20150317_002368	Offer to help gather soldiers
QUEST_LV_0100_20150317_002369	
QUEST_LV_0100_20150317_002370	To the scout (1)
QUEST_LV_0100_20150317_002371	I'm just here to tell the troops to assemble
QUEST_LV_0100_20150317_002372	Quickly run away
QUEST_LV_0100_20150317_002373	To the scout (2)
QUEST_LV_0100_20150317_002374	I'll find the missing luggage
QUEST_LV_0100_20150317_002375	I'll wait until you find it
QUEST_LV_0100_20150317_002376	key to check the map #7
QUEST_LV_0100_20150317_002377	To Knight Titas (3)
QUEST_LV_0100_20150317_002378	Alright
QUEST_LV_0100_20150317_002379	Cancel
QUEST_LV_0100_20150317_002380	To the search scout
QUEST_LV_0100_20150317_002381	Tell him there is an order to assemble
QUEST_LV_0100_20150317_002382	Nothing, nevermind
QUEST_LV_0100_20150317_002383	Notice/!/ Use jump to avoid attacks from Large Kepa!
QUEST_LV_0100_20150317_002384	Laimonas's Favor
QUEST_LV_0100_20150317_002385	
QUEST_LV_0100_20150317_002386	I'm not interested
QUEST_LV_0100_20150317_002387	About Goddess Statue
QUEST_LV_0100_20150317_002388	Road to the Klaipeda (1)
QUEST_LV_0100_20150317_002389	I can do that
QUEST_LV_0100_20150317_002390	Road to the Klaipeda (2)
QUEST_LV_0100_20150317_002391	 I'll help you with it
QUEST_LV_0100_20150317_002392	Enter Klaipeda
QUEST_LV_0100_20150317_002393	To the Battle Commander (1)
QUEST_LV_0100_20150317_002394	I'll help out with the missions
QUEST_LV_0100_20150317_002395	I'll wait then
QUEST_LV_0100_20150317_002396	About the monsters
QUEST_LV_0100_20150317_002397	To the Battle Commander (2)
QUEST_LV_0100_20150317_002398	Accept
QUEST_LV_0100_20150317_002399	
QUEST_LV_0100_20150317_002400	I'll try to look for them
QUEST_LV_0100_20150317_002401	They will be back soon
QUEST_LV_0100_20150317_002402	Something Fishy
QUEST_LV_0100_20150317_002403	I'll take a look for you
QUEST_LV_0100_20150317_002404	Bishop dreams of the Revelation
QUEST_LV_0100_20150317_002405	
QUEST_LV_0100_20150317_002406	Crisis of the Camp
QUEST_LV_0100_20150317_002407	I didn't see anything like that
QUEST_LV_0100_20150317_002408	Not really my problem
QUEST_LV_0100_20150317_002409	Threats of Eastern Woods
QUEST_LV_0100_20150317_002410	Emphasize that it's important
QUEST_LV_0100_20150317_002411	Wait until the problem is solved
QUEST_LV_0100_20150317_002412	About the Miner's Village
QUEST_LV_0100_20150317_002413	Sentinel's Favor (1)
QUEST_LV_0100_20150317_002414	I'll get rid of the Chupacabra
QUEST_LV_0100_20150317_002415	You should take care of it yourself
QUEST_LV_0100_20150317_002416	The role of Aras' Troops
QUEST_LV_0100_20150317_002417	Sentinel's Favor (2)
QUEST_LV_0100_20150317_002418	I'll get the supplies camp back
QUEST_LV_0100_20150317_002419	Not as intended (3)
QUEST_LV_0100_20150317_002420	I'll get rid of the large gray Chupacabra
QUEST_LV_0100_20150317_002421	Not as intended (4)
QUEST_LV_0100_20150317_002422	I'll get rid of the Weavers
QUEST_LV_0100_20150317_002423	Commission of Aras (1)
QUEST_LV_0100_20150317_002424	I'll find something that might be a clue from the Popolions
QUEST_LV_0100_20150317_002425	I'll do that later
QUEST_LV_0100_20150317_002426	Commission of Aras (2)
QUEST_LV_0100_20150317_002427	I can check on that
QUEST_LV_0100_20150317_002428	I think you should take care of it yourself
QUEST_LV_0100_20150317_002429	About the Vubbes
QUEST_LV_0100_20150317_002430	Commission of Aras (3)
QUEST_LV_0100_20150317_002431	I'll find the traces of Vubbe Fighter
QUEST_LV_0100_20150317_002432	Supply Solider's Favor (1)
QUEST_LV_0100_20150317_002433	I'll help collecting weaver claws
QUEST_LV_0100_20150317_002434	Supply Solider's Favor (2)
QUEST_LV_0100_20150317_002435	I'll get rid of the Pokubus
QUEST_LV_0100_20150317_002436	I'll just get rid of the Vubbe Fighter right away
QUEST_LV_0100_20150317_002437	I'll wait for back up troops
QUEST_LV_0100_20150317_002438	
QUEST_LV_0100_20150317_002439	Ask for the Miner's Village what he promised
QUEST_LV_0100_20150317_002440	Give me some time to prepare
QUEST_LV_0100_20150317_002441	Rescue Village residents 
QUEST_LV_0100_20150317_002442	I'll find the village residents first
QUEST_LV_0100_20150317_002443	Quit
QUEST_LV_0100_20150317_002444	About the Closed Area
QUEST_LV_0100_20150317_002445	Attack of NetherBovine
QUEST_LV_0100_20150317_002446	Of looking at/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002447	Demons of the Closed Area
QUEST_LV_0100_20150317_002448	Searching around/ LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002449	
QUEST_LV_0100_20150317_002450	
QUEST_LV_0100_20150317_002451	
QUEST_LV_0100_20150317_002452	Notice/right click on the treasure map, find the location of the treasure!
QUEST_LV_0100_20150317_002453	
QUEST_LV_0100_20150317_002454	
QUEST_LV_0100_20150317_002455	
QUEST_LV_0100_20150317_002456	
QUEST_LV_0100_20150317_002457	
QUEST_LV_0100_20150317_002458	Checking/SITGROPE/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002459	Notice /!/Treasure chest appeared again! {nl} avoid interference with the monsters, check inside the treasure chest! #7
QUEST_LV_0100_20150317_002460	Notice/The treasure chest is empty! {nl} Right click on the map and find the next area! #5
QUEST_LV_0100_20150317_002461	
QUEST_LV_0100_20150317_002462	
QUEST_LV_0100_20150317_002463	
QUEST_LV_0100_20150317_002464	
QUEST_LV_0100_20150317_002465	
QUEST_LV_0100_20150317_002466	
QUEST_LV_0100_20150317_002467	
QUEST_LV_0100_20150317_002468	
QUEST_LV_0100_20150317_002469	
QUEST_LV_0100_20150317_002470	
QUEST_LV_0100_20150317_002471	
QUEST_LV_0100_20150317_002472	
QUEST_LV_0100_20150317_002473	
QUEST_LV_0100_20150317_002474	
QUEST_LV_0100_20150317_002475	
QUEST_LV_0100_20150317_002476	
QUEST_LV_0100_20150317_002477	
QUEST_LV_0100_20150317_002478	
QUEST_LV_0100_20150317_002479	
QUEST_LV_0100_20150317_002480	
QUEST_LV_0100_20150317_002481	
QUEST_LV_0100_20150317_002482	
QUEST_LV_0100_20150317_002483	
QUEST_LV_0100_20150317_002484	
QUEST_LV_0100_20150317_002485	
QUEST_LV_0100_20150317_002486	
QUEST_LV_0100_20150317_002487	I'll accep tthe offer
QUEST_LV_0100_20150317_002488	I'm busy
QUEST_LV_0100_20150317_002489	
QUEST_LV_0100_20150317_002490	
QUEST_LV_0100_20150317_002491	
QUEST_LV_0100_20150317_002492	
QUEST_LV_0100_20150317_002493	
QUEST_LV_0100_20150317_002494	
QUEST_LV_0100_20150317_002495	I think you better do it yourself
QUEST_LV_0100_20150317_002496	
QUEST_LV_0100_20150317_002497	
QUEST_LV_0100_20150317_002498	I'd like to stop
QUEST_LV_0100_20150317_002499	Not as intended (1)
QUEST_LV_0100_20150317_002500	I'll help you retrieve the supplies
QUEST_LV_0100_20150317_002501	Barrier stone of the Closed Area
QUEST_LV_0100_20150317_002502	Of looking at/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002503	Notice/The Crystal wall blocking the Closed Area is falling down! #5
QUEST_LV_0100_20150317_002504	Back to Siauliai Woods
QUEST_LV_0100_20150317_002505	
QUEST_LV_0100_20150317_002506	
QUEST_LV_0100_20150317_002507	
QUEST_LV_0100_20150317_002508	
QUEST_LV_0100_20150317_002509	
QUEST_LV_0100_20150317_002510	
QUEST_LV_0100_20150317_002511	I'll get back the Supplies
QUEST_LV_0100_20150317_002512	
QUEST_LV_0100_20150317_002513	I'll get rid of the Sparnas
QUEST_LV_0100_20150317_002514	Batch of handouts/STANDSPINKLE/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002515	
QUEST_LV_0100_20150317_002516	
QUEST_LV_0100_20150317_002517	
QUEST_LV_0100_20150317_002518	
QUEST_LV_0100_20150317_002519	
QUEST_LV_0100_20150317_002520	It feels like a burden
QUEST_LV_0100_20150317_002521	
QUEST_LV_0100_20150317_002522	Sure, I'll help
QUEST_LV_0100_20150317_002523	
QUEST_LV_0100_20150317_002524	
QUEST_LV_0100_20150317_002525	
QUEST_LV_0100_20150317_002526	
QUEST_LV_0100_20150317_002527	
QUEST_LV_0100_20150317_002528	
QUEST_LV_0100_20150317_002529	Endless Mission (1)
QUEST_LV_0100_20150317_002530	Weird, but I'll go instead
QUEST_LV_0100_20150317_002531	I'm not a new recruit
QUEST_LV_0100_20150317_002532	Endless Mission (2)
QUEST_LV_0100_20150317_002533	Offer to deliver report
QUEST_LV_0100_20150317_002534	Endless Mission (3)
QUEST_LV_0100_20150317_002535	Weird, but I'll go
QUEST_LV_0100_20150317_002536	Make it clear that I'm not a new recruit
QUEST_LV_0100_20150317_002537	Useless Honor (1)
QUEST_LV_0100_20150317_002538	I'll gather Ducky's oil
QUEST_LV_0100_20150317_002539	I'm not a new recruit so I'll refuse
QUEST_LV_0100_20150317_002540	Endless Mission (4)
QUEST_LV_0100_20150317_002541	
QUEST_LV_0100_20150317_002542	
QUEST_LV_0100_20150317_002543	Useless Honor (2)
QUEST_LV_0100_20150317_002544	I'll burn Duckey's oil
QUEST_LV_0100_20150317_002545	Setting up firewood .../FIRE/3/TRACK_BEFORE
QUEST_LV_0100_20150317_002546	
QUEST_LV_0100_20150317_002547	
QUEST_LV_0100_20150317_002548	
QUEST_LV_0100_20150317_002549	
QUEST_LV_0100_20150317_002550	
QUEST_LV_0100_20150317_002551	
QUEST_LV_0100_20150317_002552	
QUEST_LV_0100_20150317_002553	
QUEST_LV_0100_20150317_002554	The end of Gaigalas
QUEST_LV_0100_20150317_002555	Notice/unlucky guy Gallas aid!/5
QUEST_LV_0100_20150317_002556	Disappeared Researcher (1)
QUEST_LV_0100_20150317_002557	
QUEST_LV_0100_20150317_002558	
QUEST_LV_0100_20150317_002559	
QUEST_LV_0100_20150317_002560	
QUEST_LV_0100_20150317_002561	
QUEST_LV_0100_20150317_002562	
QUEST_LV_0100_20150317_002563	
QUEST_LV_0100_20150317_002564	Disappeared Researcher (2)
QUEST_LV_0100_20150317_002565	I'll save Irine
QUEST_LV_0100_20150317_002566	Call the mercenary 
QUEST_LV_0100_20150317_002567	Disappeared Researcher (3)
QUEST_LV_0100_20150317_002568	
QUEST_LV_0100_20150317_002569	
QUEST_LV_0100_20150317_002570	Children of Afro-Rhine/SITGROPE/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002571	
QUEST_LV_0100_20150317_002572	
QUEST_LV_0100_20150317_002573	
QUEST_LV_0100_20150317_002574	
QUEST_LV_0100_20150317_002575	I'll get rid of the mosters
QUEST_LV_0100_20150317_002576	I'll get going now
QUEST_LV_0100_20150317_002577	
QUEST_LV_0100_20150317_002578	
QUEST_LV_0100_20150317_002579	
QUEST_LV_0100_20150317_002580	
QUEST_LV_0100_20150317_002581	
QUEST_LV_0100_20150317_002582	
QUEST_LV_0100_20150317_002583	
QUEST_LV_0100_20150317_002584	I'll find it for you
QUEST_LV_0100_20150317_002585	Cheer up
QUEST_LV_0100_20150317_002586	About the Gate of the Great King
QUEST_LV_0100_20150317_002587	
QUEST_LV_0100_20150317_002588	
QUEST_LV_0100_20150317_002589	
QUEST_LV_0100_20150317_002590	Traces of Notice/storage does not remain even #5
QUEST_LV_0100_20150317_002591	
QUEST_LV_0100_20150317_002592	
QUEST_LV_0100_20150317_002593	
QUEST_LV_0100_20150317_002594	
QUEST_LV_0100_20150317_002595	
QUEST_LV_0100_20150317_002596	
QUEST_LV_0100_20150317_002597	
QUEST_LV_0100_20150317_002598	
QUEST_LV_0100_20150317_002599	My work is done so I'll be going now
QUEST_LV_0100_20150317_002600	
QUEST_LV_0100_20150317_002601	
QUEST_LV_0100_20150317_002602	
QUEST_LV_0100_20150317_002603	
QUEST_LV_0100_20150317_002604	
QUEST_LV_0100_20150317_002605	
QUEST_LV_0100_20150317_002606	
QUEST_LV_0100_20150317_002607	
QUEST_LV_0100_20150317_002608	
QUEST_LV_0100_20150317_002609	
QUEST_LV_0100_20150317_002610	
QUEST_LV_0100_20150317_002611	
QUEST_LV_0100_20150317_002612	
QUEST_LV_0100_20150317_002613	
QUEST_LV_0100_20150317_002614	
QUEST_LV_0100_20150317_002615	
QUEST_LV_0100_20150317_002616	
QUEST_LV_0100_20150317_002617	
QUEST_LV_0100_20150317_002618	
QUEST_LV_0100_20150317_002619	
QUEST_LV_0100_20150317_002620	Purifying 1st Gallery
QUEST_LV_0100_20150317_002621	Ask how to repair the purifier
QUEST_LV_0100_20150317_002622	That seems difficult
QUEST_LV_0100_20150317_002623	About the monsters in the mine
QUEST_LV_0100_20150317_002624	Missing Parts of Entrance Purifier (1)
QUEST_LV_0100_20150317_002625	Checking Purifier /HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002626	Notice/Some parts of the purifier are missing. {nl} Chack for any parts on the floor! #5
QUEST_LV_0100_20150317_002627	Of the component assembly/GROPE/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002628	Notice/Some parts are still missing. {nl} Find the missig parts from Vubbes with question marks on top of its head. #5
QUEST_LV_0100_20150317_002629	Entrance Purifier's missing parts
QUEST_LV_0100_20150317_002630	Notice/!/Some parts of the Purifier are missing. {nl} Find the parts from the Vubbe with a question mark on its head. #5
QUEST_LV_0100_20150317_002631	Repairing Purifier/HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002632	Notice/Repair complete. {nl}Entrance Purifier is activated again. #5
QUEST_LV_0100_20150317_002633	Purifier parts scattered on the floor
QUEST_LV_0100_20150317_002634	Purify toxic steam in 2nd floor
QUEST_LV_0100_20150317_002635	Notice/All purifers are fixed. {nl}Go to 3rd Gallery and meet Vaidotas. #5
QUEST_LV_0100_20150317_002636	Fix the Central Purifier (1)
QUEST_LV_0100_20150317_002637	Opening the valve /HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002638	Notice/critical device seems to be broken or lost. {nl} find that the parts be replaced using a compass mine! #5
QUEST_LV_0100_20150317_002639	Fix the Central Purifier (2)
QUEST_LV_0100_20150317_002640	Notice/Mining compass is pointing to the four zones. Go to {nl} 4 zones: Searching for spare parts. #5
QUEST_LV_0100_20150317_002641	Notice/Kill the Bearkaras that appeared in front of the spare purifier! #5
QUEST_LV_0100_20150317_002642	Of the replacement parts/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002643	Notice/Succesfully repaired the Central Purifier! {nl} The Purifiers is working now. #5
QUEST_LV_0100_20150317_002644	Attack of Cyclops in Crystal Mines
QUEST_LV_0100_20150317_002645	Of looking at/MAKING/2/TRACK_BEFORE/None
